customer_id,boiler_id,installation_date,boiler_type,boiler_manufacturer,model,energy_rating,voltage,have_insurance,last_service_date,fault_history
CUST00211420,PROD009,2018-06-06,Combi,Baxi,Model X,D,230V,No,,EA
CUST00201655,PROD004,2020-06-08,Combi,Ideal,Model X,B,230V,Yes,,F75
CUST00137300,PROD008,2025-05-16,Combi,Vaillant,Model X,B,230V,No,,Ignition Failure
CUST00047615,PROD005,2021-10-25,Combi,Ideal,Model X,C,230V,Yes,,EA
CUST00236630,PROD008,2024-12-20,Combi,Ideal,Model X,C,230V,No,,None
CUST00111162,PROD001,2021-09-28,Combi,Glow-worm,Model X,B,230V,Yes,,F22
CUST00234176,PROD010,2020-01-02,Combi,Baxi,Model X,D,230V,No,,Ignition Failure
CUST00193984,PROD005,2021-05-12,System,Glow-worm,Model X,C,230V,Yes,,EA
CUST00202528,PROD005,2024-12-20,System,Baxi,Model X,A,230V,Yes,,EA
CUST00019327,PROD005,2020-01-03,Combi,Vaillant,Model X,B,230V,No,,F22
CUST00003209,PROD004,2018-01-07,System,Viessmann,Model X,C,230V,Yes,,Ignition Failure
CUST00110584,PROD010,2022-10-16,Conventional,Ideal,Model X,D,230V,No,,F75
CUST00228272,PROD010,2024-01-11,Conventional,Viessmann,Model X,C,230V,Yes,,F22
CUST00005119,PROD006,2018-07-30,System,Vaillant,Model X,A,230V,Yes,,EA
CUST00252596,PROD009,2019-08-16,Combi,Ideal,Model X,D,230V,No,,None
CUST00110003,PROD005,2025-01-01,System,Viessmann,Model X,D,230V,No,,EA
CUST00171151,PROD008,2019-05-21,System,Glow-worm,Model X,A,230V,Yes,,None
CUST00211355,PROD006,2018-10-07,Combi,Worcester Bosch,Model X,C,230V,Yes,,EA
CUST00242419,PROD001,2022-08-07,System,Ideal,Model X,C,230V,No,,EA
CUST00252934,PROD004,2018-12-31,System,Baxi,Model X,C,230V,Yes,,EA
CUST00198811,PROD004,2021-01-16,Conventional,Viessmann,Model X,D,230V,Yes,,F22
CUST00176495,PROD008,2025-10-19,System,Glow-worm,Model X,A,230V,Yes,,None
CUST00096792,PROD003,2019-05-03,Conventional,Baxi,Model X,A,230V,Yes,,None
CUST00077135,PROD003,2025-08-19,Conventional,Vaillant,Model X,D,230V,No,,F22
CUST00016517,PROD002,2023-10-24,System,Ideal,Model X,B,230V,Yes,,EA
CUST00030724,PROD002,2023-05-09,Combi,Worcester Bosch,Model X,A,230V,No,,None
CUST00222201,PROD005,2020-04-03,Combi,Viessmann,Model X,A,230V,No,,Ignition Failure
CUST00183244,PROD004,2024-03-01,System,Worcester Bosch,Model X,C,230V,No,,Ignition Failure
CUST00132835,PROD003,2025-07-25,Combi,Viessmann,Model X,B,230V,Yes,,EA
CUST00188137,PROD010,2023-03-16,Conventional,Vaillant,Model X,C,230V,No,,F22
CUST00258591,PROD001,2019-08-21,Combi,Worcester Bosch,Model X,C,230V,Yes,,F22
CUST00086114,PROD005,2022-10-02,System,Viessmann,Model X,B,230V,Yes,,F22
CUST00233421,PROD009,2023-10-01,System,Glow-worm,Model X,D,230V,No,,F22
CUST00115110,PROD005,2020-02-19,Conventional,Worcester Bosch,Model X,D,230V,No,,Ignition Failure
CUST00086649,PROD007,2018-10-23,System,Glow-worm,Model X,B,230V,Yes,,None
CUST00104908,PROD008,2025-03-07,Conventional,Vaillant,Model X,D,230V,No,,EA
CUST00231151,PROD010,2024-06-03,Conventional,Worcester Bosch,Model X,C,230V,Yes,,Ignition Failure
CUST00263381,PROD007,2021-03-16,Combi,Ideal,Model X,C,230V,No,,EA
CUST00058629,PROD001,2019-08-11,Conventional,Viessmann,Model X,C,230V,Yes,,F22
CUST00095105,PROD006,2024-03-02,Conventional,Worcester Bosch,Model X,C,230V,Yes,,F22
CUST00201281,PROD003,2024-01-20,System,Glow-worm,Model X,D,230V,Yes,,None
CUST00113647,PROD008,2019-07-19,Combi,Vaillant,Model X,D,230V,No,,F22
CUST00241999,PROD003,2024-06-22,Combi,Ideal,Model X,D,230V,Yes,,EA
CUST00056660,PROD002,2023-11-24,Combi,Worcester Bosch,Model X,D,230V,Yes,,F75
CUST00121865,PROD005,2019-08-03,System,Ideal,Model X,C,230V,No,,EA
CUST00132080,PROD002,2021-10-18,Conventional,Glow-worm,Model X,C,230V,No,,F22
CUST00163552,PROD009,2024-11-14,Combi,Worcester Bosch,Model X,C,230V,No,,Ignition Failure
CUST00126041,PROD009,2025-07-24,Combi,Glow-worm,Model X,A,230V,Yes,,EA
CUST00016906,PROD008,2020-05-05,Conventional,Viessmann,Model X,A,230V,No,,None
CUST00023616,PROD004,2024-07-12,System,Vaillant,Model X,C,230V,Yes,,F75
CUST00046997,PROD004,2023-03-01,Combi,Baxi,Model X,B,230V,No,,F75
CUST00146043,PROD010,2019-07-19,Combi,Vaillant,Model X,C,230V,No,,Ignition Failure
CUST00138632,PROD001,2021-11-26,System,Vaillant,Model X,A,230V,Yes,,F22
CUST00058837,PROD001,2019-02-07,Conventional,Worcester Bosch,Model X,B,230V,No,,None
CUST00222067,PROD009,2023-01-09,Combi,Viessmann,Model X,C,230V,No,,None
CUST00033035,PROD003,2021-05-09,Conventional,Vaillant,Model X,D,230V,No,,EA
CUST00099811,PROD010,2021-09-02,Combi,Ideal,Model X,C,230V,Yes,,F22
CUST00209786,PROD008,2018-08-13,Conventional,Glow-worm,Model X,D,230V,Yes,,Ignition Failure
CUST00141328,PROD010,2026-04-24,Combi,Vaillant,Model X,D,230V,No,,Ignition Failure
CUST00269025,PROD010,2022-06-02,System,Worcester Bosch,Model X,A,230V,No,,EA
CUST00107922,PROD003,2026-06-03,Combi,Baxi,Model X,A,230V,No,,Ignition Failure
CUST00135508,PROD004,2021-01-08,System,Viessmann,Model X,C,230V,Yes,,EA
CUST00036712,PROD006,2024-09-25,Conventional,Baxi,Model X,D,230V,No,,F22
CUST00123470,PROD002,2023-02-26,Combi,Vaillant,Model X,B,230V,No,,EA
CUST00232117,PROD009,2025-08-07,System,Ideal,Model X,D,230V,Yes,,EA
CUST00084933,PROD002,2022-11-07,Conventional,Ideal,Model X,B,230V,No,,F75
CUST00037141,PROD004,2021-04-21,Conventional,Glow-worm,Model X,D,230V,Yes,,F22
CUST00244517,PROD006,2022-04-17,Combi,Baxi,Model X,C,230V,No,,Ignition Failure
CUST00088964,PROD003,2023-10-14,Conventional,Viessmann,Model X,C,230V,No,,F75
CUST00243998,PROD010,2023-02-21,Combi,Worcester Bosch,Model X,A,230V,No,,F75
CUST00179411,PROD006,2019-06-23,Conventional,Ideal,Model X,C,230V,No,,F22
CUST00249238,PROD005,2024-10-08,Combi,Ideal,Model X,D,230V,Yes,,F75
CUST00169658,PROD001,2025-04-06,System,Baxi,Model X,C,230V,No,,F75
CUST00053344,PROD008,2026-03-19,Conventional,Vaillant,Model X,D,230V,No,,F75
CUST00131557,PROD002,2024-03-09,System,Baxi,Model X,B,230V,No,,None
CUST00260090,PROD006,2019-07-04,Combi,Worcester Bosch,Model X,A,230V,No,,F75
CUST00106720,PROD002,2022-01-30,System,Worcester Bosch,Model X,C,230V,Yes,,EA
CUST00254828,PROD001,2018-04-24,Conventional,Worcester Bosch,Model X,A,230V,No,,None
CUST00185127,PROD003,2025-10-25,Conventional,Glow-worm,Model X,C,230V,Yes,,None
CUST00199846,PROD009,2021-09-12,Conventional,Glow-worm,Model X,B,230V,Yes,,F75
CUST00197631,PROD008,2022-01-18,Conventional,Glow-worm,Model X,C,230V,No,,None
CUST00072403,PROD009,2018-08-04,Combi,Ideal,Model X,A,230V,No,,Ignition Failure
CUST00237096,PROD005,2022-11-27,Conventional,Worcester Bosch,Model X,D,230V,No,,EA
CUST00242506,PROD003,2024-04-06,Combi,Viessmann,Model X,B,230V,Yes,,Ignition Failure
CUST00035201,PROD009,2020-03-23,System,Ideal,Model X,A,230V,Yes,,F22
CUST00161066,PROD002,2021-07-24,Combi,Glow-worm,Model X,C,230V,No,,F75
CUST00175752,PROD002,2019-07-04,Combi,Viessmann,Model X,A,230V,No,,None
CUST00246584,PROD003,2026-02-07,Conventional,Ideal,Model X,B,230V,Yes,,Ignition Failure
CUST00142202,PROD002,2019-01-25,System,Baxi,Model X,B,230V,No,,None
CUST00048344,PROD002,2022-06-10,Conventional,Viessmann,Model X,D,230V,Yes,,None
CUST00026627,PROD009,2024-08-04,Combi,Viessmann,Model X,A,230V,No,,F22
CUST00041135,PROD001,2025-10-24,Combi,Viessmann,Model X,B,230V,No,,F22
CUST00063860,PROD005,2022-03-05,System,Worcester Bosch,Model X,A,230V,No,,Ignition Failure
CUST00013949,PROD006,2023-05-31,Combi,Vaillant,Model X,A,230V,Yes,,F22
CUST00174671,PROD002,2021-09-30,System,Baxi,Model X,B,230V,No,,F75
CUST00269136,PROD010,2019-03-04,System,Baxi,Model X,C,230V,No,,EA
CUST00061746,PROD007,2022-09-01,Combi,Ideal,Model X,D,230V,No,,EA
CUST00128253,PROD003,2023-09-25,System,Viessmann,Model X,D,230V,Yes,,Ignition Failure
CUST00149702,PROD004,2026-01-03,Combi,Viessmann,Model X,D,230V,No,,Ignition Failure
CUST00120673,PROD001,2025-09-12,Combi,Viessmann,Model X,A,230V,No,,EA
CUST00204432,PROD001,2025-02-01,System,Ideal,Model X,B,230V,Yes,,F22
CUST00164198,PROD009,2025-07-30,Combi,Glow-worm,Model X,D,230V,No,,F75
CUST00095934,PROD010,2025-10-18,Conventional,Baxi,Model X,B,230V,Yes,,Ignition Failure
CUST00212781,PROD002,2021-08-09,System,Baxi,Model X,B,230V,No,,F22
CUST00233445,PROD004,2022-09-06,System,Worcester Bosch,Model X,D,230V,Yes,,None
CUST00207108,PROD006,2019-02-13,System,Vaillant,Model X,A,230V,No,,F75
CUST00132981,PROD004,2019-02-08,System,Worcester Bosch,Model X,A,230V,Yes,,F75
CUST00145352,PROD005,2025-07-10,Conventional,Baxi,Model X,C,230V,No,,EA
CUST00013346,PROD001,2018-07-05,Conventional,Worcester Bosch,Model X,B,230V,Yes,,F22
CUST00110960,PROD004,2026-07-01,Combi,Glow-worm,Model X,D,230V,No,,EA
CUST00014383,PROD005,2019-01-12,System,Worcester Bosch,Model X,B,230V,No,,Ignition Failure
CUST00168809,PROD008,2019-05-19,System,Viessmann,Model X,D,230V,Yes,,Ignition Failure
CUST00018724,PROD006,2026-05-14,System,Ideal,Model X,A,230V,No,,F22
CUST00002367,PROD005,2020-01-08,Conventional,Ideal,Model X,A,230V,No,,Ignition Failure
CUST00104385,PROD002,2019-12-21,Combi,Baxi,Model X,A,230V,No,,F22
CUST00231481,PROD006,2021-04-24,Conventional,Glow-worm,Model X,B,230V,Yes,,None
CUST00243868,PROD001,2026-06-11,Conventional,Viessmann,Model X,C,230V,Yes,,F22
CUST00136605,PROD004,2023-01-01,Conventional,Ideal,Model X,C,230V,No,,Ignition Failure
CUST00153729,PROD008,2023-06-19,System,Viessmann,Model X,A,230V,No,,F75
CUST00036700,PROD001,2026-06-24,System,Worcester Bosch,Model X,A,230V,Yes,,EA
CUST00146659,PROD007,2021-10-29,Conventional,Vaillant,Model X,C,230V,No,,F75
CUST00256821,PROD001,2023-01-22,System,Vaillant,Model X,D,230V,Yes,,F22
CUST00221339,PROD006,2019-01-09,Combi,Ideal,Model X,B,230V,Yes,,None
CUST00194041,PROD001,2019-10-01,Combi,Vaillant,Model X,D,230V,No,,Ignition Failure
CUST00012990,PROD010,2026-03-20,Combi,Glow-worm,Model X,D,230V,No,,F75
CUST00007004,PROD003,2025-09-07,System,Baxi,Model X,B,230V,Yes,,Ignition Failure
CUST00247344,PROD008,2018-02-25,Conventional,Worcester Bosch,Model X,A,230V,No,,F75
CUST00123884,PROD006,2019-04-10,Combi,Baxi,Model X,B,230V,Yes,,Ignition Failure
CUST00011165,PROD006,2024-06-23,System,Glow-worm,Model X,D,230V,No,,F75
CUST00132305,PROD008,2025-07-22,System,Baxi,Model X,A,230V,Yes,,Ignition Failure
CUST00004991,PROD004,2024-06-29,System,Glow-worm,Model X,D,230V,No,,F75
CUST00097178,PROD009,2019-05-28,System,Vaillant,Model X,D,230V,Yes,,F22
CUST00064321,PROD008,2025-11-08,Combi,Glow-worm,Model X,D,230V,No,,None
CUST00168153,PROD001,2026-01-29,Conventional,Glow-worm,Model X,A,230V,No,,Ignition Failure
CUST00231517,PROD001,2025-08-14,Combi,Worcester Bosch,Model X,C,230V,No,,F22
CUST00152283,PROD009,2026-03-10,Conventional,Ideal,Model X,C,230V,No,,F22
CUST00118205,PROD006,2023-05-18,System,Baxi,Model X,D,230V,No,,None
CUST00085582,PROD002,2019-04-05,System,Vaillant,Model X,D,230V,Yes,,None
CUST00033150,PROD007,2024-07-20,System,Ideal,Model X,B,230V,Yes,,EA
CUST00176507,PROD004,2024-11-30,Combi,Baxi,Model X,C,230V,Yes,,F75
CUST00211401,PROD009,2024-10-29,System,Ideal,Model X,B,230V,No,,EA
CUST00241384,PROD005,2018-06-28,Combi,Viessmann,Model X,C,230V,No,,F22
CUST00188793,PROD007,2019-12-26,Conventional,Baxi,Model X,B,230V,No,,EA
CUST00072433,PROD008,2022-01-10,System,Glow-worm,Model X,D,230V,No,,EA
CUST00128110,PROD001,2019-12-12,Conventional,Worcester Bosch,Model X,A,230V,Yes,,F75
CUST00126319,PROD008,2018-09-05,Combi,Glow-worm,Model X,B,230V,Yes,,F75
CUST00246915,PROD005,2024-07-27,System,Baxi,Model X,A,230V,Yes,,F22
CUST00123690,PROD004,2021-06-15,System,Worcester Bosch,Model X,A,230V,No,,F22
CUST00254357,PROD006,2022-10-29,Conventional,Ideal,Model X,C,230V,No,,None
CUST00158455,PROD002,2026-03-06,Conventional,Baxi,Model X,B,230V,Yes,,F22
CUST00069527,PROD007,2022-07-20,Conventional,Worcester Bosch,Model X,A,230V,No,,F22
CUST00143989,PROD006,2022-07-07,System,Worcester Bosch,Model X,C,230V,No,,F75
CUST00149465,PROD005,2025-08-27,System,Viessmann,Model X,B,230V,No,,F75
CUST00246207,PROD002,2024-04-21,Conventional,Ideal,Model X,D,230V,Yes,,EA
CUST00173064,PROD010,2018-10-17,System,Vaillant,Model X,D,230V,No,,Ignition Failure
CUST00058302,PROD008,2025-05-22,Conventional,Vaillant,Model X,D,230V,No,,Ignition Failure
CUST00016332,PROD009,2020-10-01,Conventional,Viessmann,Model X,A,230V,No,,EA
CUST00163431,PROD005,2019-07-23,Combi,Viessmann,Model X,C,230V,No,,EA
CUST00128466,PROD007,2018-03-10,System,Glow-worm,Model X,B,230V,No,,None
CUST00087264,PROD004,2019-03-02,System,Glow-worm,Model X,A,230V,Yes,,None
CUST00142059,PROD004,2021-12-05,Conventional,Glow-worm,Model X,D,230V,Yes,,F22
CUST00205868,PROD005,2023-07-01,Conventional,Ideal,Model X,B,230V,No,,EA
CUST00146206,PROD007,2020-10-07,Combi,Worcester Bosch,Model X,B,230V,No,,F75
CUST00127369,PROD001,2024-06-22,Combi,Glow-worm,Model X,C,230V,Yes,,F75
CUST00068739,PROD008,2019-07-08,Combi,Vaillant,Model X,B,230V,No,,None
CUST00236220,PROD009,2018-11-30,Combi,Ideal,Model X,B,230V,Yes,,EA
CUST00242813,PROD005,2022-09-07,Conventional,Worcester Bosch,Model X,C,230V,Yes,,F22
CUST00253335,PROD008,2022-10-04,Combi,Glow-worm,Model X,C,230V,Yes,,F22
CUST00036604,PROD007,2024-04-24,System,Baxi,Model X,A,230V,No,,F75
CUST00069662,PROD002,2020-09-27,Combi,Ideal,Model X,A,230V,No,,F75
CUST00249176,PROD009,2019-04-22,Combi,Viessmann,Model X,B,230V,Yes,,F22
CUST00171204,PROD002,2023-04-28,Combi,Glow-worm,Model X,C,230V,No,,Ignition Failure
CUST00018240,PROD006,2024-12-14,Combi,Ideal,Model X,D,230V,Yes,,Ignition Failure
CUST00039487,PROD008,2025-05-06,System,Glow-worm,Model X,A,230V,Yes,,None
CUST00227311,PROD002,2023-05-20,Combi,Baxi,Model X,D,230V,Yes,,EA
CUST00179446,PROD003,2020-06-17,Conventional,Vaillant,Model X,C,230V,No,,Ignition Failure
CUST00205864,PROD007,2020-08-24,Combi,Worcester Bosch,Model X,D,230V,No,,F75
CUST00160511,PROD005,2018-07-21,Conventional,Glow-worm,Model X,A,230V,No,,F75
CUST00203380,PROD005,2020-10-15,Conventional,Glow-worm,Model X,C,230V,Yes,,EA
CUST00057042,PROD003,2026-04-23,Conventional,Baxi,Model X,A,230V,No,,EA
CUST00008560,PROD002,2025-01-26,Conventional,Glow-worm,Model X,A,230V,Yes,,None
CUST00091108,PROD010,2019-01-02,System,Worcester Bosch,Model X,C,230V,Yes,,EA
CUST00148433,PROD009,2018-08-16,System,Vaillant,Model X,B,230V,Yes,,F75
CUST00209039,PROD007,2025-03-18,Combi,Worcester Bosch,Model X,B,230V,Yes,,EA
CUST00192494,PROD006,2021-07-24,Conventional,Baxi,Model X,B,230V,No,,Ignition Failure
CUST00028146,PROD004,2023-08-01,Combi,Glow-worm,Model X,D,230V,No,,F22
CUST00103282,PROD007,2021-04-16,Conventional,Worcester Bosch,Model X,D,230V,Yes,,EA
CUST00214687,PROD001,2023-10-13,Combi,Worcester Bosch,Model X,D,230V,No,,None
CUST00228722,PROD005,2022-01-18,System,Glow-worm,Model X,C,230V,Yes,,None
CUST00236885,PROD009,2026-06-12,Combi,Baxi,Model X,B,230V,No,,None
CUST00140515,PROD004,2023-06-12,Combi,Worcester Bosch,Model X,B,230V,No,,F75
CUST00031560,PROD005,2023-12-08,Conventional,Vaillant,Model X,D,230V,Yes,,EA
CUST00260002,PROD001,2026-06-26,Conventional,Ideal,Model X,C,230V,Yes,,F75
CUST00090138,PROD010,2018-01-15,Conventional,Glow-worm,Model X,B,230V,No,,None
CUST00261224,PROD006,2022-02-25,Combi,Viessmann,Model X,B,230V,Yes,,F22
CUST00089322,PROD009,2022-09-24,Combi,Worcester Bosch,Model X,C,230V,Yes,,EA
CUST00081773,PROD006,2019-02-24,Conventional,Glow-worm,Model X,B,230V,No,,EA
CUST00236441,PROD006,2024-07-17,Conventional,Worcester Bosch,Model X,C,230V,Yes,,None
CUST00134928,PROD002,2022-05-07,Combi,Baxi,Model X,D,230V,Yes,,Ignition Failure
CUST00009753,PROD005,2021-08-15,System,Vaillant,Model X,B,230V,No,,EA
CUST00169720,PROD003,2020-11-05,Combi,Vaillant,Model X,D,230V,No,,EA
CUST00020171,PROD001,2020-03-19,Conventional,Vaillant,Model X,C,230V,No,,Ignition Failure
CUST00053433,PROD003,2023-05-16,Combi,Ideal,Model X,A,230V,Yes,,F75
CUST00063926,PROD009,2019-11-08,Combi,Glow-worm,Model X,C,230V,Yes,,Ignition Failure
CUST00008773,PROD009,2023-05-29,Conventional,Ideal,Model X,D,230V,Yes,,Ignition Failure
CUST00112023,PROD005,2019-05-27,Combi,Glow-worm,Model X,C,230V,Yes,,EA
CUST00253326,PROD007,2018-08-15,Combi,Vaillant,Model X,D,230V,No,,None
CUST00043315,PROD004,2018-06-19,System,Glow-worm,Model X,B,230V,No,,EA
CUST00045653,PROD001,2024-05-15,Combi,Vaillant,Model X,A,230V,No,,Ignition Failure
CUST00103229,PROD005,2018-10-09,Conventional,Worcester Bosch,Model X,C,230V,Yes,,F22
CUST00212272,PROD010,2022-05-26,Conventional,Baxi,Model X,B,230V,No,,F22
CUST00221067,PROD003,2018-10-10,System,Glow-worm,Model X,B,230V,No,,F75
CUST00176721,PROD004,2019-06-27,Combi,Glow-worm,Model X,B,230V,Yes,,None
CUST00231317,PROD002,2021-06-27,System,Ideal,Model X,C,230V,Yes,,F22
CUST00259542,PROD002,2021-12-13,Combi,Ideal,Model X,B,230V,No,,F22
CUST00222711,PROD007,2024-03-29,Conventional,Ideal,Model X,D,230V,No,,None
CUST00233376,PROD006,2018-07-23,Conventional,Baxi,Model X,C,230V,No,,Ignition Failure
CUST00094348,PROD006,2019-07-11,System,Vaillant,Model X,D,230V,No,,None
CUST00012383,PROD001,2024-08-17,Conventional,Glow-worm,Model X,A,230V,Yes,,EA
CUST00095304,PROD003,2020-09-16,Conventional,Viessmann,Model X,D,230V,No,,F75
CUST00251543,PROD004,2018-08-18,Combi,Glow-worm,Model X,B,230V,Yes,,Ignition Failure
CUST00166023,PROD007,2019-03-01,Combi,Glow-worm,Model X,D,230V,Yes,,None
CUST00259933,PROD004,2022-12-11,System,Vaillant,Model X,D,230V,Yes,,F75
CUST00026909,PROD008,2020-12-30,Combi,Ideal,Model X,A,230V,Yes,,Ignition Failure
CUST00075325,PROD007,2018-12-13,Combi,Ideal,Model X,A,230V,Yes,,F75
CUST00132147,PROD003,2022-04-25,System,Baxi,Model X,C,230V,No,,None
CUST00035877,PROD001,2024-12-01,Combi,Glow-worm,Model X,D,230V,No,,F75
CUST00053488,PROD010,2019-03-24,Conventional,Viessmann,Model X,C,230V,No,,F75
