customer_id,property_type,number_of_floors,rooms,have_gas_pipeline,external_or_internal_electricity_source,property_built_date
CUST00003209,Bungalow,3,5,Yes,Company Provided,1977-10-14
CUST00110584,Detached,3,4,Yes,Grid + Solar,1978-09-14
CUST00228272,Detached,1,2,No,Grid + Solar,1989-08-24
CUST00005119,Bungalow,2,5,Yes,Company Provided,1971-04-02
CUST00252596,Detached,1,3,Yes,Solar,1975-04-16
CUST00110003,Detached,1,5,No,Company Provided,1993-02-26
CUST00171151,Detached,3,4,No,Grid + Solar,2005-03-23
CUST00211355,Detached,3,5,No,Solar,1997-12-15
CUST00242419,Bungalow,2,7,No,Solar,1990-06-19
CUST00252934,Bungalow,1,4,Yes,Solar,1985-05-24
CUST00198811,Semi-Detached,1,5,No,Solar,2005-07-27
CUST00176495,Detached,1,4,No,Company Provided,1975-08-20
CUST00096792,Semi-Detached,2,7,Yes,Grid + Solar,2007-06-19
CUST00077135,Flat,1,7,Yes,Company Provided,2013-01-26
CUST00016517,Flat,1,2,No,Solar,1995-07-14
CUST00030724,Flat,2,4,No,Company Provided,2004-12-19
CUST00222201,Detached,1,3,Yes,Solar,2014-11-12
CUST00183244,Detached,2,7,Yes,Solar,2004-04-14
CUST00132835,Detached,2,2,No,Solar,1990-09-01
CUST00188137,Semi-Detached,3,5,No,Company Provided,1987-12-05
CUST00258591,Detached,3,7,No,Grid + Solar,1972-03-10
CUST00086114,Flat,3,7,No,Company Provided,1982-05-23
CUST00233421,Semi-Detached,1,6,No,Grid + Solar,1988-10-13
CUST00115110,Detached,2,2,No,Company Provided,2012-07-26
CUST00086649,Flat,1,2,No,Grid + Solar,1994-12-31
CUST00104908,Semi-Detached,1,5,Yes,Company Provided,2005-12-28
CUST00231151,Detached,1,4,Yes,Company Provided,2015-10-19
CUST00263381,Semi-Detached,2,6,Yes,Grid + Solar,1987-07-19
CUST00058629,Semi-Detached,3,3,Yes,Solar,1971-08-20
CUST00095105,Terraced,1,4,No,Company Provided,2008-07-26
CUST00201281,Detached,1,4,Yes,Solar,1995-09-12
CUST00113647,Flat,3,7,Yes,Grid + Solar,1998-12-25
CUST00241999,Bungalow,1,7,No,Grid + Solar,2013-07-16
CUST00056660,Flat,3,4,No,Grid + Solar,2014-03-30
CUST00121865,Flat,2,7,Yes,Company Provided,2009-09-14
CUST00132080,Flat,3,3,No,Solar,1986-06-11
CUST00163552,Detached,2,2,No,Grid + Solar,2004-05-21
CUST00126041,Terraced,3,4,Yes,Grid + Solar,1984-08-16
CUST00016906,Terraced,2,7,No,Solar,2006-03-29
CUST00023616,Detached,3,3,No,Grid + Solar,2008-08-14
CUST00046997,Terraced,3,5,Yes,Company Provided,2017-01-12
CUST00146043,Bungalow,3,6,No,Company Provided,2011-08-07
CUST00138632,Semi-Detached,3,5,Yes,Grid + Solar,1996-10-01
CUST00058837,Detached,2,5,No,Company Provided,1989-10-11
CUST00222067,Bungalow,1,5,No,Solar,1975-12-24
CUST00033035,Semi-Detached,3,5,No,Grid + Solar,1991-09-25
CUST00099811,Flat,2,7,No,Solar,1984-08-15
CUST00209786,Detached,3,2,No,Grid + Solar,2005-11-27
CUST00141328,Semi-Detached,3,7,Yes,Grid + Solar,1995-12-18
CUST00269025,Detached,2,3,Yes,Company Provided,2001-02-27
CUST00107922,Bungalow,3,4,Yes,Company Provided,1981-11-15
CUST00135508,Terraced,2,6,No,Solar,1973-12-10
CUST00036712,Bungalow,1,6,No,Company Provided,1986-02-09
CUST00123470,Detached,1,2,No,Company Provided,2015-01-29
CUST00232117,Flat,2,2,No,Grid + Solar,1978-11-25
CUST00084933,Detached,1,2,No,Grid + Solar,1973-03-03
CUST00037141,Terraced,3,4,Yes,Company Provided,1991-05-27
CUST00244517,Flat,3,2,No,Company Provided,1988-01-08
CUST00088964,Detached,1,3,Yes,Grid + Solar,2004-10-30
CUST00243998,Flat,3,7,Yes,Solar,2019-01-04
CUST00179411,Flat,1,4,Yes,Grid + Solar,1981-09-26
CUST00249238,Semi-Detached,1,3,Yes,Solar,1986-11-17
CUST00169658,Flat,3,3,No,Grid + Solar,1995-07-02
CUST00053344,Detached,3,6,Yes,Grid + Solar,2000-11-16
CUST00131557,Flat,1,5,Yes,Solar,2002-04-06
CUST00260090,Semi-Detached,1,7,Yes,Grid + Solar,2013-03-09
CUST00106720,Bungalow,2,4,Yes,Solar,1987-08-11
CUST00254828,Terraced,1,3,No,Solar,1977-03-03
CUST00185127,Detached,1,3,Yes,Solar,1991-09-26
CUST00199846,Detached,3,7,No,Company Provided,1975-02-25
CUST00197631,Terraced,3,7,No,Grid + Solar,2000-02-22
CUST00072403,Bungalow,2,7,Yes,Grid + Solar,1975-01-21
CUST00237096,Detached,2,7,No,Grid + Solar,2001-02-20
CUST00242506,Detached,1,4,No,Grid + Solar,1992-09-14
CUST00035201,Flat,1,4,No,Solar,1999-10-21
CUST00161066,Semi-Detached,3,7,Yes,Company Provided,2011-04-23
CUST00175752,Semi-Detached,2,5,No,Grid + Solar,2006-07-13
CUST00246584,Terraced,1,7,Yes,Grid + Solar,1979-10-31
CUST00142202,Flat,3,7,Yes,Solar,2015-03-01
CUST00048344,Semi-Detached,3,3,No,Solar,2014-05-06
CUST00026627,Flat,2,3,Yes,Company Provided,2014-09-08
CUST00041135,Terraced,3,2,No,Grid + Solar,1989-04-20
CUST00063860,Semi-Detached,2,4,No,Grid + Solar,2010-06-07
CUST00013949,Terraced,3,4,No,Grid + Solar,2013-06-21
CUST00174671,Bungalow,1,6,No,Grid + Solar,1993-12-14
CUST00269136,Semi-Detached,2,5,No,Company Provided,1982-06-20
CUST00061746,Terraced,2,7,No,Company Provided,2008-05-02
CUST00128253,Flat,2,6,No,Company Provided,2003-06-28
CUST00149702,Semi-Detached,1,3,Yes,Grid + Solar,2017-10-20
CUST00120673,Flat,1,6,No,Solar,2016-03-22
CUST00204432,Terraced,1,5,Yes,Solar,1996-02-14
CUST00164198,Flat,1,3,Yes,Company Provided,2019-07-25
CUST00095934,Detached,1,2,Yes,Company Provided,1989-07-12
CUST00212781,Bungalow,3,5,Yes,Grid + Solar,1992-04-14
CUST00233445,Semi-Detached,2,4,No,Company Provided,1992-10-06
CUST00207108,Flat,2,3,No,Solar,2009-01-15
CUST00132981,Semi-Detached,1,4,No,Company Provided,2003-08-28
CUST00145352,Detached,3,3,Yes,Solar,2001-03-06
CUST00013346,Terraced,2,4,No,Grid + Solar,1978-07-31
CUST00110960,Bungalow,1,5,Yes,Solar,1972-07-26
CUST00014383,Terraced,2,4,No,Grid + Solar,2010-04-09
CUST00168809,Terraced,3,6,Yes,Solar,1986-08-01
CUST00018724,Terraced,1,4,Yes,Solar,1991-11-30
CUST00002367,Flat,1,2,No,Solar,1988-12-28
CUST00104385,Flat,1,5,Yes,Grid + Solar,2012-11-02
CUST00231481,Semi-Detached,2,4,Yes,Grid + Solar,1987-08-24
CUST00243868,Terraced,1,3,No,Company Provided,2009-01-25
CUST00136605,Terraced,2,3,No,Company Provided,1977-12-09
CUST00153729,Semi-Detached,1,7,Yes,Solar,1988-02-05
CUST00036700,Flat,1,4,No,Solar,2011-10-19
CUST00146659,Semi-Detached,3,4,No,Solar,1988-07-23
CUST00256821,Terraced,2,2,No,Company Provided,1984-01-09
CUST00221339,Flat,1,5,Yes,Solar,1980-11-12
CUST00194041,Semi-Detached,2,6,No,Grid + Solar,1993-02-01
CUST00012990,Flat,2,5,No,Grid + Solar,2005-12-31
CUST00007004,Semi-Detached,3,5,Yes,Company Provided,2006-02-17
CUST00247344,Bungalow,1,3,No,Company Provided,1979-11-14
CUST00123884,Terraced,3,6,No,Company Provided,2017-12-18
CUST00011165,Bungalow,3,4,Yes,Company Provided,1996-06-24
CUST00132305,Terraced,3,2,Yes,Company Provided,1973-02-19
CUST00004991,Semi-Detached,1,3,No,Grid + Solar,1987-06-27
CUST00097178,Bungalow,1,7,No,Solar,1986-01-19
CUST00064321,Semi-Detached,1,4,No,Solar,1987-03-27
CUST00168153,Terraced,1,3,Yes,Grid + Solar,1978-01-30
CUST00231517,Bungalow,3,6,Yes,Grid + Solar,2016-12-11
CUST00152283,Detached,3,4,No,Company Provided,2015-04-17
CUST00118205,Detached,2,6,No,Solar,1997-05-18
CUST00085582,Bungalow,3,2,Yes,Solar,1987-08-16
CUST00033150,Bungalow,1,6,Yes,Solar,1996-04-26
CUST00176507,Terraced,2,4,No,Solar,1990-05-18
CUST00211401,Flat,2,3,Yes,Grid + Solar,1995-02-17
CUST00241384,Semi-Detached,3,6,No,Grid + Solar,1997-04-04
CUST00188793,Bungalow,1,6,No,Company Provided,1973-12-11
CUST00072433,Detached,1,2,Yes,Grid + Solar,2004-06-14
CUST00128110,Detached,3,3,No,Solar,1973-04-25
CUST00126319,Detached,1,4,No,Solar,1991-11-14
CUST00246915,Flat,1,2,No,Grid + Solar,2003-03-07
CUST00123690,Terraced,3,4,No,Solar,1978-08-29
CUST00254357,Terraced,3,3,Yes,Company Provided,2001-11-21
CUST00158455,Bungalow,3,3,No,Grid + Solar,2013-03-29
CUST00069527,Flat,1,6,No,Company Provided,2014-10-14
CUST00143989,Flat,2,6,Yes,Solar,1988-02-12
CUST00149465,Detached,1,3,No,Company Provided,2014-04-24
CUST00246207,Terraced,1,2,Yes,Company Provided,1970-08-10
CUST00173064,Bungalow,1,4,No,Grid + Solar,2008-07-24
CUST00058302,Flat,2,3,Yes,Grid + Solar,2009-12-23
CUST00016332,Flat,2,7,No,Grid + Solar,1995-01-04
CUST00163431,Detached,1,7,No,Company Provided,2007-08-20
CUST00128466,Flat,3,6,Yes,Company Provided,1977-01-06
CUST00087264,Semi-Detached,3,6,No,Grid + Solar,2010-05-03
CUST00142059,Semi-Detached,3,7,No,Solar,1980-02-10
CUST00205868,Detached,2,7,No,Solar,1996-03-15
CUST00146206,Bungalow,2,3,Yes,Grid + Solar,1983-10-27
CUST00127369,Terraced,2,4,Yes,Company Provided,1970-11-24
CUST00068739,Semi-Detached,1,2,No,Grid + Solar,1989-11-29
CUST00236220,Flat,1,5,Yes,Solar,1988-09-17
CUST00242813,Terraced,2,6,No,Grid + Solar,2016-02-01
CUST00253335,Detached,3,5,Yes,Solar,2006-12-08
CUST00036604,Bungalow,3,3,Yes,Company Provided,1984-09-11
CUST00069662,Flat,3,7,No,Grid + Solar,1980-10-21
CUST00249176,Terraced,1,5,Yes,Company Provided,1996-07-26
CUST00171204,Bungalow,2,7,No,Grid + Solar,2002-02-03
CUST00018240,Flat,3,5,Yes,Grid + Solar,1995-09-22
CUST00039487,Detached,1,6,Yes,Solar,1978-08-13
CUST00227311,Flat,1,2,No,Grid + Solar,1978-10-14
CUST00179446,Flat,3,2,No,Solar,1982-07-29
CUST00205864,Semi-Detached,2,6,Yes,Solar,1975-03-05
CUST00160511,Flat,3,7,Yes,Solar,2011-06-30
CUST00203380,Bungalow,1,3,Yes,Grid + Solar,2008-07-29
CUST00057042,Semi-Detached,3,3,Yes,Solar,1984-04-20
CUST00008560,Terraced,1,2,Yes,Company Provided,1980-04-05
CUST00091108,Bungalow,2,5,Yes,Company Provided,1996-02-15
CUST00148433,Flat,1,7,Yes,Company Provided,2007-06-17
CUST00209039,Flat,3,5,Yes,Solar,1980-01-06
CUST00192494,Flat,1,4,No,Solar,1983-04-20
CUST00028146,Bungalow,2,7,No,Grid + Solar,1972-06-25
CUST00103282,Terraced,3,3,Yes,Company Provided,2018-09-09
CUST00214687,Flat,3,2,Yes,Solar,1996-12-20
CUST00228722,Semi-Detached,3,7,Yes,Solar,2003-01-30
CUST00236885,Semi-Detached,3,2,Yes,Grid + Solar,1998-11-18
CUST00140515,Bungalow,2,7,No,Grid + Solar,2007-01-12
CUST00031560,Terraced,1,4,Yes,Company Provided,1989-10-16
CUST00260002,Bungalow,2,3,Yes,Solar,2012-11-11
CUST00090138,Bungalow,3,5,No,Grid + Solar,2009-07-03
CUST00261224,Bungalow,1,7,Yes,Grid + Solar,1986-05-16
CUST00089322,Detached,3,6,No,Company Provided,1987-09-11
CUST00081773,Flat,3,3,Yes,Company Provided,2003-06-23
CUST00236441,Semi-Detached,1,6,Yes,Solar,1977-10-24
CUST00134928,Semi-Detached,1,7,Yes,Company Provided,1991-02-03
CUST00009753,Detached,1,2,Yes,Company Provided,1970-12-15
CUST00169720,Flat,3,7,No,Grid + Solar,1983-09-11
CUST00020171,Bungalow,2,4,Yes,Solar,1975-07-20
CUST00053433,Flat,2,6,No,Grid + Solar,1989-08-09
CUST00063926,Detached,2,5,Yes,Company Provided,1985-11-15
CUST00008773,Terraced,2,4,Yes,Company Provided,1979-11-15
CUST00112023,Semi-Detached,3,7,Yes,Solar,1983-11-29
CUST00253326,Semi-Detached,2,7,No,Solar,1985-12-21
CUST00043315,Semi-Detached,2,7,Yes,Solar,2006-03-17
CUST00045653,Semi-Detached,1,2,No,Company Provided,1975-06-11
CUST00103229,Semi-Detached,3,4,No,Solar,1982-08-18
CUST00212272,Semi-Detached,1,3,No,Grid + Solar,1996-12-09
CUST00221067,Detached,3,7,No,Solar,2014-11-11
CUST00176721,Detached,2,2,Yes,Solar,1986-02-09
CUST00231317,Flat,3,7,No,Company Provided,2002-07-07
CUST00259542,Flat,2,7,No,Company Provided,1973-02-01
CUST00222711,Bungalow,1,3,No,Solar,1975-11-30
CUST00233376,Terraced,2,2,No,Solar,2014-09-26
CUST00094348,Terraced,1,7,No,Company Provided,1976-03-06
CUST00012383,Flat,2,7,Yes,Grid + Solar,1984-06-06
CUST00095304,Terraced,2,7,Yes,Solar,2009-10-02
CUST00251543,Bungalow,1,7,Yes,Grid + Solar,1970-05-07
CUST00166023,Detached,2,6,Yes,Company Provided,1972-05-03
CUST00259933,Detached,1,4,No,Grid + Solar,2005-06-11
CUST00026909,Detached,2,2,Yes,Solar,1998-03-05
CUST00075325,Flat,1,7,Yes,Grid + Solar,2017-12-19
CUST00132147,Terraced,3,6,Yes,Grid + Solar,2005-01-11
CUST00035877,Flat,2,4,Yes,Solar,2010-09-11
CUST00053488,Semi-Detached,1,3,Yes,Company Provided,1977-10-11
CUST00088208,Semi-Detached,3,6,Yes,Grid + Solar,2000-07-02
CUST00048374,Bungalow,3,5,Yes,Solar,2011-07-21
CUST00149815,Terraced,1,7,No,Grid + Solar,2004-04-06
CUST00255565,Flat,3,2,No,Grid + Solar,1985-05-17
CUST00186890,Semi-Detached,1,4,No,Solar,1994-05-15
CUST00023164,Flat,3,5,Yes,Company Provided,2009-11-20
CUST00206989,Detached,3,6,No,Grid + Solar,2005-11-17
CUST00046831,Semi-Detached,2,2,Yes,Grid + Solar,1986-01-04
CUST00035272,Bungalow,1,7,Yes,Grid + Solar,2013-07-05
CUST00093927,Detached,2,4,Yes,Solar,1999-07-06
CUST00080273,Terraced,2,2,No,Company Provided,2014-05-23
CUST00050153,Flat,2,6,Yes,Company Provided,1988-03-13
CUST00164865,Terraced,2,6,Yes,Solar,1977-05-12
CUST00268188,Flat,1,2,Yes,Company Provided,2019-12-19
CUST00062897,Flat,3,5,No,Company Provided,2007-05-08
CUST00222578,Flat,2,7,No,Grid + Solar,1995-12-17
CUST00072293,Terraced,2,7,Yes,Company Provided,1985-08-25
CUST00236284,Semi-Detached,3,7,Yes,Grid + Solar,1982-03-30
CUST00107430,Bungalow,3,3,No,Solar,2019-03-06
CUST00063307,Bungalow,3,2,Yes,Grid + Solar,1998-04-22
CUST00027150,Semi-Detached,1,3,Yes,Grid + Solar,2006-08-04
CUST00014300,Bungalow,3,5,No,Grid + Solar,1972-03-05
CUST00022898,Bungalow,2,7,No,Company Provided,1986-09-17
CUST00114769,Bungalow,3,2,No,Company Provided,2010-05-15
CUST00096062,Flat,3,7,No,Grid + Solar,2019-12-06
CUST00033674,Semi-Detached,1,6,No,Solar,2019-12-22
CUST00100325,Semi-Detached,1,4,Yes,Grid + Solar,2015-09-09
CUST00070205,Flat,2,5,No,Solar,2018-09-18
CUST00109562,Detached,3,2,No,Grid + Solar,2009-08-08
CUST00098560,Detached,3,2,No,Solar,2009-09-25
CUST00174334,Semi-Detached,2,3,Yes,Company Provided,2014-07-25
CUST00215863,Semi-Detached,1,3,No,Solar,2009-10-05
CUST00202352,Flat,3,4,Yes,Solar,1975-03-29
CUST00031529,Flat,2,5,No,Solar,2006-06-08
CUST00170424,Detached,2,7,No,Grid + Solar,2012-08-03
CUST00179615,Bungalow,3,7,No,Company Provided,1987-01-26
CUST00233676,Bungalow,1,6,Yes,Solar,1992-12-06
CUST00078255,Bungalow,1,6,Yes,Grid + Solar,2008-10-04
CUST00160160,Bungalow,3,2,No,Solar,2001-12-31
CUST00237634,Detached,3,5,No,Grid + Solar,1987-04-23
CUST00011093,Bungalow,3,2,No,Company Provided,1977-12-27
CUST00084862,Semi-Detached,2,7,No,Solar,1971-08-26
CUST00070306,Terraced,2,7,Yes,Solar,1977-11-08
CUST00105593,Detached,2,3,No,Solar,1988-03-07
CUST00029437,Semi-Detached,3,4,Yes,Grid + Solar,1992-12-27
CUST00148388,Bungalow,1,3,Yes,Grid + Solar,2012-05-04
CUST00173907,Detached,1,5,Yes,Company Provided,1990-05-05
CUST00235921,Bungalow,1,3,Yes,Company Provided,1975-03-12
CUST00202934,Detached,3,6,Yes,Company Provided,1982-02-28
CUST00262345,Bungalow,1,4,No,Solar,2019-08-08
CUST00210340,Detached,1,2,Yes,Solar,2006-10-12
CUST00025439,Bungalow,3,7,No,Grid + Solar,1980-08-09
CUST00117332,Flat,1,7,Yes,Solar,1986-08-24
CUST00129560,Terraced,2,2,No,Solar,2001-07-24
CUST00184304,Flat,1,4,No,Company Provided,2000-02-05
CUST00081620,Semi-Detached,2,4,Yes,Solar,2018-06-10
CUST00107350,Terraced,1,4,No,Grid + Solar,1975-07-02
CUST00203414,Flat,3,6,No,Grid + Solar,2015-04-16
CUST00057783,Flat,2,3,No,Company Provided,2010-10-17
CUST00013405,Terraced,3,7,No,Solar,1981-07-08
CUST00151320,Terraced,2,6,No,Solar,2005-08-03
CUST00025980,Detached,1,4,Yes,Grid + Solar,1995-04-19
CUST00209932,Semi-Detached,2,6,Yes,Grid + Solar,1974-11-17
CUST00181173,Terraced,2,7,No,Grid + Solar,1980-04-20
CUST00209185,Bungalow,3,2,Yes,Grid + Solar,2004-05-15
CUST00088587,Bungalow,3,3,Yes,Solar,2010-12-10
CUST00078164,Bungalow,3,4,No,Solar,1971-04-29
CUST00149229,Detached,2,5,Yes,Grid + Solar,2016-04-18
CUST00128942,Bungalow,3,7,Yes,Grid + Solar,2005-11-18
CUST00107945,Bungalow,1,5,No,Solar,1989-11-26
CUST00136331,Detached,2,2,Yes,Solar,1993-12-31
CUST00006336,Bungalow,3,2,No,Solar,2007-12-28
CUST00211242,Bungalow,1,2,Yes,Company Provided,1981-07-05
CUST00155462,Semi-Detached,1,3,No,Company Provided,2016-05-13
CUST00207256,Semi-Detached,2,4,No,Solar,2005-11-28
CUST00118270,Semi-Detached,2,2,No,Solar,2013-05-05
CUST00110582,Terraced,1,5,Yes,Solar,2002-11-10
CUST00262559,Semi-Detached,2,2,Yes,Company Provided,1981-12-29
CUST00121084,Terraced,1,3,Yes,Grid + Solar,1983-07-06
CUST00188746,Detached,1,3,Yes,Grid + Solar,2018-10-09
CUST00254798,Detached,1,5,Yes,Solar,2013-02-26
CUST00008473,Semi-Detached,2,2,No,Company Provided,1991-06-17
CUST00181332,Semi-Detached,2,6,No,Company Provided,1995-03-29
CUST00151851,Flat,1,5,No,Solar,1982-02-17
CUST00025885,Semi-Detached,3,2,No,Grid + Solar,1991-03-15
CUST00131047,Detached,3,4,No,Company Provided,2007-11-06
CUST00255989,Semi-Detached,2,4,No,Company Provided,1992-03-13
CUST00153143,Semi-Detached,1,6,No,Solar,2019-05-22
CUST00172535,Detached,1,4,Yes,Solar,1980-08-14
CUST00220176,Flat,1,7,No,Solar,1995-11-20
CUST00250026,Semi-Detached,2,4,Yes,Company Provided,1978-04-26
CUST00055145,Terraced,3,4,No,Solar,1984-07-30
CUST00012357,Semi-Detached,3,2,Yes,Grid + Solar,1972-01-25
CUST00056342,Semi-Detached,3,3,No,Company Provided,1999-12-06
CUST00108199,Bungalow,3,6,Yes,Solar,2013-10-12
CUST00070675,Bungalow,1,6,Yes,Solar,2006-10-22
CUST00146164,Semi-Detached,1,3,Yes,Company Provided,2007-02-11
CUST00156345,Terraced,3,6,No,Grid + Solar,1982-07-14
CUST00182792,Bungalow,1,2,No,Solar,1991-07-02
CUST00244044,Semi-Detached,3,3,No,Grid + Solar,1976-01-03
CUST00255960,Flat,1,2,No,Company Provided,2003-01-12
CUST00098862,Bungalow,1,5,Yes,Solar,1975-01-10
CUST00220123,Semi-Detached,2,3,Yes,Grid + Solar,2001-07-04
CUST00199026,Bungalow,1,5,Yes,Grid + Solar,2008-12-25
CUST00041122,Terraced,2,3,No,Grid + Solar,2016-01-27
CUST00058869,Terraced,3,5,No,Grid + Solar,1979-01-18
CUST00177305,Semi-Detached,2,7,No,Company Provided,2007-12-16
CUST00074674,Flat,2,2,No,Company Provided,1988-10-16
CUST00259836,Terraced,2,2,Yes,Solar,1976-01-06
CUST00075816,Bungalow,3,7,No,Company Provided,1970-10-21
CUST00027893,Flat,2,3,No,Solar,2015-08-25
CUST00222256,Detached,3,2,No,Solar,2005-12-13
CUST00080765,Flat,3,7,No,Solar,1970-10-09
CUST00022159,Flat,1,5,Yes,Solar,2003-05-02
CUST00120932,Terraced,1,3,No,Solar,1972-04-01
CUST00234670,Detached,3,5,No,Grid + Solar,2006-06-29
CUST00031752,Terraced,2,3,Yes,Company Provided,2001-11-10
CUST00069310,Terraced,3,5,No,Solar,2017-04-09
CUST00131591,Terraced,1,5,Yes,Company Provided,2017-08-24
CUST00137992,Detached,2,6,Yes,Solar,1990-05-21
CUST00030922,Bungalow,2,2,No,Grid + Solar,1985-03-24
CUST00173755,Detached,2,5,No,Solar,1976-03-14
CUST00057131,Flat,3,6,Yes,Solar,2015-03-16
CUST00171333,Terraced,3,5,Yes,Grid + Solar,2016-04-23
CUST00242227,Bungalow,2,4,Yes,Company Provided,2015-12-02
