customer_id,city,pincode,region,terrian
CUST00103229,Southampton,PC5468,South West,Urban
CUST00212272,Birmingham,PC7148,North East,Coastal
CUST00221067,Bristol,PC3448,North East,Suburban
CUST00176721,Sheffield,PC4007,North West,Rural
CUST00231317,Glasgow,PC7171,Yorkshire,Coastal
CUST00259542,Southampton,PC2706,North East,Urban
CUST00222711,Bristol,PC6997,London,Suburban
CUST00233376,Bristol,PC9184,Scotland,Coastal
CUST00094348,Liverpool,PC6194,Wales,Coastal
CUST00012383,Liverpool,PC2985,North West,Urban
CUST00095304,Leeds,PC2729,Midlands,Coastal
CUST00251543,Liverpool,PC1679,Wales,Suburban
CUST00166023,Manchester,PC2226,North West,Suburban
CUST00259933,Liverpool,PC2650,Scotland,Rural
CUST00026909,Manchester,PC5011,South East,Rural
CUST00075325,Southampton,PC6198,North East,Urban
CUST00132147,Bristol,PC3332,North West,Coastal
CUST00035877,Southampton,PC9629,North East,Coastal
CUST00053488,Glasgow,PC2950,South East,Rural
CUST00088208,London,PC9529,London,Coastal
CUST00048374,London,PC4598,London,Suburban
CUST00149815,Liverpool,PC9410,North East,Suburban
CUST00255565,Bristol,PC1547,Wales,Rural
CUST00186890,Newcastle,PC6234,Midlands,Suburban
CUST00023164,London,PC7300,Scotland,Rural
CUST00206989,London,PC3649,Yorkshire,Urban
CUST00046831,Birmingham,PC7117,London,Suburban
CUST00035272,Glasgow,PC1863,South West,Urban
CUST00093927,Liverpool,PC7721,North West,Coastal
CUST00080273,Sheffield,PC8211,London,Urban
CUST00050153,Sheffield,PC1100,North East,Coastal
CUST00164865,Glasgow,PC5991,North West,Suburban
CUST00268188,Bristol,PC8983,North West,Suburban
CUST00062897,Glasgow,PC8694,South East,Urban
CUST00222578,Bristol,PC3736,Wales,Suburban
CUST00072293,Sheffield,PC7643,Wales,Suburban
CUST00236284,Newcastle,PC5697,Scotland,Urban
CUST00107430,Newcastle,PC8945,North West,Coastal
CUST00063307,Birmingham,PC3767,North East,Rural
CUST00027150,Glasgow,PC6648,South West,Rural
CUST00014300,Sheffield,PC9838,Scotland,Urban
CUST00022898,Sheffield,PC6750,Yorkshire,Coastal
CUST00114769,Leeds,PC4494,Wales,Coastal
CUST00096062,Manchester,PC8833,South East,Urban
CUST00033674,Leeds,PC8040,London,Urban
CUST00100325,Manchester,PC2300,South East,Urban
CUST00070205,Glasgow,PC2913,South West,Coastal
CUST00109562,Leeds,PC4737,South East,Urban
CUST00098560,Birmingham,PC9084,Wales,Suburban
CUST00174334,London,PC2985,South East,Urban
CUST00215863,Birmingham,PC1429,South East,Coastal
CUST00202352,Manchester,PC1720,South East,Urban
CUST00031529,Leeds,PC8013,South West,Rural
CUST00170424,Birmingham,PC4207,Scotland,Coastal
CUST00179615,Birmingham,PC4750,London,Coastal
CUST00233676,Newcastle,PC3627,South East,Suburban
CUST00078255,Sheffield,PC6385,South East,Suburban
CUST00160160,Sheffield,PC7980,Yorkshire,Urban
CUST00237634,Birmingham,PC7336,North East,Coastal
CUST00011093,Bristol,PC2667,Midlands,Coastal
CUST00084862,Newcastle,PC3268,London,Coastal
CUST00070306,Liverpool,PC1213,Yorkshire,Suburban
CUST00105593,Bristol,PC8457,South East,Suburban
CUST00029437,London,PC1013,South West,Suburban
CUST00148388,Southampton,PC8192,Wales,Urban
CUST00173907,Manchester,PC5759,North West,Coastal
CUST00235921,Liverpool,PC8952,South West,Suburban
CUST00202934,Newcastle,PC5764,Scotland,Urban
CUST00262345,Southampton,PC4946,North West,Coastal
CUST00210340,Manchester,PC1213,Scotland,Suburban
CUST00025439,Newcastle,PC1703,Scotland,Rural
CUST00117332,Newcastle,PC7031,Wales,Urban
CUST00129560,Leeds,PC2153,South West,Rural
CUST00184304,Sheffield,PC3164,Scotland,Rural
CUST00081620,Liverpool,PC2810,South East,Coastal
CUST00107350,Newcastle,PC8833,South West,Suburban
CUST00203414,Leeds,PC5605,Midlands,Rural
CUST00057783,London,PC2657,South East,Coastal
CUST00013405,Bristol,PC8274,Scotland,Urban
CUST00151320,Glasgow,PC7803,North West,Rural
CUST00025980,Newcastle,PC8759,Scotland,Urban
CUST00209932,London,PC6922,North East,Suburban
CUST00181173,London,PC9196,Midlands,Urban
CUST00209185,Leeds,PC4959,North East,Rural
CUST00088587,Sheffield,PC6169,North West,Coastal
CUST00078164,Liverpool,PC7210,Yorkshire,Urban
CUST00149229,Birmingham,PC9531,Scotland,Urban
CUST00128942,Newcastle,PC8384,North West,Coastal
CUST00107945,London,PC1297,North West,Coastal
CUST00136331,Bristol,PC8632,Scotland,Coastal
CUST00006336,Birmingham,PC9970,Midlands,Coastal
CUST00211242,Southampton,PC7400,Scotland,Urban
CUST00155462,Glasgow,PC4532,North East,Urban
CUST00207256,Southampton,PC5840,South East,Urban
CUST00118270,Bristol,PC6010,Yorkshire,Rural
CUST00110582,Liverpool,PC5011,Yorkshire,Rural
CUST00262559,Bristol,PC2384,Midlands,Urban
CUST00121084,Southampton,PC4192,Yorkshire,Suburban
CUST00188746,Glasgow,PC9140,Midlands,Rural
CUST00254798,Newcastle,PC9728,Yorkshire,Suburban
CUST00008473,Newcastle,PC9713,Wales,Coastal
CUST00181332,Sheffield,PC6651,South East,Suburban
CUST00151851,Liverpool,PC9754,Wales,Rural
CUST00025885,Birmingham,PC1800,North West,Suburban
CUST00131047,Liverpool,PC1473,Scotland,Coastal
CUST00255989,Bristol,PC7062,South West,Suburban
CUST00153143,London,PC3660,North East,Coastal
CUST00172535,Southampton,PC6602,South East,Coastal
CUST00220176,London,PC1660,Wales,Suburban
CUST00250026,Bristol,PC3256,Midlands,Rural
CUST00055145,Glasgow,PC7639,North West,Urban
CUST00012357,Leeds,PC5933,North East,Rural
CUST00056342,London,PC5846,London,Suburban
CUST00108199,Southampton,PC8468,South East,Suburban
CUST00070675,Glasgow,PC9581,London,Coastal
CUST00146164,Southampton,PC1504,North East,Suburban
CUST00156345,Southampton,PC1460,South East,Rural
CUST00182792,London,PC9703,London,Rural
CUST00244044,Bristol,PC8420,South East,Suburban
CUST00255960,Leeds,PC4627,Midlands,Urban
CUST00098862,Newcastle,PC6771,South East,Urban
CUST00220123,Glasgow,PC7681,North East,Coastal
CUST00199026,Liverpool,PC1805,Wales,Urban
CUST00041122,Glasgow,PC6876,Wales,Suburban
CUST00058869,Southampton,PC1003,Midlands,Rural
CUST00177305,Newcastle,PC7148,London,Rural
CUST00074674,Manchester,PC6691,London,Rural
CUST00259836,Glasgow,PC9583,North West,Coastal
CUST00075816,Glasgow,PC1771,North West,Urban
CUST00027893,Liverpool,PC6332,Wales,Urban
CUST00222256,Southampton,PC5954,Midlands,Rural
CUST00080765,Southampton,PC4546,London,Rural
CUST00022159,Glasgow,PC5956,North West,Suburban
CUST00120932,Sheffield,PC7282,London,Suburban
CUST00234670,London,PC9298,Wales,Suburban
CUST00031752,Bristol,PC4350,Midlands,Suburban
CUST00069310,Bristol,PC4430,Scotland,Urban
CUST00131591,Glasgow,PC1572,Scotland,Urban
CUST00137992,Sheffield,PC7276,Midlands,Coastal
CUST00030922,Leeds,PC5848,North East,Suburban
CUST00173755,Leeds,PC6001,Midlands,Rural
CUST00057131,London,PC6233,Yorkshire,Coastal
CUST00171333,Leeds,PC8469,Midlands,Coastal
CUST00242227,Liverpool,PC6054,Scotland,Coastal
CUST00259008,Bristol,PC5182,North West,Urban
CUST00019817,London,PC8359,South East,Suburban
CUST00045341,Southampton,PC3029,South East,Rural
CUST00079613,Glasgow,PC5878,South East,Suburban
CUST00193258,Newcastle,PC2620,South East,Coastal
CUST00106924,Bristol,PC1496,London,Suburban
CUST00146407,Leeds,PC5495,London,Urban
CUST00141065,Glasgow,PC4686,Wales,Suburban
CUST00162268,Manchester,PC1252,Scotland,Rural
CUST00142393,Bristol,PC2836,North East,Suburban
CUST00103095,Birmingham,PC7954,London,Rural
CUST00197297,Southampton,PC1922,Scotland,Urban
CUST00208006,Southampton,PC5655,Scotland,Coastal
CUST00116783,London,PC3518,North East,Rural
CUST00251991,Bristol,PC9172,Scotland,Rural
CUST00138261,Liverpool,PC9557,South East,Suburban
CUST00041385,Liverpool,PC5535,Wales,Coastal
CUST00240320,Manchester,PC1424,South East,Rural
CUST00171486,Bristol,PC8421,North East,Urban
CUST00252484,Birmingham,PC6062,South West,Coastal
CUST00205395,Southampton,PC9169,Wales,Rural
CUST00170911,Liverpool,PC3514,North East,Suburban
CUST00062080,Southampton,PC7483,North West,Suburban
CUST00187082,Sheffield,PC4568,Yorkshire,Rural
CUST00026081,Manchester,PC5353,South East,Rural
CUST00200966,Southampton,PC4008,North East,Rural
CUST00119849,Sheffield,PC2250,London,Urban
CUST00200065,Liverpool,PC2197,Midlands,Rural
CUST00127110,Sheffield,PC1917,Midlands,Coastal
CUST00209373,Sheffield,PC8540,Scotland,Rural
CUST00004325,Glasgow,PC8513,North East,Suburban
CUST00113303,Southampton,PC1389,North East,Rural
CUST00032512,Liverpool,PC7644,Midlands,Rural
CUST00079787,Liverpool,PC2707,Midlands,Coastal
CUST00126520,London,PC9677,Wales,Rural
CUST00009619,Glasgow,PC3082,Midlands,Suburban
CUST00131801,Bristol,PC5355,South East,Rural
CUST00088474,Leeds,PC1933,Yorkshire,Suburban
CUST00056675,Liverpool,PC5226,South East,Coastal
CUST00110508,Leeds,PC4042,Wales,Rural
CUST00218176,Newcastle,PC1590,South West,Rural
CUST00013063,Liverpool,PC4459,South East,Rural
CUST00082406,Glasgow,PC4043,South East,Suburban
CUST00238212,Leeds,PC8379,London,Coastal
CUST00120397,London,PC6183,Scotland,Urban
CUST00035476,London,PC2759,Midlands,Coastal
CUST00173394,Sheffield,PC1589,South East,Suburban
CUST00209652,London,PC5982,North East,Urban
CUST00176383,Glasgow,PC3248,North West,Suburban
CUST00217619,Birmingham,PC5786,Midlands,Coastal
CUST00253405,Liverpool,PC7633,Midlands,Urban
CUST00089582,Leeds,PC1596,Wales,Urban
CUST00224726,Southampton,PC9210,Yorkshire,Suburban
CUST00212052,Leeds,PC5440,Scotland,Coastal
CUST00240043,Glasgow,PC7601,Yorkshire,Suburban
CUST00108548,Sheffield,PC6110,Midlands,Rural
CUST00217386,Southampton,PC4507,Midlands,Suburban
CUST00237407,Glasgow,PC9293,Scotland,Suburban
CUST00174624,Liverpool,PC4728,Yorkshire,Coastal
CUST00039894,Newcastle,PC8937,South East,Urban
CUST00077279,Leeds,PC4598,Midlands,Suburban
CUST00199698,Sheffield,PC7917,North West,Urban
CUST00114937,Birmingham,PC5737,South East,Urban
CUST00122888,Southampton,PC9339,Scotland,Suburban
CUST00075561,Manchester,PC9892,Midlands,Suburban
CUST00038241,Glasgow,PC7040,South East,Rural
CUST00267232,Sheffield,PC4189,North West,Urban
CUST00151266,Birmingham,PC6031,South East,Coastal
CUST00070734,London,PC1461,London,Suburban
CUST00035777,Southampton,PC9493,London,Suburban
CUST00222299,Southampton,PC4467,Midlands,Suburban
CUST00179899,London,PC8897,Scotland,Urban
CUST00065287,Manchester,PC2963,Wales,Rural
CUST00173062,Liverpool,PC2202,Midlands,Rural
CUST00086790,Leeds,PC6254,London,Coastal
CUST00104819,Liverpool,PC4777,North West,Suburban
CUST00118343,Sheffield,PC4959,London,Coastal
CUST00163892,Bristol,PC7833,Midlands,Rural
CUST00270335,Liverpool,PC3688,Midlands,Suburban
CUST00175073,Southampton,PC9798,London,Coastal
CUST00034766,Leeds,PC1115,Midlands,Suburban
CUST00188298,Bristol,PC7976,South West,Suburban
CUST00220383,Southampton,PC7389,South West,Suburban
CUST00188678,Glasgow,PC3656,Midlands,Rural
CUST00099889,Sheffield,PC9274,South East,Coastal
CUST00155015,Birmingham,PC1668,North East,Urban
CUST00175097,Manchester,PC1900,South East,Urban
CUST00164501,London,PC2784,South West,Rural
CUST00171180,Sheffield,PC3518,Midlands,Suburban
CUST00127140,Sheffield,PC1265,Midlands,Coastal
CUST00026622,Southampton,PC7232,Yorkshire,Coastal
CUST00045896,Newcastle,PC9844,South West,Coastal
CUST00254286,Birmingham,PC2210,Wales,Urban
CUST00059833,Bristol,PC3209,Scotland,Rural
CUST00106314,Sheffield,PC3876,North West,Coastal
CUST00003446,Newcastle,PC2973,South East,Suburban
CUST00259299,Birmingham,PC8114,South West,Suburban
CUST00111550,Glasgow,PC9443,Scotland,Rural
CUST00021805,Southampton,PC3330,North West,Urban
CUST00064799,Newcastle,PC4182,South East,Rural
CUST00227584,Bristol,PC6641,South West,Urban
CUST00144917,Glasgow,PC4173,South East,Rural
CUST00163420,Manchester,PC4535,North West,Coastal
CUST00219463,Sheffield,PC1163,North East,Coastal
CUST00221998,Southampton,PC5612,Midlands,Suburban
CUST00079671,Newcastle,PC8924,South East,Urban
CUST00243164,Newcastle,PC4290,South East,Coastal
CUST00022393,London,PC2974,Wales,Coastal
CUST00206265,Manchester,PC2897,North West,Coastal
CUST00182286,Liverpool,PC7967,South East,Rural
CUST00029078,Birmingham,PC7124,South West,Rural
CUST00136474,London,PC2872,Midlands,Suburban
CUST00233182,Southampton,PC9818,North West,Urban
CUST00197460,Glasgow,PC4260,Yorkshire,Coastal
CUST00033696,Manchester,PC9040,North West,Rural
CUST00026126,Leeds,PC5869,North East,Coastal
CUST00179410,Southampton,PC5841,London,Urban
