customer_id,visit_date,visit_status,customer_feedback
CUST00088,2024-10-09,Completed,Average
CUST00088,2025-09-28,Completed,Good
CUST00090,2026-05-17,Completed,Excellent
CUST00092,2025-11-30,Completed,Average
CUST00093,2025-10-23,Parts Required,Average
CUST00094,2026-05-10,Completed,Excellent
CUST00094,2025-11-29,Parts Required,Poor
CUST00095,2025-07-17,Completed,Excellent
CUST00095,2025-08-07,Completed,Good
CUST00095,2026-07-06,Parts Required,Poor
CUST00096,2023-05-10,Completed,Excellent
CUST00096,2025-09-16,Completed,Good
CUST00096,2025-04-21,Completed,Poor
CUST00098,2023-11-29,Completed,Excellent
CUST00101,2026-07-15,Completed,Excellent
CUST00101,2024-09-24,Completed,Good
CUST00101,2026-08-01,Completed,Poor
CUST00103,2018-02-15,Completed,Good
CUST00103,2025-11-05,Completed,Good
CUST00103,2026-03-14,Completed,Good
CUST00103,2025-12-27,Parts Required,Good
CUST00105,2024-02-16,Completed,Average
CUST00105,2024-10-11,Completed,Average
CUST00105,2025-08-06,Parts Required,Poor
CUST00109,2026-01-10,Completed,Average
CUST00110,2022-11-12,Completed,Excellent
CUST00110,2025-12-13,Completed,Average
CUST00110,2026-07-15,Completed,Average
CUST00110,2025-11-18,Completed,Average
CUST00111,2022-11-08,Completed,Good
CUST00112,2024-07-23,Completed,Good
CUST00112,2025-06-21,Completed,Poor
CUST00112,2025-10-10,Parts Required,Average
CUST00113,2026-03-07,Completed,Average
CUST00114,2026-01-30,Parts Required,Poor
CUST00115,2024-06-17,Completed,Average
CUST00115,2026-05-06,Completed,Average
CUST00116,2023-08-03,Completed,Average
CUST00116,2025-10-19,Completed,Poor
CUST00118,2026-05-24,Parts Required,Average
CUST00119,2026-07-25,Parts Required,Poor
CUST00120,2025-08-28,Completed,Good
CUST00122,2026-04-02,Completed,Excellent
CUST00122,2024-11-18,Completed,Good
CUST00122,2025-10-20,Parts Required,Average
CUST00124,2026-05-10,Completed,Good
CUST00124,2024-12-26,Completed,Poor
CUST00124,2026-05-12,Completed,Good
CUST00125,2025-12-30,Parts Required,Average
CUST00127,2022-01-12,Completed,Excellent
CUST00127,2025-03-16,Completed,Good
CUST00129,2025-05-21,Completed,Good
CUST00129,2025-10-08,Completed,Good
CUST00129,2025-08-20,Completed,Poor
CUST00130,2020-07-13,Completed,Excellent
CUST00130,2025-08-20,Parts Required,Good
CUST00131,2026-06-19,Parts Required,Average
CUST00133,2020-02-19,Completed,Average
CUST00134,2026-06-20,Parts Required,Good
CUST00135,2024-04-02,Completed,Average
CUST00135,2025-11-29,Completed,Average
CUST00139,2026-06-24,Completed,Average
CUST00141,2024-10-02,Completed,Excellent
CUST00141,2025-11-01,Completed,Poor
CUST00141,2025-03-28,Completed,Good
CUST00142,2026-02-11,Completed,Good
CUST00144,2026-03-09,Parts Required,Good
CUST00145,2026-05-18,Completed,Good
CUST00146,2021-09-10,Completed,Excellent
CUST00146,2025-07-29,Completed,Poor
CUST00147,2026-07-23,Completed,Average
CUST00147,2025-01-25,Completed,Average
CUST00147,2024-08-24,Completed,Good
CUST00147,2026-06-07,Completed,Good
CUST00148,2025-03-21,Completed,Average
CUST00148,2024-08-05,Completed,Average
CUST00149,2025-10-02,Completed,Good
CUST00150,2023-01-13,Completed,Average
CUST00150,2025-02-24,Completed,Poor
CUST00150,2025-03-25,Completed,Average
CUST00151,2021-03-16,Completed,Excellent
CUST00152,2026-04-09,Completed,Poor
CUST00155,2026-06-23,Completed,Average
CUST00156,2026-04-08,Parts Required,Average
CUST00157,2024-08-03,Completed,Good
CUST00157,2025-08-06,Completed,Good
CUST00157,2024-11-08,Completed,Average
CUST00157,2026-04-14,Parts Required,Good
CUST00159,2026-01-26,Completed,Good
CUST00159,2026-01-03,Completed,Average
CUST00160,2024-02-12,Completed,Average
CUST00160,2026-06-28,Completed,Poor
CUST00161,2025-11-23,Completed,Good
CUST00162,2025-09-21,Completed,Excellent
CUST00162,2025-06-24,Completed,Poor
CUST00162,2024-12-21,Completed,Good
CUST00163,2025-06-08,Completed,Good
CUST00163,2025-08-21,Completed,Poor
CUST00163,2026-07-09,Completed,Poor
CUST00164,2026-08-01,Completed,Average
CUST00164,2026-01-20,Completed,Average
CUST00166,2026-02-07,Completed,Average
CUST00167,2026-07-31,Completed,Good
CUST00167,2025-12-17,Completed,Poor
CUST00168,2026-01-12,Completed,Good
CUST00168,2025-02-10,Completed,Good
CUST00171,2026-03-09,Completed,Good
CUST00171,2024-08-26,Completed,Average
CUST00171,2025-09-19,Parts Required,Average
CUST00172,2020-06-03,Completed,Excellent
CUST00173,2026-05-27,Parts Required,Poor
CUST00174,2018-08-09,Completed,Excellent
CUST00174,2025-03-07,Completed,Good
CUST00174,2025-08-21,Completed,Poor
CUST00174,2025-08-29,Completed,Poor
CUST00175,2024-12-12,Completed,Average
CUST00175,2025-11-12,Completed,Average
CUST00176,2025-06-04,Completed,Good
CUST00176,2026-03-06,Completed,Average
CUST00176,2025-12-22,Completed,Poor
CUST00177,2023-02-28,Completed,Good
CUST00177,2025-10-29,Completed,Poor
CUST00179,2026-02-27,Completed,Excellent
CUST00179,2025-08-12,Completed,Poor
CUST00179,2025-10-17,Completed,Poor
CUST00180,2023-06-18,Completed,Average
CUST00180,2025-07-08,Completed,Poor
CUST00180,2026-06-09,Completed,Poor
CUST00180,2025-11-12,Parts Required,Good
CUST00182,2024-12-09,Completed,Average
CUST00182,2025-12-04,Completed,Poor
CUST00182,2026-01-18,Completed,Average
CUST00183,2019-03-21,Completed,Average
CUST00184,2020-02-08,Completed,Good
CUST00184,2026-02-04,Parts Required,Good
CUST00185,2026-07-17,Completed,Excellent
CUST00187,2024-02-08,Completed,Excellent
CUST00187,2026-01-25,Completed,Poor
CUST00187,2026-06-17,Completed,Poor
CUST00188,2019-08-13,Completed,Average
CUST00188,2025-09-19,Parts Required,Poor
CUST00189,2025-12-26,Completed,Good
CUST00191,2026-02-19,Completed,Average
CUST00192,2026-05-15,Parts Required,Good
CUST00193,2026-03-15,Parts Required,Good
CUST00197,2019-01-15,Completed,Average
CUST00199,2025-09-18,Completed,Excellent
CUST00199,2024-08-17,Completed,Good
CUST00199,2026-06-28,Completed,Poor
CUST00200,2022-08-13,Completed,Excellent
CUST00200,2025-11-12,Completed,Poor
CUST00201,2025-10-06,Parts Required,Average
CUST00202,2026-07-02,Completed,Excellent
CUST00202,2025-10-29,Completed,Average
CUST00202,2024-09-18,Completed,Poor
CUST00202,2025-09-29,Completed,Poor
CUST00204,2026-06-16,Completed,Good
CUST00205,2026-03-03,Completed,Excellent
CUST00205,2025-12-06,Parts Required,Poor
CUST00206,2025-10-28,Completed,Average
CUST00206,2025-07-28,Completed,Poor
CUST00206,2026-06-17,Completed,Good
CUST00207,2025-05-04,Completed,Excellent
CUST00207,2026-01-24,Completed,Average
CUST00207,2024-11-17,Completed,Average
CUST00208,2025-07-23,Completed,Excellent
CUST00208,2025-05-08,Completed,Good
CUST00208,2024-12-08,Completed,Poor
CUST00209,2025-08-24,Completed,Average
CUST00210,2024-04-26,Completed,Average
CUST00210,2025-03-03,Completed,Good
CUST00210,2025-05-11,Completed,Poor
CUST00210,2026-01-13,Parts Required,Good
CUST00211,2025-07-25,Completed,Excellent
CUST00211,2025-12-11,Completed,Average
CUST00212,2026-07-24,Completed,Average
CUST00213,2025-12-20,Parts Required,Average
CUST00214,2025-08-22,Parts Required,Good
CUST00215,2021-10-10,Completed,Average
CUST00215,2025-03-17,Completed,Average
CUST00215,2025-11-25,Parts Required,Good
CUST00217,2025-10-24,Completed,Excellent
CUST00217,2025-09-19,Completed,Good
CUST00218,2026-05-02,Completed,Average
CUST00218,2025-12-13,Completed,Poor
CUST00218,2026-08-02,Completed,Good
CUST00219,2026-03-28,Completed,Good
CUST00219,2024-10-02,Completed,Good
CUST00220,2026-07-04,Completed,Good
CUST00220,2026-02-19,Completed,Good
CUST00224,2025-10-18,Completed,Average
CUST00225,2026-03-03,Completed,Excellent
CUST00225,2026-03-22,Completed,Average
CUST00226,2026-04-04,Parts Required,Average
CUST00227,2025-10-14,Completed,Good
CUST00229,2026-05-27,Completed,Average
CUST00230,2025-09-09,Completed,Poor
CUST00231,2026-03-24,Parts Required,Good
CUST00232,2021-11-15,Completed,Excellent
CUST00232,2026-03-11,Completed,Poor
CUST00232,2024-12-11,Completed,Good
CUST00232,2026-03-03,Completed,Poor
CUST00234,2024-03-10,Completed,Good
CUST00234,2025-04-11,Completed,Poor
CUST00234,2026-07-08,Completed,Good
CUST00235,2024-02-15,Completed,Good
CUST00235,2025-04-06,Completed,Poor
CUST00235,2026-05-08,Completed,Poor
CUST00235,2026-06-28,Completed,Good
CUST00236,2025-11-07,Completed,Excellent
CUST00236,2026-01-18,Completed,Average
CUST00237,2025-01-19,Completed,Excellent
CUST00237,2026-04-17,Completed,Good
CUST00238,2024-05-12,Completed,Average
CUST00238,2025-11-28,Parts Required,Good
CUST00240,2025-11-17,Completed,Poor
CUST00241,2023-01-01,Completed,Average
CUST00241,2026-01-18,Completed,Average
CUST00241,2026-05-02,Parts Required,Good
CUST00242,2021-04-17,Completed,Excellent
CUST00242,2026-04-28,Completed,Good
CUST00243,2026-01-21,Completed,Average
CUST00243,2025-12-22,Completed,Poor
CUST00245,2025-09-10,Completed,Good
CUST00246,2025-01-01,Completed,Good
CUST00246,2025-09-23,Completed,Good
CUST00250,2026-03-17,Parts Required,Good
CUST00251,2024-07-20,Completed,Average
CUST00251,2025-05-04,Completed,Poor
CUST00254,2026-04-13,Completed,Excellent
CUST00256,2026-06-19,Completed,Poor
CUST00257,2025-09-28,Parts Required,Poor
CUST00258,2019-01-19,Completed,Good
CUST00259,2025-08-09,Completed,Average
CUST00260,2025-09-26,Parts Required,Poor
CUST00261,2023-11-30,Completed,Average
CUST00261,2026-02-21,Parts Required,Poor
CUST00262,2021-05-18,Completed,Good
CUST00263,2020-03-04,Completed,Good
CUST00263,2025-11-21,Completed,Good
CUST00264,2026-03-05,Completed,Good
CUST00264,2025-05-20,Completed,Good
CUST00264,2026-03-31,Completed,Good
CUST00264,2026-02-08,Completed,Poor
CUST00265,2026-01-11,Completed,Average
CUST00266,2026-07-18,Completed,Good
CUST00266,2025-04-25,Completed,Average
CUST00266,2026-07-20,Completed,Good
CUST00268,2026-07-23,Parts Required,Good
CUST00269,2025-10-06,Parts Required,Average
CUST00270,2021-07-05,Completed,Good
CUST00271,2021-05-17,Completed,Excellent
CUST00271,2024-10-22,Completed,Poor
CUST00271,2025-01-20,Completed,Poor
CUST00273,2018-01-29,Completed,Average
CUST00273,2025-10-03,Parts Required,Good
CUST00274,2024-12-19,Completed,Good
CUST00274,2025-08-29,Completed,Good
CUST00274,2025-10-28,Completed,Good
CUST00275,2026-07-01,Completed,Good
CUST00275,2026-06-22,Completed,Good
CUST00276,2023-02-24,Completed,Excellent
CUST00276,2024-12-28,Completed,Average
CUST00277,2022-01-26,Completed,Good
CUST00277,2026-04-13,Completed,Average
CUST00278,2026-07-18,Parts Required,Poor
CUST00279,2026-03-08,Parts Required,Good
CUST00280,2023-04-15,Completed,Excellent
CUST00280,2026-03-30,Parts Required,Good
CUST00282,2025-08-22,Completed,Excellent
CUST00282,2026-01-21,Completed,Average
CUST00282,2026-05-11,Completed,Good
CUST00283,2026-02-24,Completed,Poor
CUST00284,2026-01-20,Completed,Good
CUST00284,2026-05-23,Completed,Good
CUST00284,2026-02-26,Completed,Good
CUST00285,2026-04-10,Completed,Average
CUST00285,2026-02-08,Completed,Good
CUST00285,2026-03-06,Parts Required,Average
CUST00286,2025-08-03,Completed,Excellent
CUST00286,2026-01-31,Completed,Poor
CUST00286,2026-03-14,Completed,Good
CUST00286,2026-06-11,Completed,Average
CUST00287,2025-04-15,Completed,Average
CUST00287,2025-09-17,Completed,Poor
CUST00288,2026-01-13,Parts Required,Poor
CUST00289,2023-08-27,Completed,Good
CUST00290,2024-06-27,Completed,Good
CUST00290,2025-07-27,Completed,Poor
CUST00290,2026-07-16,Completed,Poor
CUST00292,2025-03-19,Completed,Average
CUST00292,2024-10-02,Completed,Poor
CUST00292,2025-09-18,Parts Required,Poor
CUST00293,2026-06-18,Parts Required,Average
CUST00295,2025-09-23,Parts Required,Average
CUST00296,2022-05-19,Completed,Good
CUST00296,2026-07-22,Completed,Poor
CUST00296,2024-08-17,Completed,Average
CUST00297,2026-02-06,Parts Required,Good
CUST00298,2025-04-05,Completed,Excellent
CUST00298,2025-05-01,Completed,Average
CUST00298,2025-04-03,Completed,Good
CUST00298,2026-04-29,Completed,Poor
CUST00299,2025-12-22,Parts Required,Good
CUST00300,2025-09-26,Completed,Poor
CUST00301,2025-08-11,Completed,Excellent
CUST00301,2026-06-17,Completed,Good
CUST00303,2025-10-11,Completed,Excellent
CUST00303,2025-07-13,Completed,Average
CUST00303,2026-07-15,Parts Required,Good
CUST00305,2022-03-12,Completed,Average
CUST00305,2025-11-11,Completed,Good
CUST00305,2025-09-14,Completed,Good
CUST00306,2026-05-27,Parts Required,Good
CUST00307,2025-12-14,Completed,Average
CUST00308,2024-12-20,Completed,Excellent
CUST00308,2024-12-15,Completed,Poor
CUST00308,2026-02-06,Completed,Poor
CUST00308,2025-11-30,Parts Required,Average
CUST00309,2025-08-15,Parts Required,Poor
CUST00310,2022-04-29,Completed,Average
CUST00310,2026-03-05,Completed,Good
CUST00310,2026-06-16,Completed,Good
CUST00311,2025-09-19,Completed,Average
CUST00312,2023-09-27,Completed,Excellent
CUST00312,2025-01-23,Completed,Good
CUST00312,2024-11-11,Completed,Poor
CUST00312,2026-07-02,Completed,Good
CUST00313,2025-10-22,Completed,Excellent
CUST00313,2026-01-25,Completed,Average
CUST00313,2024-11-22,Completed,Average
CUST00315,2026-04-28,Parts Required,Good
CUST00316,2025-10-30,Completed,Poor
CUST00317,2025-12-01,Completed,Average
CUST00318,2025-07-12,Completed,Good
CUST00319,2025-11-30,Completed,Excellent
CUST00319,2024-11-09,Completed,Good
CUST00320,2021-02-21,Completed,Excellent
CUST00320,2025-10-24,Parts Required,Poor
CUST00321,2025-04-25,Completed,Average
CUST00321,2024-11-13,Completed,Good
CUST00322,2025-09-03,Completed,Poor
CUST00326,2025-04-16,Completed,Average
CUST00326,2025-06-29,Completed,Average
CUST00326,2026-01-22,Completed,Good
CUST00326,2026-05-27,Completed,Average
CUST00327,2023-06-09,Completed,Excellent
CUST00327,2026-04-04,Completed,Good
CUST00327,2024-10-29,Completed,Good
CUST00327,2025-09-03,Completed,Average
CUST00328,2025-08-11,Parts Required,Good
CUST00330,2026-03-19,Completed,Average
CUST00330,2026-03-28,Completed,Poor
CUST00330,2025-08-15,Completed,Good
CUST00332,2026-05-25,Completed,Average
CUST00333,2026-01-24,Completed,Excellent
CUST00334,2026-01-17,Completed,Average
CUST00334,2025-07-04,Completed,Average
CUST00335,2021-12-16,Completed,Good
CUST00335,2024-09-06,Completed,Good
CUST00336,2025-10-19,Parts Required,Good
CUST00337,2025-03-20,Completed,Excellent
CUST00337,2025-09-14,Parts Required,Poor
CUST00338,2025-08-16,Completed,Average
CUST00339,2026-06-07,Completed,Good
CUST00340,2026-03-23,Completed,Excellent
CUST00340,2025-12-29,Completed,Good
CUST00340,2025-09-06,Completed,Poor
CUST00340,2026-03-22,Parts Required,Average
CUST00341,2026-04-23,Completed,Good
CUST00341,2024-09-19,Completed,Average
CUST00341,2026-02-02,Completed,Poor
CUST00342,2025-09-19,Parts Required,Good
CUST00343,2025-09-25,Completed,Excellent
CUST00343,2026-07-22,Parts Required,Poor
CUST00344,2024-10-05,Completed,Good
CUST00345,2025-11-10,Parts Required,Average
CUST00346,2025-08-20,Parts Required,Poor
CUST00347,2022-06-12,Completed,Average
CUST00347,2024-09-24,Completed,Poor
CUST00347,2025-03-26,Completed,Good
CUST00347,2026-04-20,Parts Required,Average
CUST00349,2026-07-29,Completed,Good
CUST00349,2025-08-07,Parts Required,Poor
CUST00350,2026-07-05,Completed,Excellent
CUST00350,2026-03-13,Completed,Average
CUST00353,2026-05-13,Completed,Average
CUST00353,2024-10-17,Completed,Good
CUST00357,2021-07-12,Completed,Good
CUST00357,2026-04-03,Completed,Good
CUST00359,2024-05-09,Completed,Excellent
CUST00360,2026-01-25,Completed,Good
CUST00360,2024-11-08,Completed,Average
CUST00360,2026-07-27,Completed,Average
CUST00362,2022-09-16,Completed,Good
CUST00362,2026-03-25,Completed,Good
CUST00363,2025-10-22,Completed,Good
CUST00364,2026-03-20,Parts Required,Average
CUST00365,2026-07-19,Completed,Poor
CUST00367,2025-01-01,Completed,Average
CUST00369,2021-08-20,Completed,Average
CUST00370,2024-07-23,Completed,Average
CUST00370,2025-10-20,Completed,Good
CUST00371,2025-10-14,Completed,Good
CUST00372,2024-04-08,Completed,Excellent
CUST00374,2024-02-02,Completed,Excellent
CUST00374,2026-01-06,Completed,Poor
CUST00374,2025-12-18,Completed,Good
CUST00376,2025-10-16,Completed,Excellent
CUST00376,2024-08-26,Completed,Average
CUST00376,2024-10-13,Completed,Average
CUST00377,2023-10-12,Completed,Average
CUST00377,2024-11-25,Completed,Poor
CUST00377,2026-06-28,Completed,Good
CUST00378,2025-03-12,Completed,Average
CUST00379,2026-05-20,Completed,Average
CUST00380,2026-08-04,Completed,Good
CUST00381,2025-11-19,Completed,Good
CUST00382,2026-03-17,Parts Required,Good
CUST00384,2025-12-17,Completed,Good
CUST00385,2021-01-24,Completed,Excellent
CUST00385,2025-12-18,Completed,Good
CUST00386,2025-10-13,Completed,Average
CUST00386,2025-10-05,Parts Required,Poor
CUST00387,2021-07-23,Completed,Excellent
CUST00387,2026-05-30,Completed,Average
CUST00388,2026-02-14,Completed,Good
CUST00389,2026-06-03,Completed,Poor
CUST00391,2026-05-13,Completed,Poor
CUST00394,2021-02-13,Completed,Excellent
CUST00394,2025-11-23,Completed,Poor
CUST00394,2025-11-05,Completed,Good
CUST00396,2026-02-16,Parts Required,Good
CUST00397,2026-03-13,Completed,Average
CUST00398,2025-08-30,Completed,Poor
CUST00399,2025-09-11,Parts Required,Good
CUST00400,2024-01-08,Completed,Average
CUST00400,2026-05-02,Completed,Poor
CUST00400,2026-03-16,Completed,Good
CUST00401,2026-05-27,Parts Required,Good
CUST00403,2025-08-09,Parts Required,Good
CUST00404,2023-08-28,Completed,Good
CUST00404,2025-09-18,Completed,Average
CUST00405,2023-05-12,Completed,Good
CUST00405,2025-01-19,Completed,Good
CUST00405,2026-02-10,Completed,Good
CUST00406,2025-10-17,Parts Required,Good
CUST00408,2025-11-21,Parts Required,Good
CUST00409,2026-04-13,Completed,Average
CUST00409,2024-12-15,Completed,Average
CUST00410,2024-03-15,Completed,Average
CUST00410,2026-07-05,Completed,Poor
CUST00410,2026-03-12,Completed,Poor
CUST00410,2026-02-28,Completed,Poor
CUST00413,2026-08-01,Completed,Excellent
CUST00413,2024-08-07,Completed,Average
CUST00415,2026-05-12,Completed,Average
CUST00416,2025-09-11,Completed,Average
CUST00418,2026-07-28,Completed,Poor
CUST00419,2025-10-26,Parts Required,Average
CUST00420,2024-11-05,Completed,Average
CUST00420,2026-07-19,Completed,Average
CUST00420,2025-08-30,Completed,Average
CUST00421,2025-11-11,Completed,Excellent
CUST00421,2026-05-27,Completed,Good
CUST00421,2026-02-04,Completed,Good
CUST00421,2026-02-04,Parts Required,Poor
CUST00422,2026-07-02,Completed,Average
CUST00422,2025-05-15,Completed,Average
CUST00423,2023-08-23,Completed,Average
CUST00423,2026-01-28,Completed,Average
CUST00424,2024-12-08,Completed,Good
CUST00424,2025-11-04,Completed,Good
CUST00424,2025-10-14,Parts Required,Poor
CUST00425,2019-04-09,Completed,Excellent
CUST00425,2025-07-11,Completed,Good
CUST00425,2026-01-09,Completed,Good
CUST00425,2025-09-14,Parts Required,Average
CUST00426,2020-06-21,Completed,Average
CUST00426,2025-10-13,Completed,Poor
CUST00427,2022-11-14,Completed,Average
CUST00427,2026-05-14,Completed,Good
CUST00427,2025-05-06,Completed,Poor
CUST00428,2023-10-11,Completed,Excellent
CUST00428,2025-05-25,Completed,Good
CUST00429,2026-03-07,Completed,Average
CUST00430,2026-01-15,Parts Required,Poor
CUST00431,2025-10-26,Parts Required,Good
CUST00432,2026-02-19,Parts Required,Poor
CUST00434,2019-06-15,Completed,Excellent
CUST00434,2025-01-27,Completed,Poor
CUST00435,2026-01-09,Parts Required,Poor
CUST00436,2025-09-16,Parts Required,Good
CUST00437,2026-05-26,Parts Required,Average
CUST00439,2025-07-12,Completed,Excellent
CUST00439,2025-04-05,Completed,Good
CUST00439,2024-11-08,Completed,Poor
CUST00440,2026-01-31,Parts Required,Poor
CUST00442,2025-09-15,Parts Required,Poor
CUST00443,2020-10-16,Completed,Excellent
CUST00443,2025-09-11,Completed,Poor
CUST00443,2024-11-17,Completed,Good
CUST00444,2024-08-02,Completed,Good
CUST00444,2026-02-12,Completed,Poor
CUST00449,2022-06-19,Completed,Average
CUST00449,2026-03-19,Completed,Average
CUST00449,2025-05-11,Completed,Average
CUST00449,2026-05-04,Parts Required,Average
CUST00450,2023-11-20,Completed,Excellent
CUST00450,2025-03-15,Completed,Poor
CUST00450,2026-03-08,Completed,Poor
CUST00452,2023-01-09,Completed,Excellent
CUST00452,2026-02-15,Completed,Average
CUST00452,2025-08-19,Parts Required,Good
CUST00454,2026-05-15,Completed,Good
CUST00454,2024-10-06,Completed,Poor
CUST00454,2025-04-15,Completed,Good
CUST00455,2024-02-18,Completed,Good
CUST00455,2025-08-22,Completed,Poor
CUST00455,2025-09-17,Parts Required,Average
CUST00456,2025-12-31,Completed,Good
CUST00457,2025-11-22,Parts Required,Average
CUST00459,2026-01-28,Completed,Good
CUST00460,2026-03-25,Completed,Poor
CUST00461,2026-04-25,Completed,Excellent
CUST00461,2026-02-26,Completed,Good
CUST00461,2025-12-03,Parts Required,Average
CUST00462,2023-12-14,Completed,Excellent
CUST00462,2026-04-27,Parts Required,Poor
CUST00464,2026-02-24,Completed,Excellent
CUST00464,2026-06-26,Completed,Good
CUST00465,2019-10-04,Completed,Good
CUST00465,2025-07-14,Completed,Average
CUST00466,2021-11-21,Completed,Good
CUST00466,2025-01-26,Completed,Average
CUST00466,2025-10-08,Completed,Average
CUST00466,2026-01-09,Parts Required,Poor
