customer_id,service_date,service_type,parts_serviced
CUST00112,2025-06-21,Annual Maintenance,"Burner, Heat Exchanger"
CUST00116,2025-10-19,Annual Maintenance,"Burner, Heat Exchanger"
CUST00122,2024-11-18,Annual Maintenance,"Burner, Heat Exchanger"
CUST00124,2024-12-26,Annual Maintenance,"Burner, Heat Exchanger"
CUST00124,2026-05-12,Annual Maintenance,"Burner, Heat Exchanger"
CUST00127,2025-03-16,Annual Maintenance,"Burner, Heat Exchanger"
CUST00129,2025-10-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00129,2025-08-20,Annual Maintenance,"Burner, Heat Exchanger"
CUST00141,2025-11-01,Annual Maintenance,"Burner, Heat Exchanger"
CUST00141,2025-03-28,Annual Maintenance,"Burner, Heat Exchanger"
CUST00146,2025-07-29,Annual Maintenance,"Burner, Heat Exchanger"
CUST00147,2025-01-25,Annual Maintenance,"Burner, Heat Exchanger"
CUST00147,2024-08-24,Annual Maintenance,"Burner, Heat Exchanger"
CUST00148,2024-08-05,Annual Maintenance,"Burner, Heat Exchanger"
CUST00150,2025-02-24,Annual Maintenance,"Burner, Heat Exchanger"
CUST00150,2025-03-25,Annual Maintenance,"Burner, Heat Exchanger"
CUST00157,2025-08-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00157,2024-11-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00159,2026-01-03,Annual Maintenance,"Burner, Heat Exchanger"
CUST00160,2026-06-28,Annual Maintenance,"Burner, Heat Exchanger"
CUST00162,2025-06-24,Annual Maintenance,"Burner, Heat Exchanger"
CUST00162,2024-12-21,Annual Maintenance,"Burner, Heat Exchanger"
CUST00163,2025-08-21,Annual Maintenance,"Burner, Heat Exchanger"
CUST00163,2026-07-09,Annual Maintenance,"Burner, Heat Exchanger"
CUST00164,2026-01-20,Annual Maintenance,"Burner, Heat Exchanger"
CUST00167,2025-12-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00168,2025-02-10,Annual Maintenance,"Burner, Heat Exchanger"
CUST00171,2024-08-26,Annual Maintenance,"Burner, Heat Exchanger"
CUST00174,2025-03-07,Annual Maintenance,"Burner, Heat Exchanger"
CUST00174,2025-08-21,Annual Maintenance,"Burner, Heat Exchanger"
CUST00175,2025-11-12,Annual Maintenance,"Burner, Heat Exchanger"
CUST00176,2026-03-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00177,2025-10-29,Annual Maintenance,"Burner, Heat Exchanger"
CUST00179,2025-08-12,Annual Maintenance,"Burner, Heat Exchanger"
CUST00179,2025-10-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00180,2025-07-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00180,2026-06-09,Annual Maintenance,"Burner, Heat Exchanger"
CUST00182,2025-12-04,Annual Maintenance,"Burner, Heat Exchanger"
CUST00182,2026-01-18,Annual Maintenance,"Burner, Heat Exchanger"
CUST00187,2026-01-25,Annual Maintenance,"Burner, Heat Exchanger"
CUST00199,2024-08-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00202,2025-10-29,Annual Maintenance,"Burner, Heat Exchanger"
CUST00202,2024-09-18,Annual Maintenance,"Burner, Heat Exchanger"
CUST00206,2025-07-28,Annual Maintenance,"Burner, Heat Exchanger"
CUST00206,2026-06-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00207,2026-01-24,Annual Maintenance,"Burner, Heat Exchanger"
CUST00207,2024-11-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00208,2025-05-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00208,2024-12-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00210,2025-03-03,Annual Maintenance,"Burner, Heat Exchanger"
CUST00210,2025-05-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00211,2025-12-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00215,2025-03-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00217,2025-09-19,Annual Maintenance,"Burner, Heat Exchanger"
CUST00218,2025-12-13,Annual Maintenance,"Burner, Heat Exchanger"
CUST00219,2024-10-02,Annual Maintenance,"Burner, Heat Exchanger"
CUST00225,2026-03-22,Annual Maintenance,"Burner, Heat Exchanger"
CUST00232,2026-03-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00232,2024-12-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00234,2025-04-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00235,2025-04-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00235,2026-05-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00236,2026-01-18,Annual Maintenance,"Burner, Heat Exchanger"
CUST00237,2026-04-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00241,2026-01-18,Annual Maintenance,"Burner, Heat Exchanger"
CUST00246,2025-09-23,Annual Maintenance,"Burner, Heat Exchanger"
CUST00251,2025-05-04,Annual Maintenance,"Burner, Heat Exchanger"
CUST00264,2025-05-20,Annual Maintenance,"Burner, Heat Exchanger"
CUST00264,2026-03-31,Annual Maintenance,"Burner, Heat Exchanger"
CUST00266,2025-04-25,Annual Maintenance,"Burner, Heat Exchanger"
CUST00266,2026-07-20,Annual Maintenance,"Burner, Heat Exchanger"
CUST00271,2024-10-22,Annual Maintenance,"Burner, Heat Exchanger"
CUST00271,2025-01-20,Annual Maintenance,"Burner, Heat Exchanger"
CUST00274,2025-08-29,Annual Maintenance,"Burner, Heat Exchanger"
CUST00276,2024-12-28,Annual Maintenance,"Burner, Heat Exchanger"
CUST00277,2026-04-13,Annual Maintenance,"Burner, Heat Exchanger"
CUST00282,2026-01-21,Annual Maintenance,"Burner, Heat Exchanger"
CUST00282,2026-05-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00284,2026-05-23,Annual Maintenance,"Burner, Heat Exchanger"
CUST00285,2026-02-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00286,2026-01-31,Annual Maintenance,"Burner, Heat Exchanger"
CUST00286,2026-03-14,Annual Maintenance,"Burner, Heat Exchanger"
CUST00290,2025-07-27,Annual Maintenance,"Burner, Heat Exchanger"
CUST00290,2026-07-16,Annual Maintenance,"Burner, Heat Exchanger"
CUST00292,2024-10-02,Annual Maintenance,"Burner, Heat Exchanger"
CUST00296,2026-07-22,Annual Maintenance,"Burner, Heat Exchanger"
CUST00296,2024-08-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00298,2025-05-01,Annual Maintenance,"Burner, Heat Exchanger"
CUST00298,2025-04-03,Annual Maintenance,"Burner, Heat Exchanger"
CUST00303,2025-07-13,Annual Maintenance,"Burner, Heat Exchanger"
CUST00305,2025-11-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00305,2025-09-14,Annual Maintenance,"Burner, Heat Exchanger"
CUST00308,2024-12-15,Annual Maintenance,"Burner, Heat Exchanger"
CUST00308,2026-02-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00310,2026-03-05,Annual Maintenance,"Burner, Heat Exchanger"
CUST00312,2025-01-23,Annual Maintenance,"Burner, Heat Exchanger"
CUST00312,2024-11-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00313,2026-01-25,Annual Maintenance,"Burner, Heat Exchanger"
CUST00313,2024-11-22,Annual Maintenance,"Burner, Heat Exchanger"
CUST00319,2024-11-09,Annual Maintenance,"Burner, Heat Exchanger"
CUST00321,2024-11-13,Annual Maintenance,"Burner, Heat Exchanger"
CUST00326,2025-06-29,Annual Maintenance,"Burner, Heat Exchanger"
CUST00326,2026-01-22,Annual Maintenance,"Burner, Heat Exchanger"
CUST00327,2026-04-04,Annual Maintenance,"Burner, Heat Exchanger"
CUST00327,2024-10-29,Annual Maintenance,"Burner, Heat Exchanger"
CUST00330,2026-03-28,Annual Maintenance,"Burner, Heat Exchanger"
CUST00330,2025-08-15,Annual Maintenance,"Burner, Heat Exchanger"
CUST00334,2025-07-04,Annual Maintenance,"Burner, Heat Exchanger"
CUST00335,2024-09-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00340,2025-12-29,Annual Maintenance,"Burner, Heat Exchanger"
CUST00340,2025-09-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00341,2024-09-19,Annual Maintenance,"Burner, Heat Exchanger"
CUST00347,2024-09-24,Annual Maintenance,"Burner, Heat Exchanger"
CUST00347,2025-03-26,Annual Maintenance,"Burner, Heat Exchanger"
CUST00350,2026-03-13,Annual Maintenance,"Burner, Heat Exchanger"
CUST00353,2024-10-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00357,2026-04-03,Annual Maintenance,"Burner, Heat Exchanger"
CUST00360,2024-11-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00374,2026-01-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00376,2024-08-26,Annual Maintenance,"Burner, Heat Exchanger"
CUST00376,2024-10-13,Annual Maintenance,"Burner, Heat Exchanger"
CUST00377,2024-11-25,Annual Maintenance,"Burner, Heat Exchanger"
CUST00387,2026-05-30,Annual Maintenance,"Burner, Heat Exchanger"
CUST00394,2025-11-23,Annual Maintenance,"Burner, Heat Exchanger"
CUST00400,2026-05-02,Annual Maintenance,"Burner, Heat Exchanger"
CUST00404,2025-09-18,Annual Maintenance,"Burner, Heat Exchanger"
CUST00405,2025-01-19,Annual Maintenance,"Burner, Heat Exchanger"
CUST00405,2026-02-10,Annual Maintenance,"Burner, Heat Exchanger"
CUST00409,2024-12-15,Annual Maintenance,"Burner, Heat Exchanger"
CUST00410,2026-07-05,Annual Maintenance,"Burner, Heat Exchanger"
CUST00410,2026-03-12,Annual Maintenance,"Burner, Heat Exchanger"
CUST00413,2024-08-07,Annual Maintenance,"Burner, Heat Exchanger"
CUST00420,2026-07-19,Annual Maintenance,"Burner, Heat Exchanger"
CUST00420,2025-08-30,Annual Maintenance,"Burner, Heat Exchanger"
CUST00421,2026-05-27,Annual Maintenance,"Burner, Heat Exchanger"
CUST00421,2026-02-04,Annual Maintenance,"Burner, Heat Exchanger"
CUST00422,2025-05-15,Annual Maintenance,"Burner, Heat Exchanger"
CUST00423,2026-01-28,Annual Maintenance,"Burner, Heat Exchanger"
CUST00424,2025-11-04,Annual Maintenance,"Burner, Heat Exchanger"
CUST00425,2025-07-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00425,2026-01-09,Annual Maintenance,"Burner, Heat Exchanger"
CUST00427,2026-05-14,Annual Maintenance,"Burner, Heat Exchanger"
CUST00427,2025-05-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00428,2025-05-25,Annual Maintenance,"Burner, Heat Exchanger"
CUST00434,2025-01-27,Annual Maintenance,"Burner, Heat Exchanger"
CUST00439,2025-04-05,Annual Maintenance,"Burner, Heat Exchanger"
CUST00439,2024-11-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00443,2025-09-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00443,2024-11-17,Annual Maintenance,"Burner, Heat Exchanger"
CUST00449,2026-03-19,Annual Maintenance,"Burner, Heat Exchanger"
CUST00449,2025-05-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00450,2025-03-15,Annual Maintenance,"Burner, Heat Exchanger"
CUST00452,2026-02-15,Annual Maintenance,"Burner, Heat Exchanger"
CUST00454,2024-10-06,Annual Maintenance,"Burner, Heat Exchanger"
CUST00454,2025-04-15,Annual Maintenance,"Burner, Heat Exchanger"
CUST00455,2025-08-22,Annual Maintenance,"Burner, Heat Exchanger"
CUST00461,2026-02-26,Annual Maintenance,"Burner, Heat Exchanger"
CUST00465,2025-07-14,Annual Maintenance,"Burner, Heat Exchanger"
CUST00466,2025-01-26,Annual Maintenance,"Burner, Heat Exchanger"
CUST00466,2025-10-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00476,2026-05-31,Annual Maintenance,"Burner, Heat Exchanger"
CUST00476,2024-09-27,Annual Maintenance,"Burner, Heat Exchanger"
CUST00485,2025-08-08,Annual Maintenance,"Burner, Heat Exchanger"
CUST00487,2026-01-13,Annual Maintenance,"Burner, Heat Exchanger"
CUST00487,2025-05-16,Annual Maintenance,"Burner, Heat Exchanger"
CUST00489,2026-01-09,Annual Maintenance,"Burner, Heat Exchanger"
CUST00489,2025-08-20,Annual Maintenance,"Burner, Heat Exchanger"
CUST00497,2025-07-10,Annual Maintenance,"Burner, Heat Exchanger"
CUST00497,2025-09-13,Annual Maintenance,"Burner, Heat Exchanger"
CUST00499,2026-01-11,Annual Maintenance,"Burner, Heat Exchanger"
CUST00499,2024-10-09,Annual Maintenance,"Burner, Heat Exchanger"
CUST00500,2024-11-04,Annual Maintenance,"Burner, Heat Exchanger"
CUST00500,2024-11-23,Annual Maintenance,"Burner, Heat Exchanger"
