job_id,job_registration_datetime,contact_center_agent_id,mode_of_contact
JOB000057,2026-02-17 00:00:00,CCA146,Call
JOB000059,2026-01-04 00:00:00,CCA123,App
JOB000060,2025-10-18 00:00:00,CCA127,App
JOB000061,2026-02-09 00:00:00,CCA109,Call
JOB000063,2025-03-29 00:00:00,CCA136,Call
JOB000064,2026-03-26 00:00:00,CCA122,Call
JOB000065,2026-03-25 00:00:00,CCA128,Visit
JOB000066,2026-02-18 00:00:00,CCA105,Call
JOB000069,2024-09-02 00:00:00,CCA146,App
JOB000070,2026-07-04 00:00:00,CCA123,Email
JOB000071,2026-04-19 00:00:00,CCA136,Call
JOB000072,2025-12-22 00:00:00,CCA118,Visit
JOB000074,2025-05-21 00:00:00,CCA126,Call
JOB000076,2024-11-09 00:00:00,CCA116,App
JOB000077,2026-01-23 00:00:00,CCA144,App
JOB000078,2026-06-30 00:00:00,CCA129,Visit
JOB000080,2025-06-24 00:00:00,CCA107,Email
JOB000081,2025-05-12 00:00:00,CCA133,Visit
JOB000083,2025-05-16 00:00:00,CCA113,Visit
JOB000084,2025-12-26 00:00:00,CCA126,App
JOB000087,2024-07-27 00:00:00,CCA114,App
JOB000088,2025-03-07 00:00:00,CCA142,App
JOB000089,2025-12-15 00:00:00,CCA136,Email
JOB000091,2025-04-28 00:00:00,CCA107,Visit
JOB000092,2025-03-20 00:00:00,CCA115,App
JOB000094,2025-07-11 00:00:00,CCA133,Email
JOB000095,2026-07-09 00:00:00,CCA118,Visit
JOB000097,2025-10-07 00:00:00,CCA119,App
JOB000099,2025-09-07 00:00:00,CCA120,App
JOB000101,2025-01-10 00:00:00,CCA115,Visit
JOB000102,2026-05-12 00:00:00,CCA113,Visit
JOB000104,2026-06-05 00:00:00,CCA139,Email
JOB000106,2025-07-01 00:00:00,CCA102,Visit
JOB000107,2026-02-23 00:00:00,CCA119,Call
JOB000108,2026-01-11 00:00:00,CCA117,App
JOB000110,2026-04-05 00:00:00,CCA121,Visit
JOB000111,2026-01-22 00:00:00,CCA138,App
JOB000113,2025-03-09 00:00:00,CCA134,Call
JOB000114,2024-11-20 00:00:00,CCA143,Call
JOB000115,2026-06-12 00:00:00,CCA149,Call
JOB000117,2026-02-04 00:00:00,CCA112,Call
JOB000118,2026-06-18 00:00:00,CCA145,Visit
JOB000119,2026-01-14 00:00:00,CCA138,Visit
JOB000122,2026-05-12 00:00:00,CCA141,Call
JOB000125,2026-06-19 00:00:00,CCA144,App
JOB000126,2025-06-10 00:00:00,CCA110,Email
JOB000127,2025-09-27 00:00:00,CCA137,Email
JOB000128,2026-06-24 00:00:00,CCA121,Visit
JOB000130,2026-03-19 00:00:00,CCA103,Email
JOB000131,2026-03-24 00:00:00,CCA118,App
JOB000133,2024-10-01 00:00:00,CCA121,Call
JOB000134,2025-09-28 00:00:00,CCA100,Call
JOB000137,2025-10-23 00:00:00,CCA133,Visit
JOB000139,2025-11-28 00:00:00,CCA121,Email
JOB000141,2025-07-26 00:00:00,CCA144,Visit
JOB000142,2026-07-06 00:00:00,CCA147,App
JOB000144,2025-09-02 00:00:00,CCA128,Visit
JOB000145,2025-04-05 00:00:00,CCA102,Call
JOB000148,2024-09-10 00:00:00,CCA129,Visit
JOB000149,2026-07-31 00:00:00,CCA127,Call
JOB000151,2025-10-25 00:00:00,CCA134,Email
JOB000152,2026-02-27 00:00:00,CCA115,Call
JOB000153,2025-12-25 00:00:00,CCA105,App
JOB000155,2024-09-25 00:00:00,CCA133,App
JOB000156,2025-08-05 00:00:00,CCA141,Call
JOB000157,2026-01-09 00:00:00,CCA124,Visit
JOB000159,2025-11-28 00:00:00,CCA127,App
JOB000160,2026-06-27 00:00:00,CCA123,App
JOB000161,2025-11-18 00:00:00,CCA116,Call
JOB000164,2025-06-08 00:00:00,CCA112,Visit
JOB000165,2025-10-09 00:00:00,CCA137,Call
JOB000166,2026-03-07 00:00:00,CCA114,Visit
JOB000167,2026-01-29 00:00:00,CCA121,Call
JOB000169,2026-05-06 00:00:00,CCA131,Email
JOB000171,2025-10-14 00:00:00,CCA136,Call
JOB000172,2026-05-24 00:00:00,CCA125,Call
JOB000173,2026-07-24 00:00:00,CCA140,Email
JOB000176,2024-11-08 00:00:00,CCA120,App
JOB000177,2025-10-20 00:00:00,CCA124,Visit
JOB000179,2024-12-07 00:00:00,CCA117,Visit
JOB000180,2026-04-23 00:00:00,CCA104,App
JOB000181,2025-12-29 00:00:00,CCA136,Call
JOB000183,2025-02-26 00:00:00,CCA129,App
JOB000185,2025-09-27 00:00:00,CCA131,App
JOB000186,2025-08-12 00:00:00,CCA123,Call
JOB000188,2025-08-19 00:00:00,CCA102,Call
JOB000189,2026-06-18 00:00:00,CCA104,Call
JOB000191,2026-06-20 00:00:00,CCA142,Call
JOB000193,2025-11-28 00:00:00,CCA119,App
JOB000194,2026-06-24 00:00:00,CCA112,Call
JOB000196,2025-10-22 00:00:00,CCA102,App
JOB000197,2025-03-13 00:00:00,CCA120,Visit
JOB000198,2026-02-10 00:00:00,CCA120,Visit
JOB000199,2026-03-08 00:00:00,CCA114,Call
JOB000200,2026-05-18 00:00:00,CCA126,Email
JOB000202,2025-07-14 00:00:00,CCA140,App
JOB000204,2025-01-13 00:00:00,CCA132,Call
JOB000205,2024-08-16 00:00:00,CCA119,Visit
JOB000206,2026-06-07 00:00:00,CCA123,App
JOB000208,2024-07-27 00:00:00,CCA117,Email
JOB000209,2025-09-30 00:00:00,CCA121,Email
JOB000211,2025-02-07 00:00:00,CCA133,Email
JOB000212,2025-03-20 00:00:00,CCA104,App
JOB000214,2026-04-09 00:00:00,CCA115,App
JOB000215,2026-06-22 00:00:00,CCA105,Email
JOB000216,2026-04-07 00:00:00,CCA139,App
JOB000218,2025-07-27 00:00:00,CCA116,App
JOB000219,2024-10-20 00:00:00,CCA118,App
JOB000220,2026-04-14 00:00:00,CCA112,Call
JOB000222,2025-12-27 00:00:00,CCA126,Call
JOB000224,2026-06-08 00:00:00,CCA140,Email
JOB000225,2025-11-22 00:00:00,CCA102,Email
JOB000227,2025-06-14 00:00:00,CCA100,Call
JOB000228,2024-12-04 00:00:00,CCA125,Call
JOB000230,2025-08-03 00:00:00,CCA148,Call
JOB000231,2026-06-23 00:00:00,CCA109,Email
JOB000233,2026-01-06 00:00:00,CCA146,App
JOB000236,2025-12-09 00:00:00,CCA140,Visit
JOB000238,2025-02-05 00:00:00,CCA103,Email
JOB000240,2024-08-08 00:00:00,CCA121,Email
JOB000241,2025-09-18 00:00:00,CCA103,Email
JOB000243,2026-05-26 00:00:00,CCA142,App
JOB000245,2025-02-20 00:00:00,CCA143,App
JOB000246,2025-08-01 00:00:00,CCA125,Call
JOB000247,2025-08-28 00:00:00,CCA118,Visit
JOB000249,2025-11-04 00:00:00,CCA130,Visit
JOB000251,2026-02-22 00:00:00,CCA146,Email
JOB000252,2025-12-21 00:00:00,CCA146,App
JOB000254,2025-10-12 00:00:00,CCA141,App
JOB000256,2025-07-27 00:00:00,CCA108,Email
JOB000257,2025-10-12 00:00:00,CCA119,Call
JOB000259,2025-06-26 00:00:00,CCA106,App
JOB000260,2026-05-21 00:00:00,CCA120,Visit
JOB000261,2025-11-11 00:00:00,CCA118,Visit
JOB000263,2025-11-23 00:00:00,CCA131,Email
JOB000264,2026-01-12 00:00:00,CCA121,Visit
JOB000267,2026-02-04 00:00:00,CCA120,Call
JOB000270,2026-01-15 00:00:00,CCA103,Call
JOB000271,2026-06-16 00:00:00,CCA121,App
JOB000273,2025-09-18 00:00:00,CCA117,App
JOB000274,2025-12-25 00:00:00,CCA141,Visit
JOB000275,2026-02-18 00:00:00,CCA141,App
JOB000276,2026-05-14 00:00:00,CCA150,Visit
JOB000277,2026-03-14 00:00:00,CCA137,Call
JOB000280,2024-08-05 00:00:00,CCA119,Call
JOB000281,2026-06-27 00:00:00,CCA144,Email
JOB000283,2025-11-11 00:00:00,CCA117,Visit
JOB000284,2025-10-05 00:00:00,CCA110,App
JOB000286,2025-10-18 00:00:00,CCA145,Email
JOB000287,2024-09-08 00:00:00,CCA126,Visit
JOB000288,2025-09-29 00:00:00,CCA104,Email
JOB000291,2025-12-05 00:00:00,CCA118,Email
JOB000293,2025-07-11 00:00:00,CCA130,Visit
JOB000294,2026-06-08 00:00:00,CCA142,Visit
JOB000296,2026-01-05 00:00:00,CCA111,App
JOB000297,2024-11-03 00:00:00,CCA117,App
JOB000299,2025-04-28 00:00:00,CCA136,Call
JOB000300,2024-11-24 00:00:00,CCA135,App
JOB000301,2025-08-23 00:00:00,CCA132,Call
JOB000303,2025-02-25 00:00:00,CCA138,App
JOB000304,2025-04-29 00:00:00,CCA111,Call
JOB000305,2026-01-12 00:00:00,CCA131,App
JOB000307,2025-11-27 00:00:00,CCA116,Visit
JOB000308,2026-07-23 00:00:00,CCA131,Call
JOB000309,2025-12-19 00:00:00,CCA106,Call
JOB000310,2025-08-22 00:00:00,CCA127,App
JOB000312,2025-02-28 00:00:00,CCA123,Email
JOB000313,2025-11-24 00:00:00,CCA142,App
JOB000315,2025-09-02 00:00:00,CCA126,Email
JOB000317,2025-12-04 00:00:00,CCA120,App
JOB000318,2026-08-02 00:00:00,CCA122,Call
JOB000320,2024-09-14 00:00:00,CCA115,Visit
JOB000322,2026-02-18 00:00:00,CCA140,Visit
JOB000323,2025-10-18 00:00:00,CCA139,Visit
JOB000325,2026-03-16 00:00:00,CCA132,App
JOB000326,2026-04-03 00:00:00,CCA126,Visit
JOB000327,2025-10-14 00:00:00,CCA142,Email
JOB000328,2026-05-27 00:00:00,CCA116,App
JOB000329,2025-09-09 00:00:00,CCA143,Visit
JOB000330,2026-03-23 00:00:00,CCA117,Visit
JOB000332,2026-02-28 00:00:00,CCA112,App
JOB000333,2024-12-04 00:00:00,CCA134,Email
JOB000334,2026-03-01 00:00:00,CCA109,Call
JOB000336,2025-04-03 00:00:00,CCA127,Call
JOB000337,2026-07-07 00:00:00,CCA117,Visit
JOB000339,2025-03-30 00:00:00,CCA110,App
JOB000340,2026-04-21 00:00:00,CCA135,App
JOB000341,2026-06-28 00:00:00,CCA136,Visit
JOB000343,2026-01-10 00:00:00,CCA110,Visit
JOB000345,2026-04-05 00:00:00,CCA113,Call
JOB000347,2025-11-27 00:00:00,CCA100,Email
JOB000348,2025-11-16 00:00:00,CCA124,Email
JOB000350,2026-01-06 00:00:00,CCA146,App
JOB000351,2026-05-01 00:00:00,CCA111,Visit
JOB000353,2026-04-28 00:00:00,CCA127,Visit
JOB000355,2025-12-22 00:00:00,CCA108,Visit
JOB000356,2025-09-09 00:00:00,CCA147,Email
JOB000358,2025-09-11 00:00:00,CCA103,Email
JOB000359,2026-03-17 00:00:00,CCA114,Call
JOB000361,2025-04-26 00:00:00,CCA131,Visit
JOB000363,2026-06-18 00:00:00,CCA109,Email
JOB000364,2025-09-27 00:00:00,CCA116,Call
JOB000366,2025-08-09 00:00:00,CCA111,App
JOB000367,2025-09-25 00:00:00,CCA138,Email
JOB000369,2026-02-20 00:00:00,CCA149,Visit
JOB000372,2025-11-21 00:00:00,CCA107,Visit
JOB000374,2025-05-15 00:00:00,CCA109,Email
JOB000375,2026-03-19 00:00:00,CCA104,Call
JOB000376,2026-02-07 00:00:00,CCA144,Email
JOB000377,2026-01-11 00:00:00,CCA109,Call
JOB000379,2025-04-11 00:00:00,CCA145,Visit
JOB000380,2026-07-07 00:00:00,CCA105,App
JOB000381,2026-07-22 00:00:00,CCA138,Call
JOB000382,2025-10-06 00:00:00,CCA103,Email
JOB000385,2024-10-16 00:00:00,CCA115,Email
JOB000386,2025-01-14 00:00:00,CCA136,App
JOB000388,2025-10-02 00:00:00,CCA143,Call
JOB000390,2025-08-15 00:00:00,CCA110,Visit
JOB000391,2025-10-27 00:00:00,CCA141,Visit
JOB000393,2026-06-21 00:00:00,CCA140,App
JOB000395,2024-12-13 00:00:00,CCA110,Email
JOB000397,2026-04-04 00:00:00,CCA107,App
JOB000398,2026-07-17 00:00:00,CCA108,App
JOB000399,2026-03-07 00:00:00,CCA126,App
JOB000401,2026-03-30 00:00:00,CCA124,App
JOB000403,2026-01-03 00:00:00,CCA112,App
JOB000404,2026-04-26 00:00:00,CCA121,App
JOB000405,2026-02-24 00:00:00,CCA130,Visit
JOB000407,2026-05-17 00:00:00,CCA113,Call
JOB000408,2026-02-26 00:00:00,CCA104,Email
JOB000410,2026-02-01 00:00:00,CCA127,Email
JOB000411,2026-03-05 00:00:00,CCA134,Visit
JOB000413,2026-01-22 00:00:00,CCA120,Email
JOB000414,2026-02-23 00:00:00,CCA109,App
JOB000415,2026-06-11 00:00:00,CCA140,App
JOB000417,2025-09-16 00:00:00,CCA100,Email
JOB000418,2026-01-13 00:00:00,CCA144,App
JOB000421,2025-07-09 00:00:00,CCA140,Email
JOB000422,2026-07-08 00:00:00,CCA105,Call
JOB000424,2024-09-26 00:00:00,CCA142,Email
JOB000425,2025-09-17 00:00:00,CCA107,Visit
JOB000426,2026-06-17 00:00:00,CCA145,App
JOB000427,2025-09-22 00:00:00,CCA116,Email
JOB000429,2026-07-07 00:00:00,CCA121,Visit
JOB000430,2024-08-05 00:00:00,CCA135,App
JOB000431,2026-02-05 00:00:00,CCA124,Visit
JOB000433,2025-04-18 00:00:00,CCA135,Visit
JOB000434,2025-03-27 00:00:00,CCA105,Call
JOB000435,2026-04-28 00:00:00,CCA134,Call
JOB000436,2025-12-22 00:00:00,CCA141,Visit
JOB000437,2025-09-25 00:00:00,CCA149,Email
JOB000439,2026-06-17 00:00:00,CCA116,Visit
JOB000441,2025-07-06 00:00:00,CCA113,App
JOB000442,2026-07-15 00:00:00,CCA119,Call
JOB000444,2025-10-29 00:00:00,CCA107,Visit
JOB000445,2025-09-09 00:00:00,CCA133,Visit
JOB000446,2026-05-27 00:00:00,CCA105,Visit
JOB000447,2025-12-13 00:00:00,CCA135,Email
JOB000449,2024-12-02 00:00:00,CCA125,Call
JOB000450,2026-01-23 00:00:00,CCA110,Visit
JOB000451,2025-11-29 00:00:00,CCA106,App
JOB000452,2025-08-15 00:00:00,CCA128,Visit
JOB000454,2026-02-25 00:00:00,CCA111,Email
JOB000455,2026-06-16 00:00:00,CCA142,Email
JOB000456,2025-09-18 00:00:00,CCA100,Email
JOB000458,2025-01-10 00:00:00,CCA145,Call
JOB000459,2024-10-24 00:00:00,CCA143,App
JOB000460,2026-07-01 00:00:00,CCA131,Call
JOB000462,2026-01-20 00:00:00,CCA141,Call
JOB000463,2024-11-08 00:00:00,CCA108,App
JOB000464,2026-04-27 00:00:00,CCA146,Email
JOB000465,2025-10-30 00:00:00,CCA131,Call
JOB000466,2025-11-30 00:00:00,CCA106,Call
JOB000469,2024-11-01 00:00:00,CCA103,Email
JOB000471,2025-10-23 00:00:00,CCA142,Call
JOB000473,2024-10-31 00:00:00,CCA149,Email
JOB000474,2025-09-03 00:00:00,CCA104,App
JOB000476,2025-06-15 00:00:00,CCA145,App
JOB000477,2026-01-14 00:00:00,CCA108,Visit
JOB000478,2026-05-27 00:00:00,CCA104,Email
JOB000480,2026-03-30 00:00:00,CCA129,Visit
JOB000481,2024-10-09 00:00:00,CCA142,App
JOB000482,2025-09-02 00:00:00,CCA113,Visit
JOB000483,2025-08-10 00:00:00,CCA117,Email
JOB000485,2026-03-10 00:00:00,CCA106,Call
JOB000486,2025-08-07 00:00:00,CCA114,Call
JOB000487,2026-05-25 00:00:00,CCA139,App
JOB000490,2025-06-22 00:00:00,CCA110,Email
JOB000492,2024-08-24 00:00:00,CCA104,Visit
JOB000493,2025-10-18 00:00:00,CCA107,Call
JOB000495,2025-09-13 00:00:00,CCA134,Email
JOB000496,2025-08-16 00:00:00,CCA145,Email
JOB000497,2026-06-06 00:00:00,CCA114,Visit
JOB000499,2025-12-12 00:00:00,CCA140,Call
JOB000500,2025-08-18 00:00:00,CCA133,Visit
JOB000501,2026-03-21 00:00:00,CCA126,Email
JOB000503,2024-09-05 00:00:00,CCA107,Call
JOB000504,2026-02-02 00:00:00,CCA139,Visit
JOB000505,2025-09-18 00:00:00,CCA102,Visit
JOB000507,2026-07-21 00:00:00,CCA149,Visit
JOB000509,2025-11-09 00:00:00,CCA106,Email
JOB000510,2025-08-20 00:00:00,CCA137,Visit
JOB000512,2024-09-14 00:00:00,CCA124,App
JOB000513,2025-03-07 00:00:00,CCA144,Email
JOB000514,2026-04-19 00:00:00,CCA129,Call
JOB000516,2025-08-07 00:00:00,CCA129,App
JOB000518,2026-02-26 00:00:00,CCA103,Call
JOB000520,2024-09-27 00:00:00,CCA139,Visit
JOB000522,2026-03-20 00:00:00,CCA125,App
JOB000525,2024-10-22 00:00:00,CCA124,Call
JOB000526,2026-07-26 00:00:00,CCA107,App
JOB000528,2026-03-24 00:00:00,CCA132,Visit
JOB000529,2025-10-21 00:00:00,CCA109,Email
JOB000530,2026-03-20 00:00:00,CCA141,App
JOB000531,2026-07-18 00:00:00,CCA132,Email
JOB000535,2025-10-20 00:00:00,CCA106,App
JOB000536,2025-10-14 00:00:00,CCA131,App
JOB000539,2025-12-17 00:00:00,CCA112,Visit
JOB000540,2025-12-17 00:00:00,CCA127,App
JOB000542,2024-08-21 00:00:00,CCA114,Email
JOB000543,2024-09-26 00:00:00,CCA145,Email
JOB000545,2024-11-19 00:00:00,CCA134,Call
JOB000546,2026-06-28 00:00:00,CCA126,Email
JOB000548,2026-05-20 00:00:00,CCA126,Call
JOB000549,2026-08-04 00:00:00,CCA131,Visit
JOB000550,2025-11-19 00:00:00,CCA101,Visit
JOB000551,2026-03-16 00:00:00,CCA149,App
JOB000552,2025-12-16 00:00:00,CCA107,Email
JOB000554,2025-12-16 00:00:00,CCA115,Call
JOB000556,2025-10-05 00:00:00,CCA142,Call
JOB000558,2026-05-14 00:00:00,CCA149,Email
JOB000559,2026-02-13 00:00:00,CCA126,App
JOB000560,2026-06-03 00:00:00,CCA119,Visit
JOB000561,2026-05-12 00:00:00,CCA141,App
JOB000563,2025-11-06 00:00:00,CCA131,Call
JOB000564,2025-11-04 00:00:00,CCA111,App
JOB000565,2026-02-15 00:00:00,CCA148,Email
JOB000566,2026-03-11 00:00:00,CCA139,App
JOB000567,2025-08-29 00:00:00,CCA146,Email
JOB000568,2025-09-10 00:00:00,CCA129,Visit
JOB000570,2026-04-15 00:00:00,CCA102,Email
JOB000571,2026-03-16 00:00:00,CCA136,Email
JOB000572,2026-05-26 00:00:00,CCA100,App
JOB000573,2025-08-08 00:00:00,CCA105,Email
JOB000575,2025-09-09 00:00:00,CCA114,Visit
JOB000577,2025-01-07 00:00:00,CCA103,Email
JOB000578,2026-01-25 00:00:00,CCA134,Call
JOB000579,2025-10-16 00:00:00,CCA104,Visit
JOB000580,2025-11-20 00:00:00,CCA127,Email
JOB000582,2024-12-10 00:00:00,CCA110,Email
JOB000584,2026-06-19 00:00:00,CCA113,App
JOB000585,2026-03-06 00:00:00,CCA142,Visit
JOB000586,2026-02-27 00:00:00,CCA136,App
JOB000588,2024-07-26 00:00:00,CCA129,Email
JOB000589,2026-05-11 00:00:00,CCA132,Call
JOB000590,2025-09-10 00:00:00,CCA114,Visit
JOB000591,2026-07-28 00:00:00,CCA150,Email
JOB000592,2025-10-25 00:00:00,CCA109,App
JOB000594,2026-07-11 00:00:00,CCA108,Call
JOB000595,2025-08-25 00:00:00,CCA144,Visit
JOB000597,2026-05-12 00:00:00,CCA121,Call
JOB000598,2026-01-28 00:00:00,CCA147,Email
JOB000599,2026-02-03 00:00:00,CCA118,App
JOB000601,2025-04-26 00:00:00,CCA111,Email
JOB000603,2026-01-11 00:00:00,CCA120,Visit
JOB000605,2025-10-21 00:00:00,CCA117,App
JOB000606,2025-10-14 00:00:00,CCA114,Email
JOB000608,2025-07-06 00:00:00,CCA131,Call
JOB000609,2025-12-26 00:00:00,CCA136,App
JOB000610,2025-09-14 00:00:00,CCA145,Call
JOB000612,2025-10-13 00:00:00,CCA120,Visit
JOB000614,2026-04-26 00:00:00,CCA106,Email
JOB000615,2025-04-30 00:00:00,CCA140,Call
JOB000617,2025-05-05 00:00:00,CCA118,Visit
JOB000619,2026-01-14 00:00:00,CCA115,Email
JOB000620,2025-10-26 00:00:00,CCA142,App
JOB000621,2026-02-18 00:00:00,CCA118,Call
JOB000623,2025-01-19 00:00:00,CCA122,App
JOB000624,2026-01-09 00:00:00,CCA101,Email
JOB000625,2025-09-15 00:00:00,CCA149,Email
JOB000626,2026-05-25 00:00:00,CCA125,Email
JOB000628,2025-03-25 00:00:00,CCA149,Call
JOB000629,2024-10-24 00:00:00,CCA108,Call
JOB000630,2026-01-31 00:00:00,CCA141,Call
JOB000631,2025-09-15 00:00:00,CCA118,Visit
JOB000633,2025-08-25 00:00:00,CCA150,App
JOB000634,2024-11-03 00:00:00,CCA119,Call
JOB000636,2026-02-10 00:00:00,CCA145,App
JOB000638,2026-03-06 00:00:00,CCA129,Visit
JOB000639,2025-04-21 00:00:00,CCA124,Email
JOB000640,2026-05-04 00:00:00,CCA144,Visit
JOB000642,2025-03-10 00:00:00,CCA125,Visit
JOB000643,2026-03-08 00:00:00,CCA121,Visit
JOB000645,2026-02-03 00:00:00,CCA103,App
JOB000646,2025-08-19 00:00:00,CCA120,App
JOB000648,2024-09-29 00:00:00,CCA106,App
JOB000649,2025-03-29 00:00:00,CCA108,Call
JOB000651,2025-08-02 00:00:00,CCA108,App
JOB000652,2025-09-15 00:00:00,CCA143,Email
JOB000653,2025-12-31 00:00:00,CCA133,Visit
JOB000654,2025-11-22 00:00:00,CCA121,Visit
JOB000655,2026-01-27 00:00:00,CCA104,Call
JOB000656,2026-03-24 00:00:00,CCA121,Call
JOB000658,2026-02-15 00:00:00,CCA117,Email
JOB000659,2025-12-02 00:00:00,CCA134,Visit
JOB000661,2026-04-26 00:00:00,CCA142,App
JOB000663,2026-06-26 00:00:00,CCA132,App
JOB000665,2025-06-28 00:00:00,CCA119,Email
JOB000667,2025-01-13 00:00:00,CCA143,Call
JOB000668,2025-09-22 00:00:00,CCA111,Call
JOB000669,2026-01-08 00:00:00,CCA113,Visit
JOB000671,2025-11-23 00:00:00,CCA100,Email
JOB000673,2026-07-01 00:00:00,CCA148,Call
JOB000674,2026-01-17 00:00:00,CCA108,Call
JOB000675,2025-10-15 00:00:00,CCA103,Email
JOB000677,2026-05-15 00:00:00,CCA133,Call
JOB000678,2024-09-09 00:00:00,CCA142,Call
JOB000680,2026-07-16 00:00:00,CCA136,Call
JOB000681,2026-06-24 00:00:00,CCA105,Visit
JOB000683,2026-06-11 00:00:00,CCA124,Email
JOB000685,2025-07-20 00:00:00,CCA116,Call
JOB000686,2026-08-02 00:00:00,CCA128,Visit
JOB000688,2026-01-02 00:00:00,CCA121,Email
JOB000689,2025-05-05 00:00:00,CCA116,Visit
JOB000690,2025-10-11 00:00:00,CCA140,Visit
JOB000691,2025-08-07 00:00:00,CCA124,Call
JOB000693,2025-12-30 00:00:00,CCA122,Email
JOB000694,2025-08-10 00:00:00,CCA148,Call
JOB000695,2026-04-21 00:00:00,CCA130,Visit
JOB000696,2025-09-12 00:00:00,CCA125,Email
JOB000699,2026-01-03 00:00:00,CCA110,App
JOB000701,2025-06-24 00:00:00,CCA100,App
JOB000702,2025-09-05 00:00:00,CCA130,App
JOB000703,2026-04-16 00:00:00,CCA148,Call
JOB000705,2025-12-25 00:00:00,CCA134,Call
JOB000706,2024-10-04 00:00:00,CCA114,Visit
JOB000708,2024-10-15 00:00:00,CCA112,Call
JOB000709,2024-11-05 00:00:00,CCA105,Email
JOB000710,2026-01-04 00:00:00,CCA124,App
