pincode,customer_id,epc_rating,current_energy_efficiency,potential_energy_efficiency
OX6 6NE,CUST00063,C,21,73
HX1P 3SY,CUST00064,E,57,76
E81 5QF,CUST00065,E,8,50
BS2X 7YY,CUST00066,E,91,64
WN5 7DU,CUST00067,D,74,75
E4H 0BQ,CUST00068,C,12,77
S7K 7YH,CUST00069,C,100,60
SP1 0JT,CUST00070,B,98,98
IP6 9BP,CUST00071,F,39,100
EN9 5DY,CUST00072,C,37,54
CO91 8RP,CUST00073,B,8,78
N0F 2HP,CUST00074,G,44,93
B5 9RF,CUST00075,F,19,72
EC7W 7JX,CUST00076,C,3,73
W7U 6WW,CUST00077,G,70,97
BL7 8EW,CUST00078,D,6,76
G6B 7QA,CUST00079,F,74,78
N3 5EP,CUST00080,A,83,80
SN27 9AD,CUST00081,B,56,55
PL8P 4JN,CUST00082,C,29,51
PH80 2NS,CUST00083,A,33,63
SG1V 1WX,CUST00084,E,69,51
BH65 0QD,CUST00085,C,9,83
SY5E 5XP,CUST00086,B,94,92
W0 3BH,CUST00087,C,26,52
EN03 5BP,CUST00088,B,37,72
HR27 5WL,CUST00089,G,67,67
M51 5NN,CUST00090,C,40,78
BH59 4BD,CUST00091,E,96,93
W0C 3QQ,CUST00092,D,73,52
IG7 9FW,CUST00093,C,32,57
G7 8EL,CUST00094,E,37,94
DH12 7GT,CUST00095,G,21,95
WD2 5WJ,CUST00096,A,9,69
N7U 9DD,CUST00097,G,100,85
E2F 7TW,CUST00098,C,91,64
S80 8FN,CUST00099,E,20,60
M1E 8LF,CUST00100,D,80,90
DA9W 2ZZ,CUST00101,D,10,94
TD9M 9SZ,CUST00102,B,98,73
GU7H 4TD,CUST00103,C,50,89
N92 5QR,CUST00104,D,65,79
W14 3FE,CUST00105,E,2,56
N95 2UW,CUST00106,D,65,78
W3D 0BN,CUST00107,B,78,82
M56 0RB,CUST00108,E,66,58
S8 8LZ,CUST00109,E,39,80
NW5 3ZW,CUST00110,A,75,80
TR7 2ZW,CUST00111,E,100,89
WC4W 8WX,CUST00112,C,87,99
S9 0ZU,CUST00113,E,93,67
W2J 2JB,CUST00114,A,37,95
CV63 8ZU,CUST00115,A,79,97
LS8P 2TX,CUST00116,E,21,76
EX9R 3LX,CUST00117,D,23,52
HD75 4EY,CUST00118,C,59,91
M04 5TL,CUST00119,D,83,66
M2B 3BW,CUST00120,C,12,75
LN1X 0XG,CUST00121,C,75,96
HG4 1YJ,CUST00122,F,65,95
B67 4BA,CUST00123,F,71,80
GL7 2WT,CUST00124,G,71,82
DE0Y 4YH,CUST00125,B,66,76
SG12 7PJ,CUST00126,B,75,54
GU9 4QJ,CUST00127,B,99,58
TD4Y 4QZ,CUST00128,B,94,64
PL5P 8HJ,CUST00129,D,45,59
BS9 0XW,CUST00130,E,87,95
PA7B 0TF,CUST00131,G,94,86
SK40 4AH,CUST00132,A,72,87
B1 0NS,CUST00133,B,39,74
IM18 5EG,CUST00134,B,43,91
B04 8SX,CUST00135,B,98,87
E06 3HD,CUST00136,B,71,70
L0 7JX,CUST00137,A,93,80
N99 3NF,CUST00138,C,71,87
G6 0QR,CUST00139,E,84,93
W33 2TB,CUST00140,E,63,61
N17 1XH,CUST00141,B,65,79
L9 7HP,CUST00142,C,3,82
W3 6JX,CUST00143,C,51,55
EX5 7EU,CUST00144,D,49,74
G04 4FH,CUST00145,G,13,83
HR4R 7GQ,CUST00146,E,85,52
B8A 0AS,CUST00147,G,95,58
W50 7AA,CUST00148,F,35,100
NN4 8SG,CUST00149,A,11,67
M5E 1QR,CUST00150,D,47,98
B1 6RX,CUST00151,A,77,88
TN5W 8BJ,CUST00152,B,35,69
M8 2PA,CUST00153,G,10,73
CW9 9RX,CUST00154,C,80,74
N0B 3DP,CUST00155,C,23,75
LU35 6GY,CUST00156,A,73,62
E14 6FR,CUST00157,D,18,90
HX41 1GS,CUST00158,A,47,94
E5 9ZP,CUST00159,A,2,56
L9J 6GF,CUST00160,D,11,57
FY64 1QL,CUST00161,A,39,52
G4 6PZ,CUST00162,E,55,79
M59 7PG,CUST00163,B,27,67
N64 5EY,CUST00164,D,79,75
W3 4DS,CUST00165,B,48,94
SE2 6DT,CUST00166,B,63,68
SN8 1JQ,CUST00167,F,57,81
SY56 0EL,CUST00168,E,15,86
W56 9WF,CUST00169,G,5,78
E2 4PT,CUST00170,E,81,77
SR75 4BE,CUST00171,F,38,68
EH8E 5XS,CUST00172,G,87,75
KY6A 7YS,CUST00173,D,42,87
E8 5PH,CUST00174,D,35,70
HD9P 9EQ,CUST00175,D,1,77
CR5B 4EG,CUST00176,C,93,94
S62 8GX,CUST00177,A,90,71
PR05 7FH,CUST00178,B,49,99
LU6Y 7GD,CUST00179,F,20,76
W97 9EL,CUST00180,C,83,55
CF34 7LQ,CUST00181,D,50,57
PE5Y 2ZF,CUST00182,D,47,84
G5T 4YL,CUST00183,F,65,99
CO2H 5JR,CUST00184,C,51,87
LD11 8LQ,CUST00185,A,91,58
CA7X 1XR,CUST00186,E,9,66
HR8 9UP,CUST00187,G,14,86
BA12 7AS,CUST00188,E,92,97
EN1 2BR,CUST00189,A,52,54
E0 7DF,CUST00190,C,73,100
N1 2UD,CUST00191,A,30,84
WS4 6FF,CUST00192,D,8,59
W53 6ZT,CUST00193,A,65,58
S5G 2JL,CUST00194,G,51,94
PL4Y 4HW,CUST00195,A,22,78
L7 1JU,CUST00196,G,16,55
CO6 5XG,CUST00197,D,66,53
B06 8SS,CUST00198,A,8,99
G4B 1WH,CUST00199,A,26,91
WD3A 1SE,CUST00200,D,23,72
B2 2UQ,CUST00201,A,36,74
TF4Y 0PS,CUST00202,E,65,70
N0H 5GL,CUST00203,A,32,92
B0W 3BU,CUST00204,C,95,94
ST6H 3SP,CUST00205,E,29,51
ZE0E 8BR,CUST00206,G,68,73
AL53 9NZ,CUST00207,F,72,94
L20 0JX,CUST00208,E,41,89
SS4B 8JS,CUST00209,A,34,63
S57 9EW,CUST00210,D,64,74
CO3M 5RP,CUST00211,C,22,74
E21 7TP,CUST00212,C,27,62
W47 1DG,CUST00213,A,47,50
CT1 5RW,CUST00214,C,11,80
NW83 7EF,CUST00215,C,24,78
IG19 1AD,CUST00216,D,97,87
CM0 0GY,CUST00217,D,92,52
N32 4TF,CUST00218,F,56,62
W0B 6FS,CUST00219,E,76,83
B6U 7XU,CUST00220,F,63,86
B59 0LB,CUST00221,F,61,67
EC4V 3YR,CUST00222,B,39,97
SN5W 5YY,CUST00223,D,98,83
W01 3ZJ,CUST00224,B,26,53
L2F 5BA,CUST00225,D,82,57
N6 5NP,CUST00226,G,89,55
HD2Y 3YG,CUST00227,B,87,63
S9 2ZP,CUST00228,G,2,64
CT51 5PG,CUST00229,C,87,83
L15 1AB,CUST00230,A,44,67
WS65 1UY,CUST00231,C,88,58
M0 4ED,CUST00232,F,92,64
N9 0SG,CUST00233,G,72,98
L68 4NJ,CUST00234,C,75,68
B50 1NZ,CUST00235,B,26,71
BT7 4RU,CUST00236,G,100,60
N65 7BL,CUST00237,B,94,73
E15 9JX,CUST00238,E,76,69
GU16 8YW,CUST00239,G,25,60
L32 6DS,CUST00240,C,92,91
E6 8PL,CUST00241,G,3,53
E19 4XQ,CUST00242,E,35,89
BD24 2ZZ,CUST00243,B,46,95
SM3 7LQ,CUST00244,G,74,92
WF13 4TP,CUST00245,C,34,79
DN67 0WG,CUST00246,G,98,52
G3 0JB,CUST00247,D,59,67
MK61 3QU,CUST00248,D,76,80
HS2 1NA,CUST00249,D,15,76
L33 6WA,CUST00250,E,89,94
B3E 4SR,CUST00251,F,21,82
S9B 8QX,CUST00252,G,31,55
RH5 4NH,CUST00253,F,84,51
S5S 0UN,CUST00254,F,59,71
L5T 8UQ,CUST00255,G,82,68
M17 4XG,CUST00256,B,25,57
M65 4YN,CUST00257,D,85,87
E7D 6WN,CUST00258,E,23,96
W2F 1UP,CUST00259,B,53,88
G92 1FZ,CUST00260,B,91,91
L5 5WH,CUST00261,G,2,83
CO1 8YN,CUST00262,G,38,63
N6S 5UQ,CUST00263,D,54,100
L09 1QB,CUST00264,A,24,61
CF0A 6TR,CUST00265,F,20,52
RG0M 1WL,CUST00266,B,24,83
M1 7HZ,CUST00267,G,80,83
CW0 3UP,CUST00268,G,15,74
W2 8DE,CUST00269,F,25,70
E2 4QP,CUST00270,D,14,63
RM2N 7ZL,CUST00271,A,74,64
FK67 2EF,CUST00272,E,6,94
W9S 2ZR,CUST00273,D,85,51
LA01 5AW,CUST00274,A,1,86
E6S 7QR,CUST00275,E,33,62
W7W 1UP,CUST00276,E,63,71
IM6H 7TY,CUST00277,E,20,86
SW01 6BX,CUST00278,F,94,71
GU8V 7PQ,CUST00279,G,18,84
W5T 1EJ,CUST00280,B,5,85
CF0E 2SE,CUST00281,A,85,65
DN73 1SB,CUST00282,B,9,66
G7A 8SY,CUST00283,C,75,84
TW2B 9ZP,CUST00284,D,46,72
IV5 7FF,CUST00285,E,92,57
NR3H 9NQ,CUST00286,B,6,58
SO1 8UY,CUST00287,F,85,68
TS08 0RF,CUST00288,F,66,66
M42 4HX,CUST00289,B,67,82
NW3Y 3WN,CUST00290,E,1,99
B0T 3ZT,CUST00291,D,99,64
E22 6BS,CUST00292,E,16,83
AB5 2BF,CUST00293,C,79,67
N1U 8JG,CUST00294,C,74,72
CA53 5PQ,CUST00295,G,71,89
AL1X 7JZ,CUST00296,B,48,55
S4 0WQ,CUST00297,G,67,68
DG5V 1GX,CUST00298,B,84,50
S13 1FA,CUST00299,G,72,87
M81 4SR,CUST00300,B,53,82
B9 9BD,CUST00301,D,49,86
IM60 2XJ,CUST00302,G,29,93
WV5A 1BA,CUST00303,F,96,71
DL5 6WF,CUST00304,F,31,66
E29 8TX,CUST00305,A,98,84
HU2 1NZ,CUST00306,B,7,83
HA9E 5SG,CUST00307,E,59,70
KY4N 5UT,CUST00308,E,34,65
PL1M 8HL,CUST00309,D,24,86
BB9W 9HB,CUST00310,G,2,61
N63 2TW,CUST00311,B,33,80
G82 2GY,CUST00312,A,45,93
DY14 3BH,CUST00313,F,19,60
N1 4YX,CUST00314,C,78,91
M6 8RQ,CUST00315,F,31,92
W23 8LH,CUST00316,A,4,99
L6 1UU,CUST00317,F,37,78
BA30 9YG,CUST00318,G,70,67
M28 9YA,CUST00319,D,40,73
WR72 6ZF,CUST00320,C,2,99
PH91 6RF,CUST00321,B,34,55
E27 8WE,CUST00322,A,82,79
B6J 5BW,CUST00323,A,24,56
TA9B 2LU,CUST00324,B,44,76
B09 8AR,CUST00325,C,100,75
SA94 8SY,CUST00326,G,57,65
NR87 5XX,CUST00327,C,26,73
ST21 7GE,CUST00328,A,75,100
SO0E 0DF,CUST00329,A,8,72
BT9 6RZ,CUST00330,B,3,94
W70 8NH,CUST00331,C,42,96
B53 2DL,CUST00332,E,47,79
B11 8YQ,CUST00333,E,50,62
JE90 2SW,CUST00334,G,5,62
M8 7RY,CUST00335,B,84,81
B7B 1RJ,CUST00336,A,28,83
B4D 1RP,CUST00337,F,23,85
M2T 7HJ,CUST00338,B,69,88
N21 1UZ,CUST00339,C,78,65
ME9 7GW,CUST00340,E,3,83
LS80 6GT,CUST00341,B,34,73
L6 5QZ,CUST00342,D,89,94
PO55 7SH,CUST00343,G,16,99
G9S 1LJ,CUST00344,F,51,78
CV7A 6UF,CUST00345,D,34,55
EN8 6EG,CUST00346,E,26,85
W5 5QX,CUST00347,C,45,62
PL3W 4QP,CUST00348,F,48,59
PO47 2PS,CUST00349,D,61,51
N54 9RL,CUST00350,E,85,83
B23 1HG,CUST00351,C,85,92
NR00 8DE,CUST00352,D,77,84
HA33 7FF,CUST00353,D,51,97
WN7 8LX,CUST00354,C,29,59
SW9P 5UX,CUST00355,B,55,69
CV4 0WF,CUST00356,F,91,83
SY74 6NZ,CUST00357,F,4,98
IV32 6JL,CUST00358,E,79,64
M4S 6HD,CUST00359,F,48,61
FK97 5AF,CUST00360,A,23,78
W03 2AU,CUST00361,E,96,86
SN05 2BL,CUST00362,D,67,98
TW6 1JR,CUST00363,E,19,79
L7 4PG,CUST00364,D,4,61
GU3N 3EJ,CUST00365,A,91,78
E6U 0BY,CUST00366,E,85,59
G71 0BQ,CUST00367,B,26,50
NW5 3AR,CUST00368,D,57,55
NP7 9GX,CUST00369,C,5,59
G7 4XQ,CUST00370,A,99,69
TF9 5DX,CUST00371,B,90,63
G9E 6PE,CUST00372,E,74,89
L1 3EB,CUST00373,D,81,100
PE4A 3ZD,CUST00374,F,26,94
N8 5BZ,CUST00375,D,93,86
L8 1JX,CUST00376,B,81,79
DD8Y 1YQ,CUST00377,B,36,51
S8F 8ZT,CUST00378,D,31,73
UB59 9XH,CUST00379,E,20,62
AB04 8FN,CUST00380,F,5,79
M8 1BT,CUST00381,A,67,99
L3E 1YR,CUST00382,E,41,99
W91 0YR,CUST00383,E,45,85
KT13 6BN,CUST00384,D,7,58
G06 9YW,CUST00385,F,77,87
OX08 4DR,CUST00386,F,91,99
IV93 3DL,CUST00387,D,15,72
HX53 5ZA,CUST00388,E,60,75
L3 2DE,CUST00389,G,89,87
AL5 4TU,CUST00390,E,77,79
M8H 0RY,CUST00391,G,77,99
DH9 0TA,CUST00392,F,20,78
HX1A 6JR,CUST00393,F,45,55
L87 0JW,CUST00394,G,37,51
HU4 8LB,CUST00395,B,25,85
G56 1RW,CUST00396,A,19,96
PL5 8FH,CUST00397,B,59,82
G48 6FY,CUST00398,D,94,65
CM2N 0PS,CUST00399,E,62,94
CV3 2GA,CUST00400,D,81,97
B51 2WZ,CUST00401,C,22,52
G33 6AL,CUST00402,E,4,68
G7 5TJ,CUST00403,G,33,50
SR56 8ET,CUST00404,B,68,52
BH8P 3NT,CUST00405,F,34,98
B8C 7DW,CUST00406,E,56,50
BB27 7DL,CUST00407,F,35,71
HX1V 8ZG,CUST00408,C,87,94
G2W 2BS,CUST00409,D,45,64
B94 7UU,CUST00410,F,98,91
LE67 9ZA,CUST00411,B,100,54
B22 5BF,CUST00412,D,9,81
E6 2NZ,CUST00413,F,34,56
BD1 5QR,CUST00414,B,90,71
M5 8HH,CUST00415,B,1,74
NG1R 6ZP,CUST00416,F,12,73
W87 2ZJ,CUST00417,F,50,56
RG13 6BP,CUST00418,E,31,81
GL4B 4WX,CUST00419,A,44,100
SR99 2HP,CUST00420,A,95,59
W85 6BW,CUST00421,E,22,87
N5B 4AP,CUST00422,G,28,98
E4T 0LS,CUST00423,A,18,56
DD1 0HD,CUST00424,B,27,59
LS8 5FE,CUST00425,B,25,57
E0E 9DP,CUST00426,G,61,81
M3 3HN,CUST00427,A,69,61
G41 9XW,CUST00428,B,13,65
TR4W 2DN,CUST00429,D,48,58
ZE01 0DS,CUST00430,G,60,79
SN7W 4PH,CUST00431,E,30,55
W1 4TU,CUST00432,G,32,65
IV2 5TU,CUST00433,D,94,99
WD24 9YF,CUST00434,G,2,94
M8 6YS,CUST00435,F,75,51
BR53 6YP,CUST00436,A,50,94
SP9R 9ZT,CUST00437,C,95,53
BR91 5UB,CUST00438,F,72,95
TS0E 7XN,CUST00439,C,35,82
GU9 6QD,CUST00440,F,9,62
M05 0XQ,CUST00441,A,90,59
S5T 6RS,CUST00442,C,54,78
S56 4FF,CUST00443,F,42,81
E26 9SZ,CUST00444,C,37,79
S90 3WL,CUST00445,B,57,66
W5 9UD,CUST00446,E,21,84
E3H 8YN,CUST00447,F,70,82
OX56 4NG,CUST00448,D,6,58
G9A 9AN,CUST00449,F,25,87
EN2 4LA,CUST00450,E,78,82
TS2 3UG,CUST00451,G,72,55
W66 7GH,CUST00452,G,76,88
B2 6UN,CUST00453,B,72,79
LN42 0NT,CUST00454,E,95,79
N6 5LL,CUST00455,A,98,67
SK9H 2PX,CUST00456,E,8,59
E7F 4LH,CUST00457,C,7,68
L9S 1DZ,CUST00458,G,88,69
E24 7DT,CUST00459,G,63,76
E40 6PB,CUST00460,E,89,83
S27 2XS,CUST00461,C,18,78
E9 7AU,CUST00462,D,89,98
N69 8UU,CUST00463,A,9,69
SM71 5NR,CUST00464,G,96,67
RM3 8BR,CUST00465,A,28,82
LU1 3FB,CUST00466,A,98,70
M7J 0BP,CUST00467,C,59,88
NE7X 9JD,CUST00468,D,87,56
B3T 0GB,CUST00469,B,9,73
E1B 9ZJ,CUST00470,G,92,99
G5 0YG,CUST00471,A,33,81
DA58 7JY,CUST00472,D,78,93
B71 0GD,CUST00473,C,85,81
M87 3GZ,CUST00474,C,49,78
E4F 0XJ,CUST00475,F,50,81
L7U 4BH,CUST00476,C,64,87
B05 3SL,CUST00477,C,49,56
G2U 7WE,CUST00478,C,76,55
N31 3EJ,CUST00479,G,55,86
BL62 9TG,CUST00480,F,87,63
HU4H 2BY,CUST00481,D,82,100
KT25 4ZG,CUST00482,F,12,95
S8 3YU,CUST00483,G,39,82
L56 9FY,CUST00484,G,71,61
TD8A 8RU,CUST00485,B,47,79
S3 5NJ,CUST00486,B,33,93
W99 7TF,CUST00487,D,72,77
AB1P 8BN,CUST00488,D,3,53
BT9N 8QB,CUST00489,A,74,97
DD8 8HF,CUST00490,F,31,77
SY9Y 3PQ,CUST00491,E,48,94
MK81 8XN,CUST00492,F,78,52
CA16 4DE,CUST00493,D,2,75
B4G 7QS,CUST00494,D,95,76
N69 5UY,CUST00495,F,71,97
M24 7QN,CUST00496,F,40,70
G8E 2FG,CUST00497,D,95,58
L80 5FQ,CUST00498,B,3,51
S7 7PF,CUST00499,C,20,55
LN4 9TP,CUST00500,F,64,74
