customer_id,repair_date,repair_type,parts_changed,fault_code,fault_reason
CUST00200,2025-11-12,Emergency,Part_Culpa,F78,Occaecati recusandae in aperiam.
CUST00201,2025-10-06,Emergency,Part_Sunt,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00202,2025-09-29,Emergency,Part_Provident,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00205,2025-12-06,Emergency,Part_Quae,F30,Dolor eveniet quisquam animi reprehenderit rem illo.
CUST00209,2025-08-24,Emergency,Part_Corrupti,F59,Distinctio velit soluta et.
CUST00210,2026-01-13,Emergency,Part_Temporibus,F78,Occaecati recusandae in aperiam.
CUST00212,2026-07-24,Emergency,Part_Dolore,F92,Culpa vero excepturi at atque.
CUST00213,2025-12-20,Emergency,Part_Tempore,F44,Ad eius dolore qui.
CUST00214,2025-08-22,Emergency,Part_Laboriosam,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00215,2025-11-25,Emergency,Part_Laboriosam,F64,Voluptates sequi sint fugit iste.
CUST00218,2026-08-02,Emergency,Part_Fugiat,F73,In ipsum eius sit quis cum in.
CUST00220,2026-02-19,Emergency,Part_Fugiat,F69,Id totam itaque eaque doloribus natus ea.
CUST00224,2025-10-18,Emergency,Part_Nostrum,F44,Ad eius dolore qui.
CUST00226,2026-04-04,Emergency,Part_Nostrum,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00227,2025-10-14,Emergency,Part_Vero,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00229,2026-05-27,Emergency,Part_Nostrum,F27,Cum explicabo pariatur praesentium placeat architecto.
CUST00230,2025-09-09,Emergency,Part_Dolore,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00231,2026-03-24,Emergency,Part_A,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00232,2026-03-03,Emergency,Part_Quae,F69,Id totam itaque eaque doloribus natus ea.
CUST00234,2026-07-08,Emergency,Part_Corrupti,F64,Voluptates sequi sint fugit iste.
CUST00235,2026-06-28,Emergency,Part_Nostrum,F30,Dolor eveniet quisquam animi reprehenderit rem illo.
CUST00238,2025-11-28,Emergency,Part_Tempore,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00240,2025-11-17,Emergency,Part_Nostrum,F73,In ipsum eius sit quis cum in.
CUST00241,2026-05-02,Emergency,Part_Quae,F73,In ipsum eius sit quis cum in.
CUST00242,2026-04-28,Emergency,Part_Tempore,F59,Distinctio velit soluta et.
CUST00243,2025-12-22,Emergency,Part_Cum,F64,Voluptates sequi sint fugit iste.
CUST00245,2025-09-10,Emergency,Part_Tempore,F73,In ipsum eius sit quis cum in.
CUST00250,2026-03-17,Emergency,Part_Corrupti,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00256,2026-06-19,Emergency,Part_Odit,F16,Modi doloribus iure earum.
CUST00257,2025-09-28,Emergency,Part_Fugiat,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00259,2025-08-09,Emergency,Part_Nostrum,F69,Id totam itaque eaque doloribus natus ea.
CUST00260,2025-09-26,Emergency,Part_Quae,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00261,2026-02-21,Emergency,Part_In,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00263,2025-11-21,Emergency,Part_Culpa,F92,Culpa vero excepturi at atque.
CUST00264,2026-02-08,Emergency,Part_Laboriosam,F73,In ipsum eius sit quis cum in.
CUST00265,2026-01-11,Emergency,Part_Odit,F64,Voluptates sequi sint fugit iste.
CUST00268,2026-07-23,Emergency,Part_Vero,F30,Dolor eveniet quisquam animi reprehenderit rem illo.
CUST00269,2025-10-06,Emergency,Part_Odit,F27,Cum explicabo pariatur praesentium placeat architecto.
CUST00273,2025-10-03,Emergency,Part_Fuga,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00274,2025-10-28,Emergency,Part_Quidem,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00275,2026-06-22,Emergency,Part_Culpa,F92,Culpa vero excepturi at atque.
CUST00278,2026-07-18,Emergency,Part_Dolore,F78,Occaecati recusandae in aperiam.
CUST00279,2026-03-08,Emergency,Part_Tempore,F16,Modi doloribus iure earum.
CUST00280,2026-03-30,Emergency,Part_Laboriosam,F64,Voluptates sequi sint fugit iste.
CUST00283,2026-02-24,Emergency,Part_Nostrum,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00284,2026-02-26,Emergency,Part_Nostrum,F27,Nobis rem quas modi voluptate fugiat.
CUST00285,2026-03-06,Emergency,Part_Culpa,F73,In ipsum eius sit quis cum in.
CUST00286,2026-06-11,Emergency,Part_Provident,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00287,2025-09-17,Emergency,Part_A,F92,Culpa vero excepturi at atque.
CUST00288,2026-01-13,Emergency,Part_Dolore,F44,Ad eius dolore qui.
CUST00292,2025-09-18,Emergency,Part_Impedit,F92,Culpa vero excepturi at atque.
CUST00293,2026-06-18,Emergency,Part_A,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00295,2025-09-23,Emergency,Part_Impedit,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00297,2026-02-06,Emergency,Part_Vero,F78,Occaecati recusandae in aperiam.
CUST00298,2026-04-29,Emergency,Part_In,F44,Ad eius dolore qui.
CUST00299,2025-12-22,Emergency,Part_Temporibus,F44,Ad eius dolore qui.
CUST00300,2025-09-26,Emergency,Part_Sunt,F92,Culpa vero excepturi at atque.
CUST00301,2026-06-17,Emergency,Part_Tempore,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00303,2026-07-15,Emergency,Part_Odit,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00306,2026-05-27,Emergency,Part_Culpa,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00307,2025-12-14,Emergency,Part_Quae,F27,Nobis rem quas modi voluptate fugiat.
CUST00308,2025-11-30,Emergency,Part_Dolorum,F64,Voluptates sequi sint fugit iste.
CUST00309,2025-08-15,Emergency,Part_In,F92,Culpa vero excepturi at atque.
CUST00310,2026-06-16,Emergency,Part_Laboriosam,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00311,2025-09-19,Emergency,Part_Odit,F73,In ipsum eius sit quis cum in.
CUST00312,2026-07-02,Emergency,Part_Odit,F78,Occaecati recusandae in aperiam.
CUST00315,2026-04-28,Emergency,Part_Cum,F59,Distinctio velit soluta et.
CUST00316,2025-10-30,Emergency,Part_A,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00317,2025-12-01,Emergency,Part_Dolorum,F27,Nobis rem quas modi voluptate fugiat.
CUST00320,2025-10-24,Emergency,Part_Temporibus,F78,Occaecati recusandae in aperiam.
CUST00322,2025-09-03,Emergency,Part_Impedit,F16,Modi doloribus iure earum.
CUST00326,2026-05-27,Emergency,Part_Dolorum,F64,Voluptates sequi sint fugit iste.
CUST00327,2025-09-03,Emergency,Part_Fugiat,F27,Nobis rem quas modi voluptate fugiat.
CUST00328,2025-08-11,Emergency,Part_Provident,F16,Modi doloribus iure earum.
CUST00332,2026-05-25,Emergency,Part_Quidem,F92,Culpa vero excepturi at atque.
CUST00336,2025-10-19,Emergency,Part_In,F27,Cum explicabo pariatur praesentium placeat architecto.
CUST00337,2025-09-14,Emergency,Part_Odit,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00338,2025-08-16,Emergency,Part_A,F27,Nobis rem quas modi voluptate fugiat.
CUST00339,2026-06-07,Emergency,Part_Nostrum,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00340,2026-03-22,Emergency,Part_A,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00341,2026-02-02,Emergency,Part_Temporibus,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00342,2025-09-19,Emergency,Part_Dolore,F27,Cum explicabo pariatur praesentium placeat architecto.
CUST00343,2026-07-22,Emergency,Part_A,F73,In ipsum eius sit quis cum in.
CUST00345,2025-11-10,Emergency,Part_A,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00346,2025-08-20,Emergency,Part_Dolore,F30,Dolor eveniet quisquam animi reprehenderit rem illo.
CUST00347,2026-04-20,Emergency,Part_A,F27,Cum explicabo pariatur praesentium placeat architecto.
CUST00349,2025-08-07,Emergency,Part_Fuga,F44,Ad eius dolore qui.
CUST00360,2026-07-27,Emergency,Part_Provident,F64,Voluptates sequi sint fugit iste.
CUST00362,2026-03-25,Emergency,Part_Dolorum,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00363,2025-10-22,Emergency,Part_Corrupti,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00364,2026-03-20,Emergency,Part_Temporibus,F27,Cum explicabo pariatur praesentium placeat architecto.
CUST00365,2026-07-19,Emergency,Part_Tempore,F27,Cum explicabo pariatur praesentium placeat architecto.
CUST00370,2025-10-20,Emergency,Part_A,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00371,2025-10-14,Emergency,Part_In,F73,In ipsum eius sit quis cum in.
CUST00374,2025-12-18,Emergency,Part_A,F16,Modi doloribus iure earum.
CUST00377,2026-06-28,Emergency,Part_Nostrum,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00379,2026-05-20,Emergency,Part_In,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00380,2026-08-04,Emergency,Part_Nostrum,F73,In ipsum eius sit quis cum in.
CUST00381,2025-11-19,Emergency,Part_Quae,F64,Voluptates sequi sint fugit iste.
CUST00382,2026-03-17,Emergency,Part_Cum,F59,Distinctio velit soluta et.
CUST00384,2025-12-17,Emergency,Part_Provident,F69,Id totam itaque eaque doloribus natus ea.
CUST00385,2025-12-18,Emergency,Part_Sunt,F69,Id totam itaque eaque doloribus natus ea.
CUST00386,2025-10-05,Emergency,Part_Tempore,F73,In ipsum eius sit quis cum in.
CUST00388,2026-02-14,Emergency,Part_Sunt,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00389,2026-06-03,Emergency,Part_Culpa,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00391,2026-05-13,Emergency,Part_Temporibus,F69,Id totam itaque eaque doloribus natus ea.
CUST00394,2025-11-05,Emergency,Part_Dolorum,F64,Voluptates sequi sint fugit iste.
CUST00396,2026-02-16,Emergency,Part_Sunt,F44,Ad eius dolore qui.
CUST00397,2026-03-13,Emergency,Part_In,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00398,2025-08-30,Emergency,Part_Vero,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00399,2025-09-11,Emergency,Part_In,F64,Voluptates sequi sint fugit iste.
CUST00400,2026-03-16,Emergency,Part_Nostrum,F27,Nobis rem quas modi voluptate fugiat.
CUST00401,2026-05-27,Emergency,Part_Laboriosam,F78,Occaecati recusandae in aperiam.
CUST00403,2025-08-09,Emergency,Part_Sunt,F27,Cum explicabo pariatur praesentium placeat architecto.
CUST00406,2025-10-17,Emergency,Part_Quidem,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00408,2025-11-21,Emergency,Part_A,F30,Dolor eveniet quisquam animi reprehenderit rem illo.
CUST00410,2026-02-28,Emergency,Part_Quidem,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00415,2026-05-12,Emergency,Part_Provident,F69,Id totam itaque eaque doloribus natus ea.
CUST00416,2025-09-11,Emergency,Part_Quae,F59,Distinctio velit soluta et.
CUST00418,2026-07-28,Emergency,Part_In,F59,Distinctio velit soluta et.
CUST00419,2025-10-26,Emergency,Part_Fugiat,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00421,2026-02-04,Emergency,Part_Provident,F53,Nisi iusto dolorum mollitia velit perspiciatis.
CUST00424,2025-10-14,Emergency,Part_Laboriosam,F92,Culpa vero excepturi at atque.
CUST00425,2025-09-14,Emergency,Part_Temporibus,F16,Modi doloribus iure earum.
CUST00426,2025-10-13,Emergency,Part_Quidem,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00430,2026-01-15,Emergency,Part_Nostrum,F69,Id totam itaque eaque doloribus natus ea.
CUST00431,2025-10-26,Emergency,Part_Laboriosam,F16,Modi doloribus iure earum.
CUST00432,2026-02-19,Emergency,Part_Fuga,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00435,2026-01-09,Emergency,Part_Quae,F78,Occaecati recusandae in aperiam.
CUST00436,2025-09-16,Emergency,Part_Culpa,F16,Modi doloribus iure earum.
CUST00437,2026-05-26,Emergency,Part_Odit,F59,Distinctio velit soluta et.
CUST00440,2026-01-31,Emergency,Part_Odit,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00442,2025-09-15,Emergency,Part_Culpa,F16,Modi doloribus iure earum.
CUST00444,2026-02-12,Emergency,Part_Quidem,F78,Occaecati recusandae in aperiam.
CUST00449,2026-05-04,Emergency,Part_Impedit,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00450,2026-03-08,Emergency,Part_Quae,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00452,2025-08-19,Emergency,Part_Dolore,F64,Voluptates sequi sint fugit iste.
CUST00455,2025-09-17,Emergency,Part_Dolore,F44,Ad eius dolore qui.
CUST00456,2025-12-31,Emergency,Part_A,F30,Dolor eveniet quisquam animi reprehenderit rem illo.
CUST00457,2025-11-22,Emergency,Part_Tempore,F16,Modi doloribus iure earum.
CUST00459,2026-01-28,Emergency,Part_Odit,F44,Ad eius dolore qui.
CUST00460,2026-03-25,Emergency,Part_Culpa,F69,Id totam itaque eaque doloribus natus ea.
CUST00461,2025-12-03,Emergency,Part_Dolore,F30,Dolor eveniet quisquam animi reprehenderit rem illo.
CUST00462,2026-04-27,Emergency,Part_In,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00464,2026-06-26,Emergency,Part_Cum,F78,Occaecati recusandae in aperiam.
CUST00466,2026-01-09,Emergency,Part_Dolorum,F78,Occaecati recusandae in aperiam.
CUST00468,2025-11-24,Emergency,Part_Fugiat,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00471,2026-07-02,Emergency,Part_Dolorum,F30,Dolor eveniet quisquam animi reprehenderit rem illo.
CUST00473,2026-01-17,Emergency,Part_Tempore,F44,Ad eius dolore qui.
CUST00474,2025-10-16,Emergency,Part_Fugiat,F78,Occaecati recusandae in aperiam.
CUST00480,2026-07-17,Emergency,Part_Sunt,F27,Nobis rem quas modi voluptate fugiat.
CUST00481,2026-06-26,Emergency,Part_Fugiat,F82,Assumenda in adipisci dolor magnam ad dicta.
CUST00483,2026-06-11,Emergency,Part_Culpa,F78,Occaecati recusandae in aperiam.
CUST00485,2026-08-03,Emergency,Part_In,F78,Eos occaecati suscipit facere deleniti architecto optio.
CUST00487,2025-10-12,Emergency,Part_Vero,F27,Nobis rem quas modi voluptate fugiat.
CUST00488,2025-08-08,Emergency,Part_Dolorum,F73,In ipsum eius sit quis cum in.
CUST00489,2026-04-22,Emergency,Part_Tempore,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00490,2025-09-13,Emergency,Part_A,F69,Id totam itaque eaque doloribus natus ea.
CUST00494,2026-01-04,Emergency,Part_Temporibus,F11,Incidunt nesciunt facere voluptatum consequuntur laudantium quidem similique.
CUST00498,2026-04-16,Emergency,Part_Fuga,F59,Distinctio velit soluta et.
CUST00500,2026-01-04,Emergency,Part_Laboriosam,F59,Distinctio velit soluta et.
