pay_id,shift_date,productivity
ENG005,2026-07-31,5.87
ENG005,2026-08-03,7.2
ENG005,2026-08-04,5.14
ENG006,2026-07-06,5.71
ENG006,2026-07-07,5.37
ENG006,2026-07-08,4.53
ENG006,2026-07-09,7.2
ENG006,2026-07-10,3.89
ENG006,2026-07-13,7.66
ENG006,2026-07-14,4.34
ENG006,2026-07-15,6.53
ENG006,2026-07-16,7.6
ENG006,2026-07-17,4.57
ENG006,2026-07-20,6.97
ENG006,2026-07-21,6.06
ENG006,2026-07-22,6.86
ENG006,2026-07-23,5.2
ENG006,2026-07-24,5.14
ENG006,2026-07-27,4.11
ENG006,2026-07-28,5.6
ENG006,2026-07-29,4.8
ENG006,2026-07-30,6.63
ENG006,2026-07-31,5.2
ENG006,2026-08-03,4.8
ENG006,2026-08-04,6.06
ENG007,2026-07-06,6.74
ENG007,2026-07-07,8.0
ENG007,2026-07-08,6.29
ENG007,2026-07-09,5.33
ENG007,2026-07-10,7.47
ENG007,2026-07-13,5.6
ENG007,2026-07-14,6.13
ENG007,2026-07-15,7.6
ENG007,2026-07-16,7.73
ENG007,2026-07-17,4.8
ENG007,2026-07-20,7.09
ENG007,2026-07-21,5.03
ENG007,2026-07-22,7.66
ENG007,2026-07-23,7.31
ENG007,2026-07-24,6.97
ENG007,2026-07-27,6.51
ENG007,2026-07-28,3.89
ENG007,2026-07-29,3.77
ENG007,2026-07-30,5.83
ENG007,2026-07-31,7.43
ENG007,2026-08-01,6.27
ENG007,2026-08-03,6.86
ENG007,2026-08-04,6.4
ENG008,2026-07-06,6.63
ENG008,2026-07-07,3.66
ENG008,2026-07-08,5.94
ENG008,2026-07-09,4.8
ENG008,2026-07-10,3.77
ENG008,2026-07-11,3.66
ENG008,2026-07-13,6.06
ENG008,2026-07-14,5.83
ENG008,2026-07-15,4.91
ENG008,2026-07-16,4.34
ENG008,2026-07-17,4.4
ENG008,2026-07-20,5.6
ENG008,2026-07-21,6.06
ENG008,2026-07-22,3.89
ENG008,2026-07-23,6.97
ENG008,2026-07-24,7.2
ENG008,2026-07-27,7.07
ENG008,2026-07-28,5.71
ENG008,2026-07-29,6.0
ENG008,2026-07-30,7.77
ENG008,2026-07-31,7.43
ENG008,2026-08-03,4.8
ENG008,2026-08-04,7.89
ENG009,2026-07-06,5.71
ENG009,2026-07-07,7.89
ENG009,2026-07-08,4.23
ENG009,2026-07-09,5.73
ENG009,2026-07-10,7.66
ENG009,2026-07-13,4.23
ENG009,2026-07-14,6.97
ENG009,2026-07-15,5.71
ENG009,2026-07-16,5.83
ENG009,2026-07-17,5.2
ENG009,2026-07-20,4.67
ENG009,2026-07-21,6.97
ENG009,2026-07-22,6.17
ENG009,2026-07-23,7.87
ENG009,2026-07-24,6.4
ENG009,2026-07-27,7.66
ENG009,2026-07-28,7.31
ENG009,2026-07-29,4.11
ENG009,2026-07-30,5.03
ENG009,2026-07-31,5.49
ENG009,2026-08-03,6.86
ENG009,2026-08-04,7.89
ENG010,2026-07-06,7.09
ENG010,2026-07-07,6.97
ENG010,2026-07-08,6.8
ENG010,2026-07-09,6.74
ENG010,2026-07-10,5.14
ENG010,2026-07-13,5.94
ENG010,2026-07-14,4.8
ENG010,2026-07-15,7.31
ENG010,2026-07-16,4.93
ENG010,2026-07-17,5.6
ENG010,2026-07-20,3.66
ENG010,2026-07-21,6.63
ENG010,2026-07-22,5.6
ENG010,2026-07-23,6.17
ENG010,2026-07-24,3.89
ENG010,2026-07-27,7.66
ENG010,2026-07-28,4.53
ENG010,2026-07-29,4.91
ENG010,2026-07-30,5.37
ENG010,2026-07-31,4.67
ENG010,2026-08-03,4.93
ENG010,2026-08-04,6.97
ENG011,2026-07-06,5.83
ENG011,2026-07-07,3.54
ENG011,2026-07-08,3.77
ENG011,2026-07-09,6.63
ENG011,2026-07-10,7.31
ENG011,2026-07-11,7.43
ENG011,2026-07-13,5.49
ENG011,2026-07-14,6.51
ENG011,2026-07-15,4.57
ENG011,2026-07-16,3.54
ENG011,2026-07-17,5.6
ENG011,2026-07-20,6.13
ENG011,2026-07-21,5.71
ENG011,2026-07-22,5.73
ENG011,2026-07-23,6.0
ENG011,2026-07-24,7.09
ENG011,2026-07-27,6.74
ENG011,2026-07-28,7.89
ENG011,2026-07-29,5.83
ENG011,2026-07-30,7.31
ENG011,2026-07-31,7.73
ENG011,2026-08-02,6.97
ENG011,2026-08-03,4.69
ENG011,2026-08-04,7.43
ENG012,2026-07-06,6.4
ENG012,2026-07-07,6.53
ENG012,2026-07-08,5.83
ENG012,2026-07-09,7.2
ENG012,2026-07-10,3.54
ENG012,2026-07-13,3.54
ENG012,2026-07-14,5.37
ENG012,2026-07-15,4.46
ENG012,2026-07-16,4.91
ENG012,2026-07-17,6.51
ENG012,2026-07-20,7.43
ENG012,2026-07-21,4.11
ENG012,2026-07-22,4.34
ENG012,2026-07-23,4.13
ENG012,2026-07-24,7.31
ENG012,2026-07-27,4.91
ENG012,2026-07-28,4.46
ENG012,2026-07-29,4.8
ENG012,2026-07-30,4.69
ENG012,2026-07-31,4.46
ENG012,2026-08-03,5.49
ENG012,2026-08-04,5.14
ENG013,2026-07-06,6.86
ENG013,2026-07-07,5.14
ENG013,2026-07-08,5.26
ENG013,2026-07-09,5.14
ENG013,2026-07-10,3.89
ENG013,2026-07-12,4.0
ENG013,2026-07-13,4.0
ENG013,2026-07-14,6.17
ENG013,2026-07-15,4.91
ENG013,2026-07-16,8.0
ENG013,2026-07-17,5.03
ENG013,2026-07-20,3.43
ENG013,2026-07-21,5.26
ENG013,2026-07-22,5.03
ENG013,2026-07-23,7.2
ENG013,2026-07-24,7.31
ENG013,2026-07-26,6.53
ENG013,2026-07-27,5.6
ENG013,2026-07-28,4.69
ENG013,2026-07-29,4.91
ENG013,2026-07-30,4.93
ENG013,2026-07-31,4.0
ENG013,2026-08-03,3.66
ENG013,2026-08-04,7.43
ENG014,2026-07-06,5.14
ENG014,2026-07-07,4.11
ENG014,2026-07-08,7.73
ENG014,2026-07-09,6.86
ENG014,2026-07-10,4.23
ENG014,2026-07-11,4.67
ENG014,2026-07-13,6.29
ENG014,2026-07-14,4.69
ENG014,2026-07-15,6.97
ENG014,2026-07-16,7.54
ENG014,2026-07-17,7.47
ENG014,2026-07-18,5.47
ENG014,2026-07-20,4.11
ENG014,2026-07-21,7.6
ENG014,2026-07-22,8.0
ENG014,2026-07-23,5.87
ENG014,2026-07-24,7.31
ENG014,2026-07-27,6.29
ENG014,2026-07-28,5.6
ENG014,2026-07-29,4.0
ENG014,2026-07-30,5.14
ENG014,2026-07-31,6.74
ENG014,2026-08-03,4.34
ENG014,2026-08-04,4.0
ENG015,2026-07-06,4.46
ENG015,2026-07-07,4.4
ENG015,2026-07-08,7.43
ENG015,2026-07-09,4.93
ENG015,2026-07-10,6.67
ENG015,2026-07-12,5.83
ENG015,2026-07-13,7.43
ENG015,2026-07-14,4.0
ENG015,2026-07-15,6.4
ENG015,2026-07-16,7.66
ENG015,2026-07-17,7.6
ENG015,2026-07-20,4.67
ENG015,2026-07-21,4.13
ENG015,2026-07-22,4.11
ENG015,2026-07-23,6.06
ENG015,2026-07-24,5.03
ENG015,2026-07-26,5.49
ENG015,2026-07-27,6.29
ENG015,2026-07-28,4.0
ENG015,2026-07-29,6.97
ENG015,2026-07-30,4.91
ENG015,2026-07-31,4.57
ENG015,2026-08-01,5.94
ENG015,2026-08-03,5.03
ENG015,2026-08-04,3.77
ENG016,2026-07-06,6.4
ENG016,2026-07-07,4.0
ENG016,2026-07-08,5.49
ENG016,2026-07-09,6.27
ENG016,2026-07-10,7.43
ENG016,2026-07-13,3.77
ENG016,2026-07-14,5.71
ENG016,2026-07-15,7.77
ENG016,2026-07-16,4.34
ENG016,2026-07-17,4.46
ENG016,2026-07-20,6.17
ENG016,2026-07-21,7.47
ENG016,2026-07-22,7.09
ENG016,2026-07-23,4.46
ENG016,2026-07-24,5.83
ENG016,2026-07-27,6.53
ENG016,2026-07-28,7.31
ENG016,2026-07-29,4.11
ENG016,2026-07-30,6.17
ENG016,2026-07-31,4.69
ENG016,2026-08-01,4.8
ENG016,2026-08-02,7.54
ENG016,2026-08-03,4.0
ENG016,2026-08-04,3.43
ENG017,2026-07-06,5.94
ENG017,2026-07-07,7.66
ENG017,2026-07-08,7.77
ENG017,2026-07-09,5.6
ENG017,2026-07-10,7.33
ENG017,2026-07-12,4.57
ENG017,2026-07-13,6.4
ENG017,2026-07-14,4.34
ENG017,2026-07-15,3.77
ENG017,2026-07-16,4.69
ENG017,2026-07-17,4.0
ENG017,2026-07-19,5.73
ENG017,2026-07-20,6.86
ENG017,2026-07-21,4.53
ENG017,2026-07-22,3.89
ENG017,2026-07-23,5.6
ENG017,2026-07-24,4.8
ENG017,2026-07-27,3.77
ENG017,2026-07-28,7.54
ENG017,2026-07-29,4.69
ENG017,2026-07-30,5.14
ENG017,2026-07-31,4.0
ENG017,2026-08-03,6.63
ENG017,2026-08-04,6.86
ENG018,2026-07-06,3.89
ENG018,2026-07-07,6.17
ENG018,2026-07-08,5.14
ENG018,2026-07-09,6.51
ENG018,2026-07-10,7.89
ENG018,2026-07-13,4.69
ENG018,2026-07-14,4.69
ENG018,2026-07-15,5.71
ENG018,2026-07-16,7.2
ENG018,2026-07-17,3.77
ENG018,2026-07-19,5.71
ENG018,2026-07-20,6.51
ENG018,2026-07-21,7.07
ENG018,2026-07-22,5.94
ENG018,2026-07-23,5.14
ENG018,2026-07-24,7.66
ENG018,2026-07-27,7.09
ENG018,2026-07-28,6.06
ENG018,2026-07-29,7.07
ENG018,2026-07-30,6.51
ENG018,2026-07-31,5.37
ENG018,2026-08-03,7.09
ENG018,2026-08-04,6.06
ENG019,2026-07-06,7.77
ENG019,2026-07-07,6.29
ENG019,2026-07-08,6.51
ENG019,2026-07-09,6.27
ENG019,2026-07-10,7.73
ENG019,2026-07-12,6.74
ENG019,2026-07-13,4.57
ENG019,2026-07-14,5.03
ENG019,2026-07-15,4.57
ENG019,2026-07-16,3.66
ENG019,2026-07-17,8.0
ENG019,2026-07-20,6.97
ENG019,2026-07-21,4.91
ENG019,2026-07-22,5.03
ENG019,2026-07-23,7.31
ENG019,2026-07-24,4.91
ENG019,2026-07-27,4.46
ENG019,2026-07-28,3.89
ENG019,2026-07-29,6.4
ENG019,2026-07-30,5.71
ENG019,2026-07-31,5.47
ENG019,2026-08-03,7.09
ENG019,2026-08-04,6.86
ENG020,2026-07-06,4.91
ENG020,2026-07-07,6.27
ENG020,2026-07-08,6.63
ENG020,2026-07-09,6.86
ENG020,2026-07-10,5.26
ENG020,2026-07-13,6.4
ENG020,2026-07-14,5.26
ENG020,2026-07-15,6.74
ENG020,2026-07-16,5.26
ENG020,2026-07-17,3.89
ENG020,2026-07-18,7.43
ENG020,2026-07-20,3.77
ENG020,2026-07-21,5.49
ENG020,2026-07-22,6.13
ENG020,2026-07-23,4.69
ENG020,2026-07-24,7.2
ENG020,2026-07-25,4.46
ENG020,2026-07-27,3.43
ENG020,2026-07-28,3.54
ENG020,2026-07-29,7.31
ENG020,2026-07-30,5.94
ENG020,2026-07-31,5.26
ENG020,2026-08-01,6.29
ENG020,2026-08-02,6.86
ENG020,2026-08-03,7.89
ENG020,2026-08-04,4.69
ENG021,2026-07-06,7.54
ENG021,2026-07-07,4.91
ENG021,2026-07-08,7.77
ENG021,2026-07-09,7.47
ENG021,2026-07-10,4.57
ENG021,2026-07-13,6.97
ENG021,2026-07-14,5.6
ENG021,2026-07-15,7.09
ENG021,2026-07-16,6.74
ENG021,2026-07-17,6.4
ENG021,2026-07-19,6.06
ENG021,2026-07-20,6.53
ENG021,2026-07-21,5.37
ENG021,2026-07-22,4.23
ENG021,2026-07-23,5.94
ENG021,2026-07-24,5.33
ENG021,2026-07-25,6.67
ENG021,2026-07-27,6.06
ENG021,2026-07-28,6.74
ENG021,2026-07-29,5.71
ENG021,2026-07-30,7.77
ENG021,2026-07-31,4.46
ENG021,2026-08-03,4.91
ENG021,2026-08-04,7.43
ENG022,2026-07-06,4.11
ENG022,2026-07-07,6.51
ENG022,2026-07-08,3.43
ENG022,2026-07-09,6.63
ENG022,2026-07-10,4.0
ENG022,2026-07-11,5.83
ENG022,2026-07-13,4.57
ENG022,2026-07-14,6.86
ENG022,2026-07-15,4.67
ENG022,2026-07-16,5.71
ENG022,2026-07-17,4.4
ENG022,2026-07-18,7.77
ENG022,2026-07-20,6.63
ENG022,2026-07-21,5.33
ENG022,2026-07-22,5.47
ENG022,2026-07-23,7.43
ENG022,2026-07-24,4.23
ENG022,2026-07-27,6.29
ENG022,2026-07-28,6.86
ENG022,2026-07-29,3.54
ENG022,2026-07-30,7.89
ENG022,2026-07-31,5.47
ENG022,2026-08-02,3.43
ENG022,2026-08-03,3.54
ENG022,2026-08-04,6.06
ENG023,2026-07-06,7.77
ENG023,2026-07-07,6.53
ENG023,2026-07-08,4.93
ENG023,2026-07-09,7.43
ENG023,2026-07-10,6.17
ENG023,2026-07-12,7.43
ENG023,2026-07-13,4.53
ENG023,2026-07-14,3.54
ENG023,2026-07-15,6.13
ENG023,2026-07-16,7.77
ENG023,2026-07-17,4.8
ENG023,2026-07-20,6.13
ENG023,2026-07-21,5.71
ENG023,2026-07-22,8.0
ENG023,2026-07-23,7.77
ENG023,2026-07-24,5.94
ENG023,2026-07-27,6.27
ENG023,2026-07-28,5.14
ENG023,2026-07-29,7.2
ENG023,2026-07-30,5.6
ENG023,2026-07-31,7.66
ENG023,2026-08-01,7.54
ENG023,2026-08-03,3.89
ENG023,2026-08-04,6.51
ENG024,2026-07-06,5.83
ENG024,2026-07-07,5.83
ENG024,2026-07-08,5.94
ENG024,2026-07-09,4.91
ENG024,2026-07-10,4.34
ENG024,2026-07-11,5.37
ENG024,2026-07-13,4.4
ENG024,2026-07-14,6.17
ENG024,2026-07-15,8.0
ENG024,2026-07-16,6.97
ENG024,2026-07-17,5.83
ENG024,2026-07-19,6.06
ENG024,2026-07-20,5.94
ENG024,2026-07-21,6.86
ENG024,2026-07-22,3.66
ENG024,2026-07-23,4.34
ENG024,2026-07-24,3.66
ENG024,2026-07-25,6.86
ENG024,2026-07-27,5.47
ENG024,2026-07-28,7.54
ENG024,2026-07-29,7.73
ENG024,2026-07-30,6.63
ENG024,2026-07-31,4.8
ENG024,2026-08-03,7.73
ENG024,2026-08-04,6.63
ENG025,2026-07-06,3.43
ENG025,2026-07-07,7.2
ENG025,2026-07-08,7.89
ENG025,2026-07-09,7.2
ENG025,2026-07-10,7.31
ENG025,2026-07-13,6.51
ENG025,2026-07-14,5.37
ENG025,2026-07-15,7.43
ENG025,2026-07-16,4.34
ENG025,2026-07-17,6.74
ENG025,2026-07-20,5.37
ENG025,2026-07-21,7.54
ENG025,2026-07-22,5.71
ENG025,2026-07-23,6.29
ENG025,2026-07-24,6.63
ENG025,2026-07-27,6.4
ENG025,2026-07-28,7.6
ENG025,2026-07-29,4.23
ENG025,2026-07-30,7.77
ENG025,2026-07-31,6.51
ENG025,2026-08-01,5.83
ENG025,2026-08-03,3.89
ENG025,2026-08-04,7.33
ENG026,2026-07-06,7.77
ENG026,2026-07-07,5.71
ENG026,2026-07-08,8.0
ENG026,2026-07-09,3.89
ENG026,2026-07-10,7.2
ENG026,2026-07-13,4.57
ENG026,2026-07-14,5.49
ENG026,2026-07-15,6.4
ENG026,2026-07-16,7.73
ENG026,2026-07-17,4.34
ENG026,2026-07-20,7.77
ENG026,2026-07-21,7.77
ENG026,2026-07-22,5.03
ENG026,2026-07-23,6.4
ENG026,2026-07-24,4.11
ENG026,2026-07-27,4.8
ENG026,2026-07-28,5.49
ENG026,2026-07-29,3.77
ENG026,2026-07-30,5.83
ENG026,2026-07-31,4.11
ENG026,2026-08-01,6.8
ENG026,2026-08-03,6.29
ENG026,2026-08-04,7.73
ENG027,2026-07-06,4.11
ENG027,2026-07-07,4.93
ENG027,2026-07-08,6.06
ENG027,2026-07-09,6.97
ENG027,2026-07-10,4.93
ENG027,2026-07-13,6.53
ENG027,2026-07-14,7.66
ENG027,2026-07-15,4.69
ENG027,2026-07-16,5.49
ENG027,2026-07-17,6.51
ENG027,2026-07-20,5.49
ENG027,2026-07-21,4.11
ENG027,2026-07-22,5.03
ENG027,2026-07-23,6.53
ENG027,2026-07-24,7.87
ENG027,2026-07-25,5.14
ENG027,2026-07-27,4.11
ENG027,2026-07-28,6.63
ENG027,2026-07-29,4.46
ENG027,2026-07-30,7.31
ENG027,2026-07-31,7.77
ENG027,2026-08-03,5.49
ENG027,2026-08-04,5.14
ENG028,2026-07-06,5.26
ENG028,2026-07-07,4.34
ENG028,2026-07-08,4.34
ENG028,2026-07-09,7.47
ENG028,2026-07-10,6.29
ENG028,2026-07-11,6.97
ENG028,2026-07-13,4.46
ENG028,2026-07-14,4.4
ENG028,2026-07-15,4.8
ENG028,2026-07-16,6.97
ENG028,2026-07-17,3.66
ENG028,2026-07-20,5.6
ENG028,2026-07-21,4.23
ENG028,2026-07-22,6.63
ENG028,2026-07-23,6.51
ENG028,2026-07-24,6.86
ENG028,2026-07-27,6.97
ENG028,2026-07-28,5.6
ENG028,2026-07-29,7.43
ENG028,2026-07-30,7.73
ENG028,2026-07-31,7.66
ENG028,2026-08-03,6.51
ENG028,2026-08-04,3.77
ENG029,2026-07-06,7.47
ENG029,2026-07-07,7.47
ENG029,2026-07-08,7.54
ENG029,2026-07-09,4.11
ENG029,2026-07-10,7.31
ENG029,2026-07-12,7.2
ENG029,2026-07-13,6.63
ENG029,2026-07-14,3.89
ENG029,2026-07-15,7.54
ENG029,2026-07-16,5.6
ENG029,2026-07-17,6.29
ENG029,2026-07-20,7.89
ENG029,2026-07-21,7.54
ENG029,2026-07-22,6.51
ENG029,2026-07-23,5.73
ENG029,2026-07-24,4.0
ENG029,2026-07-27,4.13
ENG029,2026-07-28,7.2
ENG029,2026-07-29,6.06
ENG029,2026-07-30,7.6
ENG029,2026-07-31,7.77
ENG029,2026-08-02,7.43
ENG029,2026-08-03,4.53
ENG029,2026-08-04,5.26
ENG030,2026-07-06,8.0
ENG030,2026-07-07,6.51
ENG030,2026-07-08,4.91
ENG030,2026-07-09,7.77
ENG030,2026-07-10,6.4
ENG030,2026-07-13,5.37
ENG030,2026-07-14,7.47
ENG030,2026-07-15,5.07
ENG030,2026-07-16,7.66
ENG030,2026-07-17,7.54
ENG030,2026-07-20,5.49
ENG030,2026-07-21,3.66
ENG030,2026-07-22,6.86
ENG030,2026-07-23,3.77
ENG030,2026-07-24,4.0
ENG030,2026-07-25,6.74
ENG030,2026-07-27,7.54
ENG030,2026-07-28,3.54
ENG030,2026-07-29,6.63
ENG030,2026-07-30,7.09
ENG030,2026-07-31,6.97
ENG030,2026-08-03,6.74
ENG030,2026-08-04,5.71
