customer_id,property_type,number_of_floors,rooms,have_gas_pipeline,external_or_internal_electricity_source,property_built_date
CUST00129,Bungalow,4,8,Yes,Company Provided,2022-11-21
CUST00130,Detached,1,6,Yes,Solar,1990-05-08
CUST00131,Detached,2,6,No,Company Provided,2011-07-09
CUST00132,Bungalow,2,5,No,Solar,2015-12-13
CUST00133,Flat,3,7,No,Solar,1988-11-03
CUST00134,Flat,2,5,Yes,Solar,2013-02-25
CUST00135,Detached,3,5,Yes,Company Provided,2002-05-27
CUST00136,Detached,4,3,Yes,Solar,1983-06-17
CUST00137,Terraced,3,4,No,Solar,1991-05-19
CUST00138,Detached,2,7,Yes,Company Provided,2021-07-09
CUST00139,Semi-Detached,4,6,Yes,Solar,2012-04-13
CUST00140,Semi-Detached,3,3,Yes,Grid + Solar,2014-11-12
CUST00141,Semi-Detached,2,2,Yes,Company Provided,1980-02-06
CUST00142,Detached,1,6,No,Grid + Solar,1997-03-23
CUST00143,Semi-Detached,2,6,No,Solar,1998-06-24
CUST00144,Terraced,1,7,Yes,Company Provided,1998-05-21
CUST00145,Flat,4,7,No,Grid + Solar,1999-01-15
CUST00146,Detached,1,7,No,Grid + Solar,1988-02-11
CUST00147,Bungalow,4,7,No,Solar,1985-12-13
CUST00148,Bungalow,4,8,No,Company Provided,2012-10-23
CUST00149,Bungalow,3,8,Yes,Grid + Solar,1983-11-16
CUST00150,Terraced,1,2,Yes,Solar,2007-10-30
CUST00151,Detached,1,2,No,Grid + Solar,2008-12-26
CUST00152,Bungalow,2,7,No,Company Provided,1990-12-24
CUST00153,Flat,3,5,No,Solar,1990-09-09
CUST00154,Detached,2,4,Yes,Solar,1999-03-03
CUST00155,Terraced,3,6,Yes,Solar,2017-10-10
CUST00156,Flat,3,8,No,Solar,2021-07-21
CUST00157,Terraced,1,8,No,Grid + Solar,1998-02-22
CUST00158,Bungalow,4,6,No,Grid + Solar,2007-02-20
CUST00159,Bungalow,4,8,No,Solar,2002-10-23
CUST00160,Terraced,1,5,Yes,Solar,1994-11-23
CUST00161,Flat,1,5,No,Solar,1993-05-17
CUST00162,Bungalow,2,6,Yes,Solar,2002-06-12
CUST00163,Bungalow,4,5,Yes,Grid + Solar,2003-09-11
CUST00164,Terraced,4,6,No,Grid + Solar,1990-03-11
CUST00165,Terraced,1,3,No,Company Provided,2022-05-22
CUST00166,Flat,2,5,Yes,Grid + Solar,2017-04-13
CUST00167,Flat,4,5,No,Solar,1987-11-30
CUST00168,Semi-Detached,4,6,No,Grid + Solar,1991-09-13
CUST00169,Flat,1,7,Yes,Solar,2000-01-26
CUST00170,Semi-Detached,2,8,No,Grid + Solar,1990-09-02
CUST00171,Bungalow,3,6,Yes,Solar,1978-02-17
CUST00172,Semi-Detached,2,7,No,Company Provided,2008-01-14
CUST00173,Flat,3,7,No,Solar,2003-01-20
CUST00174,Bungalow,4,3,No,Company Provided,2007-09-24
CUST00175,Flat,1,2,Yes,Solar,2000-07-18
CUST00176,Terraced,2,2,No,Grid + Solar,2001-12-30
CUST00177,Bungalow,2,6,No,Company Provided,1987-12-13
CUST00178,Detached,1,4,No,Solar,2002-09-20
CUST00179,Flat,3,7,Yes,Grid + Solar,2015-01-26
CUST00180,Flat,3,8,Yes,Company Provided,2013-07-20
CUST00181,Flat,3,7,Yes,Company Provided,1982-07-06
CUST00182,Terraced,3,3,No,Grid + Solar,1990-08-27
CUST00183,Detached,4,6,No,Grid + Solar,2011-08-07
CUST00184,Bungalow,2,8,Yes,Grid + Solar,2009-11-25
CUST00185,Flat,1,4,Yes,Company Provided,2007-07-15
CUST00186,Detached,1,4,No,Solar,1991-06-02
CUST00187,Flat,2,4,Yes,Solar,2023-01-15
CUST00188,Terraced,4,3,Yes,Company Provided,1990-05-12
CUST00189,Detached,1,3,Yes,Grid + Solar,2019-03-02
CUST00190,Bungalow,4,2,No,Company Provided,2016-12-28
CUST00191,Semi-Detached,2,3,Yes,Solar,1992-03-04
CUST00192,Terraced,1,3,Yes,Solar,1981-04-01
CUST00193,Terraced,4,7,Yes,Grid + Solar,1991-05-18
CUST00194,Semi-Detached,2,4,No,Solar,2020-06-17
CUST00195,Detached,2,3,Yes,Company Provided,2017-11-23
CUST00196,Semi-Detached,4,4,No,Solar,2020-01-06
CUST00197,Terraced,2,2,Yes,Solar,2008-08-24
CUST00198,Detached,4,2,Yes,Company Provided,2024-05-08
CUST00199,Bungalow,3,8,Yes,Company Provided,1987-03-02
CUST00200,Flat,4,2,No,Grid + Solar,2007-06-12
CUST00201,Flat,4,6,No,Company Provided,2012-03-08
CUST00202,Flat,3,5,No,Solar,1995-02-07
CUST00203,Flat,3,8,Yes,Company Provided,1983-08-06
CUST00204,Terraced,2,3,Yes,Grid + Solar,2001-05-12
CUST00205,Flat,1,2,Yes,Company Provided,1995-01-20
CUST00206,Detached,2,6,Yes,Company Provided,1981-04-14
CUST00207,Flat,4,7,No,Company Provided,1993-02-06
CUST00208,Detached,4,8,Yes,Company Provided,2000-03-02
CUST00209,Semi-Detached,1,8,No,Solar,2010-01-28
CUST00210,Detached,4,5,No,Company Provided,1985-09-05
CUST00211,Detached,3,4,Yes,Company Provided,1998-03-28
CUST00212,Bungalow,4,3,Yes,Company Provided,2004-04-03
CUST00213,Detached,1,5,No,Company Provided,2023-04-12
CUST00214,Detached,1,3,Yes,Grid + Solar,1979-12-04
CUST00215,Detached,4,3,No,Solar,1984-11-09
CUST00216,Detached,1,7,No,Grid + Solar,1990-01-19
CUST00217,Bungalow,2,5,No,Company Provided,2006-01-26
CUST00218,Semi-Detached,2,2,No,Company Provided,1978-12-14
CUST00219,Terraced,4,8,Yes,Grid + Solar,1990-03-02
CUST00220,Bungalow,3,5,No,Solar,2000-01-03
CUST00221,Flat,3,7,Yes,Company Provided,2008-09-09
CUST00222,Terraced,4,8,Yes,Company Provided,2000-09-26
CUST00223,Semi-Detached,4,3,No,Grid + Solar,1986-04-06
CUST00224,Terraced,4,3,Yes,Company Provided,1977-12-13
CUST00225,Terraced,3,8,No,Grid + Solar,1986-08-24
CUST00226,Terraced,2,8,No,Grid + Solar,1985-11-17
CUST00227,Bungalow,2,8,Yes,Grid + Solar,2002-05-05
CUST00228,Flat,2,7,Yes,Grid + Solar,2018-03-13
CUST00229,Terraced,4,4,Yes,Solar,2019-11-20
CUST00230,Bungalow,3,4,Yes,Solar,2002-11-09
CUST00231,Semi-Detached,2,2,No,Grid + Solar,2020-11-21
CUST00232,Flat,1,6,Yes,Solar,1999-11-08
CUST00233,Detached,4,3,No,Grid + Solar,2017-12-02
CUST00234,Semi-Detached,3,5,No,Solar,1983-02-14
CUST00235,Bungalow,3,5,Yes,Company Provided,2009-04-12
CUST00236,Detached,1,5,No,Company Provided,2009-11-16
CUST00237,Flat,4,2,Yes,Grid + Solar,2006-07-08
CUST00238,Terraced,3,3,Yes,Solar,1980-09-28
CUST00239,Flat,2,4,No,Solar,2015-06-26
CUST00240,Semi-Detached,1,6,Yes,Company Provided,1990-05-02
CUST00241,Bungalow,1,7,Yes,Grid + Solar,2011-12-16
CUST00242,Terraced,4,7,Yes,Grid + Solar,2004-07-21
CUST00243,Bungalow,2,8,No,Grid + Solar,2022-12-03
CUST00244,Detached,1,7,Yes,Company Provided,1977-12-20
CUST00245,Detached,3,7,Yes,Solar,1994-12-05
CUST00246,Terraced,4,7,Yes,Company Provided,1981-01-21
CUST00247,Terraced,3,3,Yes,Solar,2007-08-28
CUST00248,Semi-Detached,1,8,Yes,Company Provided,2017-01-07
CUST00249,Bungalow,1,8,Yes,Solar,2002-11-25
CUST00250,Detached,2,7,No,Grid + Solar,2023-01-07
CUST00251,Flat,2,8,Yes,Company Provided,2000-04-28
CUST00252,Detached,2,6,No,Solar,2020-08-23
CUST00253,Flat,4,4,Yes,Solar,1986-10-18
CUST00254,Detached,3,6,Yes,Grid + Solar,1994-04-01
CUST00255,Detached,2,2,No,Solar,2011-02-12
CUST00256,Semi-Detached,4,2,No,Grid + Solar,2022-11-06
CUST00257,Detached,4,2,Yes,Solar,2008-02-25
CUST00258,Bungalow,4,6,Yes,Grid + Solar,2004-09-14
CUST00259,Flat,3,4,No,Company Provided,2019-07-15
CUST00260,Semi-Detached,3,7,No,Grid + Solar,2006-02-08
CUST00261,Bungalow,4,7,No,Solar,1977-10-24
CUST00262,Terraced,2,8,Yes,Grid + Solar,1987-12-17
CUST00263,Bungalow,3,7,Yes,Solar,1989-06-01
CUST00264,Semi-Detached,3,5,Yes,Grid + Solar,2002-02-15
CUST00265,Semi-Detached,3,2,No,Solar,1985-01-01
CUST00266,Bungalow,3,2,No,Grid + Solar,2018-12-22
CUST00267,Terraced,3,4,No,Company Provided,1990-03-09
CUST00268,Semi-Detached,2,2,No,Solar,1992-07-20
CUST00269,Bungalow,4,5,Yes,Solar,1994-01-03
CUST00270,Detached,2,7,Yes,Grid + Solar,2005-08-01
CUST00271,Detached,1,3,No,Grid + Solar,1982-12-02
CUST00272,Detached,1,7,Yes,Grid + Solar,2023-12-20
CUST00273,Bungalow,1,4,No,Solar,2000-12-30
CUST00274,Terraced,1,6,Yes,Company Provided,2015-11-01
CUST00275,Bungalow,2,3,Yes,Company Provided,1986-09-16
CUST00276,Detached,3,2,Yes,Grid + Solar,1992-12-26
CUST00277,Flat,4,4,No,Grid + Solar,2007-02-01
CUST00278,Semi-Detached,4,4,No,Company Provided,2013-12-16
CUST00279,Flat,1,3,Yes,Solar,1980-04-15
CUST00280,Bungalow,1,8,No,Grid + Solar,1976-09-28
CUST00281,Flat,1,5,No,Grid + Solar,1993-11-24
CUST00282,Flat,3,2,Yes,Solar,2019-09-08
CUST00283,Detached,3,2,No,Grid + Solar,2009-06-16
CUST00284,Bungalow,3,5,Yes,Grid + Solar,2010-11-24
CUST00285,Semi-Detached,2,3,Yes,Solar,2004-09-05
CUST00286,Bungalow,2,7,No,Company Provided,2022-05-07
CUST00287,Bungalow,4,6,Yes,Grid + Solar,2015-06-05
CUST00288,Bungalow,2,8,Yes,Grid + Solar,1980-03-15
CUST00289,Flat,4,3,Yes,Company Provided,1978-10-16
CUST00290,Detached,4,7,Yes,Grid + Solar,2023-10-01
CUST00291,Bungalow,1,5,Yes,Solar,1991-12-11
CUST00292,Semi-Detached,1,7,Yes,Grid + Solar,1995-08-03
CUST00293,Flat,3,4,No,Grid + Solar,1998-07-20
CUST00294,Semi-Detached,3,6,No,Solar,2012-01-08
CUST00295,Semi-Detached,1,3,No,Solar,1996-07-27
CUST00296,Flat,4,2,Yes,Solar,2018-11-11
CUST00297,Flat,4,2,Yes,Grid + Solar,2011-08-05
CUST00298,Bungalow,2,7,Yes,Solar,2012-11-16
CUST00299,Detached,1,6,No,Grid + Solar,2007-11-05
CUST00300,Flat,4,6,Yes,Solar,2007-04-17
CUST00301,Bungalow,3,6,No,Grid + Solar,2000-12-07
CUST00302,Detached,3,2,No,Grid + Solar,1985-11-15
CUST00303,Terraced,2,4,Yes,Solar,2015-07-26
CUST00304,Semi-Detached,4,7,Yes,Company Provided,1987-07-19
CUST00305,Detached,1,2,No,Grid + Solar,1981-07-28
CUST00306,Semi-Detached,3,5,Yes,Grid + Solar,1981-05-06
CUST00307,Flat,2,5,Yes,Grid + Solar,1976-12-03
CUST00308,Terraced,3,6,No,Company Provided,2006-11-25
CUST00309,Flat,3,4,No,Solar,2019-03-27
CUST00310,Flat,2,3,Yes,Solar,2014-02-16
CUST00311,Flat,1,7,Yes,Company Provided,2011-04-30
CUST00312,Terraced,3,4,Yes,Solar,2015-02-05
CUST00313,Flat,1,5,No,Solar,2011-11-02
CUST00314,Semi-Detached,3,4,No,Grid + Solar,2015-05-24
CUST00315,Flat,2,3,Yes,Company Provided,2000-01-27
CUST00316,Detached,1,2,No,Grid + Solar,1986-10-26
CUST00317,Detached,4,4,Yes,Company Provided,2009-03-11
CUST00318,Terraced,3,8,No,Solar,1985-10-05
CUST00319,Terraced,4,6,Yes,Company Provided,2025-07-23
CUST00320,Flat,1,7,No,Solar,2016-03-29
CUST00321,Flat,2,3,No,Solar,1983-12-25
CUST00322,Semi-Detached,1,3,Yes,Solar,1982-12-08
CUST00323,Terraced,1,3,Yes,Grid + Solar,2005-10-13
CUST00324,Semi-Detached,1,3,Yes,Solar,1992-06-01
CUST00325,Terraced,1,8,Yes,Company Provided,2021-02-18
CUST00326,Detached,1,8,Yes,Solar,2001-06-23
CUST00327,Detached,1,4,No,Grid + Solar,2009-07-06
CUST00328,Bungalow,1,5,Yes,Company Provided,1991-03-10
CUST00329,Semi-Detached,4,2,No,Grid + Solar,2008-09-09
CUST00330,Bungalow,3,8,No,Grid + Solar,2021-03-31
CUST00331,Bungalow,4,3,Yes,Grid + Solar,1978-11-18
CUST00332,Detached,2,5,No,Solar,2003-10-10
CUST00333,Bungalow,2,4,Yes,Grid + Solar,2000-03-28
CUST00334,Detached,1,2,Yes,Company Provided,1983-11-03
CUST00335,Detached,3,3,Yes,Company Provided,2009-07-03
CUST00336,Bungalow,1,7,Yes,Solar,2022-08-28
CUST00337,Semi-Detached,2,6,Yes,Grid + Solar,1981-10-07
CUST00338,Semi-Detached,4,6,No,Grid + Solar,1993-01-24
CUST00339,Terraced,4,8,No,Grid + Solar,1977-01-16
CUST00340,Flat,4,2,Yes,Solar,1995-09-01
CUST00341,Detached,1,5,No,Company Provided,1984-10-13
CUST00342,Detached,3,8,No,Company Provided,1994-04-07
CUST00343,Detached,3,4,No,Solar,2005-02-10
CUST00344,Terraced,2,3,Yes,Grid + Solar,2014-05-21
CUST00345,Terraced,1,5,Yes,Grid + Solar,2019-07-05
CUST00346,Bungalow,2,5,No,Grid + Solar,1980-09-05
CUST00347,Bungalow,1,2,No,Solar,2014-07-13
CUST00348,Flat,1,8,Yes,Company Provided,2022-05-28
CUST00349,Terraced,1,4,Yes,Solar,2019-07-21
CUST00350,Bungalow,2,7,Yes,Solar,2006-11-14
CUST00351,Flat,1,2,No,Grid + Solar,2003-08-12
CUST00352,Semi-Detached,4,6,Yes,Solar,1994-06-15
CUST00353,Detached,2,6,No,Solar,2012-06-09
CUST00354,Detached,3,5,Yes,Grid + Solar,2006-11-12
CUST00355,Bungalow,2,5,Yes,Grid + Solar,1992-01-19
CUST00356,Semi-Detached,2,8,Yes,Solar,1999-12-30
CUST00357,Detached,1,3,No,Company Provided,1992-04-29
CUST00358,Semi-Detached,2,2,No,Grid + Solar,1981-12-25
CUST00359,Flat,2,6,No,Grid + Solar,1989-01-02
CUST00360,Terraced,4,3,Yes,Company Provided,1979-12-21
CUST00361,Bungalow,4,7,No,Solar,1991-05-17
CUST00362,Bungalow,4,7,Yes,Grid + Solar,2003-04-19
CUST00363,Flat,3,6,Yes,Grid + Solar,2006-09-26
CUST00364,Bungalow,2,5,No,Solar,2019-05-29
CUST00365,Terraced,2,7,Yes,Company Provided,2019-08-31
CUST00366,Flat,4,2,Yes,Solar,2023-08-07
CUST00367,Terraced,4,4,Yes,Company Provided,2020-06-15
CUST00368,Semi-Detached,2,6,No,Solar,2000-12-19
CUST00369,Detached,2,3,Yes,Grid + Solar,2000-04-02
CUST00370,Bungalow,2,5,No,Company Provided,2007-06-30
CUST00371,Detached,3,4,No,Grid + Solar,2002-12-18
CUST00372,Bungalow,3,5,No,Solar,1983-02-22
CUST00373,Terraced,2,2,Yes,Company Provided,2015-06-14
CUST00374,Terraced,3,6,Yes,Company Provided,1977-06-26
CUST00375,Detached,1,7,No,Solar,1994-09-06
CUST00376,Flat,1,7,Yes,Solar,2002-10-25
CUST00377,Semi-Detached,3,8,No,Company Provided,2022-06-29
CUST00378,Terraced,1,4,No,Company Provided,2000-07-27
CUST00379,Semi-Detached,1,5,Yes,Solar,2002-02-12
CUST00380,Semi-Detached,1,8,Yes,Company Provided,1977-01-15
CUST00381,Bungalow,1,4,No,Company Provided,2000-10-17
CUST00382,Terraced,2,3,No,Solar,2015-04-27
CUST00383,Terraced,1,2,Yes,Company Provided,1981-12-07
CUST00384,Semi-Detached,1,4,No,Grid + Solar,2012-04-11
CUST00385,Detached,1,5,No,Company Provided,1982-09-22
CUST00386,Flat,1,5,No,Grid + Solar,2010-09-28
CUST00387,Terraced,4,5,Yes,Company Provided,2005-11-10
CUST00388,Detached,3,6,Yes,Solar,1997-05-03
CUST00389,Flat,4,2,No,Company Provided,1980-04-21
CUST00390,Semi-Detached,1,7,No,Company Provided,1978-02-21
CUST00391,Flat,1,6,Yes,Grid + Solar,2021-09-30
CUST00392,Semi-Detached,2,6,Yes,Company Provided,1981-02-15
CUST00393,Semi-Detached,3,4,No,Solar,2011-03-14
CUST00394,Bungalow,1,2,No,Company Provided,1997-05-06
CUST00395,Flat,2,7,Yes,Solar,2019-03-07
CUST00396,Semi-Detached,2,2,Yes,Grid + Solar,2022-09-24
CUST00397,Flat,4,8,No,Grid + Solar,2020-12-29
CUST00398,Semi-Detached,4,6,Yes,Grid + Solar,1987-05-08
CUST00399,Detached,4,7,No,Company Provided,2004-07-30
CUST00400,Bungalow,1,6,Yes,Company Provided,2018-03-28
CUST00401,Bungalow,3,5,No,Solar,2008-06-29
CUST00402,Bungalow,1,7,No,Grid + Solar,2004-09-13
CUST00403,Terraced,3,3,No,Solar,2005-09-08
CUST00404,Semi-Detached,3,8,Yes,Solar,2007-09-08
CUST00405,Semi-Detached,2,6,No,Company Provided,2003-09-06
CUST00406,Flat,4,5,No,Company Provided,1984-04-17
CUST00407,Detached,3,8,No,Grid + Solar,1998-08-24
CUST00408,Flat,2,7,Yes,Grid + Solar,2002-05-13
CUST00409,Detached,4,2,Yes,Grid + Solar,1997-07-22
CUST00410,Detached,1,8,Yes,Solar,2013-07-30
CUST00411,Terraced,4,7,No,Solar,1993-03-31
CUST00412,Detached,3,8,No,Company Provided,1978-10-20
CUST00413,Bungalow,4,3,Yes,Solar,2021-07-27
CUST00414,Detached,1,7,No,Solar,1981-03-13
CUST00415,Flat,4,8,Yes,Grid + Solar,2018-03-30
CUST00416,Terraced,3,5,Yes,Grid + Solar,1994-04-06
CUST00417,Semi-Detached,1,5,Yes,Solar,2024-10-24
CUST00418,Semi-Detached,1,3,Yes,Grid + Solar,2000-05-21
CUST00419,Bungalow,4,2,Yes,Solar,1998-08-21
CUST00420,Bungalow,2,7,Yes,Company Provided,1999-08-04
CUST00421,Detached,3,8,Yes,Solar,1996-12-18
CUST00422,Terraced,1,7,Yes,Solar,2002-02-16
CUST00423,Bungalow,2,5,Yes,Grid + Solar,1982-07-02
CUST00424,Detached,3,5,No,Grid + Solar,2006-10-17
CUST00425,Terraced,3,5,Yes,Grid + Solar,2011-09-19
CUST00426,Semi-Detached,1,8,Yes,Grid + Solar,2008-05-13
CUST00427,Terraced,4,2,Yes,Grid + Solar,1995-06-03
CUST00428,Semi-Detached,3,3,Yes,Solar,1983-07-24
CUST00429,Semi-Detached,2,6,No,Company Provided,2018-04-29
CUST00430,Bungalow,1,4,Yes,Company Provided,2003-04-07
CUST00431,Bungalow,2,8,Yes,Grid + Solar,2025-02-08
CUST00432,Terraced,1,7,No,Grid + Solar,1992-05-11
CUST00433,Bungalow,1,5,Yes,Company Provided,1978-08-27
CUST00434,Flat,4,3,Yes,Grid + Solar,2011-02-28
CUST00435,Terraced,2,7,No,Grid + Solar,1992-10-29
CUST00436,Terraced,4,7,Yes,Grid + Solar,2013-08-25
CUST00437,Bungalow,2,8,Yes,Grid + Solar,1998-09-26
CUST00438,Flat,1,4,No,Company Provided,1982-10-03
CUST00439,Flat,2,8,Yes,Solar,2003-02-18
CUST00440,Flat,3,5,No,Grid + Solar,2016-03-31
CUST00441,Terraced,1,2,Yes,Solar,1984-01-22
CUST00442,Terraced,4,7,Yes,Solar,2013-09-09
CUST00443,Bungalow,3,5,No,Grid + Solar,1977-05-20
