customer_id,city,pincode,region,terrian
CUST00215812,Liverpool,PC7452,North West,Coastal
CUST00051862,Newcastle,PC4880,Wales,Urban
CUST00013062,Southampton,PC3174,South East,Urban
CUST00262664,London,PC8128,Scotland,Urban
CUST00025064,Southampton,PC6286,Wales,Suburban
CUST00013085,Sheffield,PC4207,North West,Coastal
CUST00042452,Liverpool,PC3675,London,Rural
CUST00048824,Leeds,PC3089,London,Suburban
CUST00171406,Birmingham,PC5300,London,Coastal
CUST00072023,Manchester,PC1789,Midlands,Coastal
CUST00025786,Liverpool,PC1863,North West,Coastal
CUST00034672,Southampton,PC7373,North West,Urban
CUST00145717,Liverpool,PC4017,London,Coastal
CUST00125750,Birmingham,PC4538,Yorkshire,Rural
CUST00118651,Manchester,PC2902,Scotland,Rural
CUST00045541,Leeds,PC6251,Midlands,Urban
CUST00219056,Newcastle,PC4893,South East,Urban
CUST00016714,Liverpool,PC8232,London,Suburban
CUST00127058,London,PC5549,Yorkshire,Suburban
CUST00255942,Bristol,PC1606,North East,Suburban
CUST00033992,Liverpool,PC4108,Midlands,Suburban
CUST00050147,Birmingham,PC2204,London,Suburban
CUST00176498,Liverpool,PC9022,South West,Rural
CUST00213967,Glasgow,PC9240,North West,Rural
CUST00187998,Manchester,PC5168,Midlands,Coastal
CUST00162225,Leeds,PC1283,North East,Rural
CUST00265574,Southampton,PC6623,North West,Rural
CUST00146936,Sheffield,PC6100,London,Suburban
CUST00163709,Manchester,PC2846,London,Urban
CUST00229717,Birmingham,PC1989,London,Suburban
CUST00002998,Leeds,PC4572,South East,Suburban
CUST00178609,Birmingham,PC2344,London,Rural
CUST00164525,Leeds,PC5209,Scotland,Suburban
CUST00005826,Glasgow,PC1981,Yorkshire,Urban
CUST00204400,Glasgow,PC9412,London,Urban
CUST00235982,Leeds,PC1908,North East,Rural
CUST00254772,Southampton,PC6686,South West,Coastal
CUST00153850,Liverpool,PC5156,South West,Rural
CUST00234794,Newcastle,PC8841,South East,Coastal
CUST00257865,Sheffield,PC4742,Yorkshire,Rural
CUST00260578,Southampton,PC2097,North West,Urban
CUST00232581,Bristol,PC5903,South West,Coastal
CUST00057022,Newcastle,PC9265,South East,Suburban
CUST00102079,Liverpool,PC8020,South West,Coastal
CUST00253915,Southampton,PC4285,Midlands,Urban
CUST00123279,Bristol,PC6327,Yorkshire,Suburban
CUST00229007,Newcastle,PC4125,South East,Rural
CUST00222170,Manchester,PC8952,South West,Coastal
CUST00029802,Bristol,PC9405,Scotland,Suburban
CUST00082691,Birmingham,PC4235,London,Suburban
CUST00129488,Leeds,PC7598,South West,Rural
CUST00242058,Liverpool,PC2893,London,Coastal
CUST00032063,Sheffield,PC5913,London,Coastal
CUST00197211,London,PC9107,South East,Urban
CUST00038904,Bristol,PC5095,Wales,Suburban
CUST00097096,Leeds,PC9423,Scotland,Rural
CUST00033342,Birmingham,PC8981,South East,Rural
CUST00017465,Liverpool,PC5153,Midlands,Rural
CUST00248664,Sheffield,PC8789,London,Rural
CUST00207798,Sheffield,PC5297,London,Suburban
CUST00113735,Southampton,PC1343,Midlands,Rural
CUST00138885,Southampton,PC1068,Scotland,Coastal
CUST00080009,Liverpool,PC6755,Wales,Suburban
CUST00071614,Birmingham,PC3330,Scotland,Coastal
CUST00068365,Southampton,PC4909,Scotland,Rural
CUST00110130,Manchester,PC8884,North East,Coastal
CUST00201169,Leeds,PC5086,Scotland,Suburban
CUST00135950,Manchester,PC9834,Yorkshire,Coastal
CUST00041259,Glasgow,PC7000,Yorkshire,Suburban
CUST00032874,Southampton,PC8169,North West,Urban
CUST00242581,Liverpool,PC5731,Wales,Suburban
CUST00128527,Southampton,PC5468,South West,Urban
CUST00160089,Birmingham,PC7148,North East,Coastal
CUST00012531,Bristol,PC3448,North East,Suburban
CUST00085990,Sheffield,PC4007,North West,Rural
CUST00146584,Glasgow,PC7171,Yorkshire,Coastal
CUST00074011,Southampton,PC2706,North East,Urban
CUST00146081,Bristol,PC6997,London,Suburban
CUST00070049,Bristol,PC9184,Scotland,Coastal
CUST00211239,Liverpool,PC6194,Wales,Coastal
CUST00043439,Liverpool,PC2985,North West,Urban
CUST00090879,Leeds,PC2729,Midlands,Coastal
CUST00202752,Liverpool,PC1679,Wales,Suburban
CUST00048855,Manchester,PC2226,North West,Suburban
CUST00210109,Liverpool,PC2650,Scotland,Rural
CUST00174526,Manchester,PC5011,South East,Rural
CUST00126816,Southampton,PC6198,North East,Urban
CUST00105093,Bristol,PC3332,North West,Coastal
CUST00231868,Southampton,PC9629,North East,Coastal
CUST00125911,Glasgow,PC2950,South East,Rural
CUST00251621,London,PC9529,London,Coastal
CUST00258477,London,PC4598,London,Suburban
CUST00261965,Liverpool,PC9410,North East,Suburban
CUST00231656,Bristol,PC1547,Wales,Rural
CUST00064413,Newcastle,PC6234,Midlands,Suburban
CUST00174325,London,PC7300,Scotland,Rural
CUST00136028,London,PC3649,Yorkshire,Urban
CUST00029520,Birmingham,PC7117,London,Suburban
CUST00192526,Glasgow,PC1863,South West,Urban
CUST00133199,Liverpool,PC7721,North West,Coastal
CUST00193053,Sheffield,PC8211,London,Urban
CUST00230337,Sheffield,PC1100,North East,Coastal
CUST00009159,Glasgow,PC5991,North West,Suburban
CUST00149063,Bristol,PC8983,North West,Suburban
CUST00029736,Glasgow,PC8694,South East,Urban
CUST00253432,Bristol,PC3736,Wales,Suburban
CUST00035633,Sheffield,PC7643,Wales,Suburban
CUST00208862,Newcastle,PC5697,Scotland,Urban
CUST00026509,Newcastle,PC8945,North West,Coastal
CUST00260371,Birmingham,PC3767,North East,Rural
CUST00007760,Glasgow,PC6648,South West,Rural
CUST00130426,Sheffield,PC9838,Scotland,Urban
CUST00217880,Sheffield,PC6750,Yorkshire,Coastal
CUST00004969,Leeds,PC4494,Wales,Coastal
CUST00055780,Manchester,PC8833,South East,Urban
CUST00141922,Leeds,PC8040,London,Urban
CUST00012429,Manchester,PC2300,South East,Urban
CUST00004049,Glasgow,PC2913,South West,Coastal
CUST00226594,Leeds,PC4737,South East,Urban
CUST00091276,Birmingham,PC9084,Wales,Suburban
CUST00195127,London,PC2985,South East,Urban
CUST00195162,Birmingham,PC1429,South East,Coastal
CUST00021673,Manchester,PC1720,South East,Urban
CUST00008582,Leeds,PC8013,South West,Rural
CUST00175739,Birmingham,PC4207,Scotland,Coastal
CUST00072636,Birmingham,PC4750,London,Coastal
CUST00216399,Newcastle,PC3627,South East,Suburban
CUST00234684,Sheffield,PC6385,South East,Suburban
CUST00089032,Sheffield,PC7980,Yorkshire,Urban
CUST00030079,Birmingham,PC7336,North East,Coastal
CUST00212791,Bristol,PC2667,Midlands,Coastal
CUST00062041,Newcastle,PC3268,London,Coastal
CUST00209132,Liverpool,PC1213,Yorkshire,Suburban
CUST00248791,Bristol,PC8457,South East,Suburban
CUST00026291,London,PC1013,South West,Suburban
CUST00140614,Southampton,PC8192,Wales,Urban
CUST00151660,Manchester,PC5759,North West,Coastal
CUST00058540,Liverpool,PC8952,South West,Suburban
CUST00091930,Newcastle,PC5764,Scotland,Urban
CUST00105147,Southampton,PC4946,North West,Coastal
CUST00177199,Manchester,PC1213,Scotland,Suburban
CUST00189937,Newcastle,PC1703,Scotland,Rural
CUST00162770,Newcastle,PC7031,Wales,Urban
CUST00062262,Leeds,PC2153,South West,Rural
CUST00047615,Sheffield,PC3164,Scotland,Rural
CUST00226460,Liverpool,PC2810,South East,Coastal
CUST00069432,Newcastle,PC8833,South West,Suburban
CUST00268105,Leeds,PC5605,Midlands,Rural
CUST00174809,London,PC2657,South East,Coastal
CUST00029899,Bristol,PC8274,Scotland,Urban
CUST00137125,Glasgow,PC7803,North West,Rural
CUST00200835,Newcastle,PC8759,Scotland,Urban
CUST00204241,London,PC6922,North East,Suburban
CUST00093872,London,PC9196,Midlands,Urban
CUST00151646,Leeds,PC4959,North East,Rural
CUST00206854,Sheffield,PC6169,North West,Coastal
CUST00061564,Liverpool,PC7210,Yorkshire,Urban
CUST00093730,Birmingham,PC9531,Scotland,Urban
CUST00090946,Newcastle,PC8384,North West,Coastal
CUST00117893,London,PC1297,North West,Coastal
CUST00250529,Bristol,PC8632,Scotland,Coastal
CUST00134814,Birmingham,PC9970,Midlands,Coastal
CUST00088065,Southampton,PC7400,Scotland,Urban
CUST00043405,Glasgow,PC4532,North East,Urban
CUST00122282,Southampton,PC5840,South East,Urban
CUST00094801,Bristol,PC6010,Yorkshire,Rural
CUST00121973,Liverpool,PC5011,Yorkshire,Rural
CUST00039411,Bristol,PC2384,Midlands,Urban
CUST00267440,Southampton,PC4192,Yorkshire,Suburban
CUST00076725,Glasgow,PC9140,Midlands,Rural
CUST00098669,Newcastle,PC9728,Yorkshire,Suburban
CUST00066364,Newcastle,PC9713,Wales,Coastal
CUST00198897,Sheffield,PC6651,South East,Suburban
CUST00048532,Liverpool,PC9754,Wales,Rural
CUST00161184,Birmingham,PC1800,North West,Suburban
CUST00146951,Liverpool,PC1473,Scotland,Coastal
CUST00199649,Bristol,PC7062,South West,Suburban
CUST00235578,London,PC3660,North East,Coastal
CUST00240087,Southampton,PC6602,South East,Coastal
CUST00205627,London,PC1660,Wales,Suburban
CUST00197532,Bristol,PC3256,Midlands,Rural
CUST00171844,Glasgow,PC7639,North West,Urban
CUST00109228,Leeds,PC5933,North East,Rural
CUST00137553,London,PC5846,London,Suburban
CUST00212468,Southampton,PC8468,South East,Suburban
CUST00044043,Glasgow,PC9581,London,Coastal
CUST00116559,Southampton,PC1504,North East,Suburban
CUST00227724,Southampton,PC1460,South East,Rural
CUST00113276,London,PC9703,London,Rural
CUST00201618,Bristol,PC8420,South East,Suburban
CUST00028589,Leeds,PC4627,Midlands,Urban
CUST00190162,Newcastle,PC6771,South East,Urban
CUST00010880,Glasgow,PC7681,North East,Coastal
CUST00068432,Liverpool,PC1805,Wales,Urban
CUST00144933,Glasgow,PC6876,Wales,Suburban
CUST00184504,Southampton,PC1003,Midlands,Rural
CUST00194139,Newcastle,PC7148,London,Rural
CUST00212517,Manchester,PC6691,London,Rural
CUST00220054,Glasgow,PC9583,North West,Coastal
CUST00162207,Glasgow,PC1771,North West,Urban
CUST00041461,Liverpool,PC6332,Wales,Urban
CUST00237975,Southampton,PC5954,Midlands,Rural
CUST00061523,Southampton,PC4546,London,Rural
CUST00016545,Glasgow,PC5956,North West,Suburban
CUST00089476,Sheffield,PC7282,London,Suburban
CUST00022820,London,PC9298,Wales,Suburban
CUST00124212,Bristol,PC4350,Midlands,Suburban
CUST00135915,Bristol,PC4430,Scotland,Urban
CUST00016582,Glasgow,PC1572,Scotland,Urban
CUST00150810,Sheffield,PC7276,Midlands,Coastal
CUST00032158,Leeds,PC5848,North East,Suburban
CUST00269435,Leeds,PC6001,Midlands,Rural
CUST00062857,London,PC6233,Yorkshire,Coastal
CUST00215687,Leeds,PC8469,Midlands,Coastal
CUST00015515,Liverpool,PC6054,Scotland,Coastal
CUST00092687,Bristol,PC5182,North West,Urban
CUST00134418,London,PC8359,South East,Suburban
CUST00229451,Southampton,PC3029,South East,Rural
CUST00257397,Glasgow,PC5878,South East,Suburban
CUST00117797,Newcastle,PC2620,South East,Coastal
CUST00010787,Bristol,PC1496,London,Suburban
CUST00261001,Leeds,PC5495,London,Urban
CUST00260922,Glasgow,PC4686,Wales,Suburban
CUST00059368,Manchester,PC1252,Scotland,Rural
CUST00082216,Bristol,PC2836,North East,Suburban
CUST00087497,Birmingham,PC7954,London,Rural
CUST00151037,Southampton,PC1922,Scotland,Urban
CUST00180750,Southampton,PC5655,Scotland,Coastal
CUST00081556,London,PC3518,North East,Rural
CUST00031632,Bristol,PC9172,Scotland,Rural
CUST00059747,Liverpool,PC9557,South East,Suburban
CUST00195022,Liverpool,PC5535,Wales,Coastal
CUST00264876,Manchester,PC1424,South East,Rural
CUST00233317,Bristol,PC8421,North East,Urban
CUST00247700,Birmingham,PC6062,South West,Coastal
CUST00060277,Southampton,PC9169,Wales,Rural
CUST00206446,Liverpool,PC3514,North East,Suburban
CUST00228972,Southampton,PC7483,North West,Suburban
CUST00173901,Sheffield,PC4568,Yorkshire,Rural
CUST00078113,Manchester,PC5353,South East,Rural
CUST00097277,Southampton,PC4008,North East,Rural
CUST00139401,Sheffield,PC2250,London,Urban
CUST00207931,Liverpool,PC2197,Midlands,Rural
CUST00142731,Sheffield,PC1917,Midlands,Coastal
CUST00213267,Sheffield,PC8540,Scotland,Rural
CUST00182645,Glasgow,PC8513,North East,Suburban
CUST00002575,Southampton,PC1389,North East,Rural
CUST00058800,Liverpool,PC7644,Midlands,Rural
CUST00213861,Liverpool,PC2707,Midlands,Coastal
CUST00008896,London,PC9677,Wales,Rural
CUST00217030,Glasgow,PC3082,Midlands,Suburban
CUST00202049,Bristol,PC5355,South East,Rural
CUST00206883,Leeds,PC1933,Yorkshire,Suburban
CUST00022504,Liverpool,PC5226,South East,Coastal
CUST00202481,Leeds,PC4042,Wales,Rural
CUST00188815,Newcastle,PC1590,South West,Rural
CUST00106550,Liverpool,PC4459,South East,Rural
CUST00237425,Glasgow,PC4043,South East,Suburban
CUST00007750,Leeds,PC8379,London,Coastal
CUST00263212,London,PC6183,Scotland,Urban
CUST00091385,London,PC2759,Midlands,Coastal
CUST00142931,Sheffield,PC1589,South East,Suburban
CUST00079280,London,PC5982,North East,Urban
CUST00228695,Glasgow,PC3248,North West,Suburban
CUST00251783,Birmingham,PC5786,Midlands,Coastal
CUST00075442,Liverpool,PC7633,Midlands,Urban
CUST00131628,Leeds,PC1596,Wales,Urban
CUST00242978,Southampton,PC9210,Yorkshire,Suburban
CUST00261046,Leeds,PC5440,Scotland,Coastal
CUST00080204,Glasgow,PC7601,Yorkshire,Suburban
CUST00157745,Sheffield,PC6110,Midlands,Rural
CUST00238809,Southampton,PC4507,Midlands,Suburban
CUST00230853,Glasgow,PC9293,Scotland,Suburban
CUST00167908,Liverpool,PC4728,Yorkshire,Coastal
CUST00173477,Newcastle,PC8937,South East,Urban
CUST00052007,Leeds,PC4598,Midlands,Suburban
CUST00104614,Sheffield,PC7917,North West,Urban
CUST00121534,Birmingham,PC5737,South East,Urban
CUST00115115,Southampton,PC9339,Scotland,Suburban
CUST00032619,Manchester,PC9892,Midlands,Suburban
CUST00032342,Glasgow,PC7040,South East,Rural
CUST00115489,Sheffield,PC4189,North West,Urban
CUST00010145,Birmingham,PC6031,South East,Coastal
CUST00001038,London,PC1461,London,Suburban
CUST00227026,Southampton,PC9493,London,Suburban
CUST00226185,Southampton,PC4467,Midlands,Suburban
CUST00053780,London,PC8897,Scotland,Urban
CUST00263979,Manchester,PC2963,Wales,Rural
CUST00269551,Liverpool,PC2202,Midlands,Rural
CUST00013375,Leeds,PC6254,London,Coastal
CUST00037114,Liverpool,PC4777,North West,Suburban
CUST00232597,Sheffield,PC4959,London,Coastal
CUST00167501,Bristol,PC7833,Midlands,Rural
CUST00116568,Liverpool,PC3688,Midlands,Suburban
CUST00132251,Southampton,PC9798,London,Coastal
CUST00011388,Leeds,PC1115,Midlands,Suburban
CUST00068790,Bristol,PC7976,South West,Suburban
CUST00098384,Southampton,PC7389,South West,Suburban
CUST00065951,Glasgow,PC3656,Midlands,Rural
CUST00020248,Sheffield,PC9274,South East,Coastal
CUST00095019,Birmingham,PC1668,North East,Urban
CUST00170708,Manchester,PC1900,South East,Urban
CUST00023898,London,PC2784,South West,Rural
CUST00251837,Sheffield,PC3518,Midlands,Suburban
CUST00265003,Sheffield,PC1265,Midlands,Coastal
CUST00164257,Southampton,PC7232,Yorkshire,Coastal
CUST00088307,Newcastle,PC9844,South West,Coastal
CUST00183656,Birmingham,PC2210,Wales,Urban
CUST00218751,Bristol,PC3209,Scotland,Rural
CUST00263670,Sheffield,PC3876,North West,Coastal
CUST00083267,Newcastle,PC2973,South East,Suburban
CUST00062301,Birmingham,PC8114,South West,Suburban
CUST00107831,Glasgow,PC9443,Scotland,Rural
CUST00006731,Southampton,PC3330,North West,Urban
CUST00242117,Newcastle,PC4182,South East,Rural
CUST00024738,Bristol,PC6641,South West,Urban
CUST00119621,Glasgow,PC4173,South East,Rural
CUST00008433,Manchester,PC4535,North West,Coastal
CUST00150002,Sheffield,PC1163,North East,Coastal
CUST00169342,Southampton,PC5612,Midlands,Suburban
CUST00133239,Newcastle,PC8924,South East,Urban
CUST00049693,Newcastle,PC4290,South East,Coastal
CUST00083932,London,PC2974,Wales,Coastal
CUST00170436,Manchester,PC2897,North West,Coastal
CUST00066660,Liverpool,PC7967,South East,Rural
CUST00032776,Birmingham,PC7124,South West,Rural
CUST00213389,London,PC2872,Midlands,Suburban
CUST00109212,Southampton,PC9818,North West,Urban
CUST00116808,Glasgow,PC4260,Yorkshire,Coastal
CUST00232088,Manchester,PC9040,North West,Rural
CUST00238791,Leeds,PC5869,North East,Coastal
CUST00127751,Southampton,PC5841,London,Urban
