customer_id,boiler_id,installation_date,boiler_type,boiler_manufacturer,model,energy_rating,voltage,have_insurance,last_service_date,fault_history
CUST00002998,PROD007,2024-04-24,System,Baxi,Model X,A,230V,No,,F75
CUST00178609,PROD002,2020-09-27,Combi,Ideal,Model X,A,230V,No,,F75
CUST00164525,PROD009,2019-04-22,Combi,Viessmann,Model X,B,230V,Yes,,F22
CUST00005826,PROD002,2023-04-28,Combi,Glow-worm,Model X,C,230V,No,,Ignition Failure
CUST00204400,PROD006,2024-12-14,Combi,Ideal,Model X,D,230V,Yes,,Ignition Failure
CUST00235982,PROD008,2025-05-06,System,Glow-worm,Model X,A,230V,Yes,,None
CUST00254772,PROD002,2023-05-20,Combi,Baxi,Model X,D,230V,Yes,,EA
CUST00153850,PROD003,2020-06-17,Conventional,Vaillant,Model X,C,230V,No,,Ignition Failure
CUST00234794,PROD007,2020-08-24,Combi,Worcester Bosch,Model X,D,230V,No,,F75
CUST00257865,PROD005,2018-07-21,Conventional,Glow-worm,Model X,A,230V,No,,F75
CUST00260578,PROD005,2020-10-15,Conventional,Glow-worm,Model X,C,230V,Yes,,EA
CUST00232581,PROD003,2026-04-23,Conventional,Baxi,Model X,A,230V,No,,EA
CUST00057022,PROD002,2025-01-26,Conventional,Glow-worm,Model X,A,230V,Yes,,None
CUST00102079,PROD010,2019-01-02,System,Worcester Bosch,Model X,C,230V,Yes,,EA
CUST00253915,PROD009,2018-08-16,System,Vaillant,Model X,B,230V,Yes,,F75
CUST00123279,PROD007,2025-03-18,Combi,Worcester Bosch,Model X,B,230V,Yes,,EA
CUST00229007,PROD006,2021-07-24,Conventional,Baxi,Model X,B,230V,No,,Ignition Failure
CUST00222170,PROD004,2023-08-01,Combi,Glow-worm,Model X,D,230V,No,,F22
CUST00029802,PROD007,2021-04-16,Conventional,Worcester Bosch,Model X,D,230V,Yes,,EA
CUST00082691,PROD001,2023-10-13,Combi,Worcester Bosch,Model X,D,230V,No,,None
CUST00129488,PROD005,2022-01-18,System,Glow-worm,Model X,C,230V,Yes,,None
CUST00242058,PROD009,2026-06-12,Combi,Baxi,Model X,B,230V,No,,None
CUST00032063,PROD004,2023-06-12,Combi,Worcester Bosch,Model X,B,230V,No,,F75
CUST00197211,PROD005,2023-12-08,Conventional,Vaillant,Model X,D,230V,Yes,,EA
CUST00038904,PROD001,2026-06-26,Conventional,Ideal,Model X,C,230V,Yes,,F75
CUST00097096,PROD010,2018-01-15,Conventional,Glow-worm,Model X,B,230V,No,,None
CUST00033342,PROD006,2022-02-25,Combi,Viessmann,Model X,B,230V,Yes,,F22
CUST00017465,PROD009,2022-09-24,Combi,Worcester Bosch,Model X,C,230V,Yes,,EA
CUST00248664,PROD006,2019-02-24,Conventional,Glow-worm,Model X,B,230V,No,,EA
CUST00207798,PROD006,2024-07-17,Conventional,Worcester Bosch,Model X,C,230V,Yes,,None
CUST00113735,PROD002,2022-05-07,Combi,Baxi,Model X,D,230V,Yes,,Ignition Failure
CUST00138885,PROD005,2021-08-15,System,Vaillant,Model X,B,230V,No,,EA
CUST00080009,PROD003,2020-11-05,Combi,Vaillant,Model X,D,230V,No,,EA
CUST00071614,PROD001,2020-03-19,Conventional,Vaillant,Model X,C,230V,No,,Ignition Failure
CUST00068365,PROD003,2023-05-16,Combi,Ideal,Model X,A,230V,Yes,,F75
CUST00110130,PROD009,2019-11-08,Combi,Glow-worm,Model X,C,230V,Yes,,Ignition Failure
CUST00201169,PROD009,2023-05-29,Conventional,Ideal,Model X,D,230V,Yes,,Ignition Failure
CUST00135950,PROD005,2019-05-27,Combi,Glow-worm,Model X,C,230V,Yes,,EA
CUST00041259,PROD007,2018-08-15,Combi,Vaillant,Model X,D,230V,No,,None
CUST00032874,PROD004,2018-06-19,System,Glow-worm,Model X,B,230V,No,,EA
CUST00242581,PROD001,2024-05-15,Combi,Vaillant,Model X,A,230V,No,,Ignition Failure
CUST00128527,PROD005,2018-10-09,Conventional,Worcester Bosch,Model X,C,230V,Yes,,F22
CUST00160089,PROD010,2022-05-26,Conventional,Baxi,Model X,B,230V,No,,F22
CUST00012531,PROD003,2018-10-10,System,Glow-worm,Model X,B,230V,No,,F75
CUST00085990,PROD004,2019-06-27,Combi,Glow-worm,Model X,B,230V,Yes,,None
CUST00146584,PROD002,2021-06-27,System,Ideal,Model X,C,230V,Yes,,F22
CUST00074011,PROD002,2021-12-13,Combi,Ideal,Model X,B,230V,No,,F22
CUST00146081,PROD007,2024-03-29,Conventional,Ideal,Model X,D,230V,No,,None
CUST00070049,PROD006,2018-07-23,Conventional,Baxi,Model X,C,230V,No,,Ignition Failure
CUST00211239,PROD006,2019-07-11,System,Vaillant,Model X,D,230V,No,,None
CUST00043439,PROD001,2024-08-17,Conventional,Glow-worm,Model X,A,230V,Yes,,EA
CUST00090879,PROD003,2020-09-16,Conventional,Viessmann,Model X,D,230V,No,,F75
CUST00202752,PROD004,2018-08-18,Combi,Glow-worm,Model X,B,230V,Yes,,Ignition Failure
CUST00048855,PROD007,2019-03-01,Combi,Glow-worm,Model X,D,230V,Yes,,None
CUST00210109,PROD004,2022-12-11,System,Vaillant,Model X,D,230V,Yes,,F75
CUST00174526,PROD008,2020-12-30,Combi,Ideal,Model X,A,230V,Yes,,Ignition Failure
CUST00126816,PROD007,2018-12-13,Combi,Ideal,Model X,A,230V,Yes,,F75
CUST00105093,PROD003,2022-04-25,System,Baxi,Model X,C,230V,No,,None
CUST00231868,PROD001,2024-12-01,Combi,Glow-worm,Model X,D,230V,No,,F75
CUST00125911,PROD010,2019-03-24,Conventional,Viessmann,Model X,C,230V,No,,F75
