customer_id,repair_date,repair_type,parts_changed,fault_code,fault_reason
CUST00050105,2026-07-11,Emergency,Part_F0,F44,System error occurred due to component failure
CUST00050106,2026-07-14,Emergency,Part_Z17,F73,System error occurred due to component failure
CUST00050107,2026-07-13,Emergency,Part_F0,F73,System error occurred due to component failure
CUST00050108,2026-07-12,Emergency,Part_U2,F73,System error occurred due to component failure
CUST00050109,2026-07-10,Emergency,Part_Z17,F64,System error occurred due to component failure
CUST00050110,2026-07-13,Emergency,Part_M10,F44,System error occurred due to component failure
CUST00050111,2026-07-15,Emergency,Part_R16,F16,System error occurred due to component failure
CUST00050112,2026-07-13,Emergency,Part_C14,F30,System error occurred due to component failure
CUST00050113,2026-07-15,Emergency,Part_L3,F11,System error occurred due to component failure
CUST00050114,2026-07-14,Emergency,Part_C12,F82,System error occurred due to component failure
CUST00050115,2026-07-11,Emergency,Part_M10,F16,System error occurred due to component failure
CUST00050116,2026-07-09,Emergency,Part_N19,F30,System error occurred due to component failure
CUST00050117,2026-07-13,Emergency,Part_L3,F78,System error occurred due to component failure
CUST00050118,2026-07-15,Emergency,Part_F8,F92,System error occurred due to component failure
CUST00050119,2026-07-15,Emergency,Part_P4,F44,System error occurred due to component failure
CUST00050120,2026-07-12,Emergency,Part_F8,F30,System error occurred due to component failure
CUST00050121,2026-07-14,Emergency,Part_F8,F16,System error occurred due to component failure
CUST00050122,2026-07-10,Emergency,Part_M10,F11,System error occurred due to component failure
CUST00050123,2026-07-14,Emergency,Part_F0,F73,System error occurred due to component failure
CUST00050124,2026-07-15,Emergency,Part_C14,F82,System error occurred due to component failure
CUST00050125,2026-07-15,Emergency,Part_L3,F64,System error occurred due to component failure
CUST00050126,2026-07-12,Emergency,Part_D18,F92,System error occurred due to component failure
CUST00050127,2026-07-13,Emergency,Part_L3,F30,System error occurred due to component failure
CUST00050128,2026-07-09,Emergency,Part_U2,F64,System error occurred due to component failure
CUST00050129,2026-07-11,Emergency,Part_L3,F27,System error occurred due to component failure
CUST00050130,2026-07-12,Emergency,Part_R16,F78,System error occurred due to component failure
CUST00050131,2026-07-10,Emergency,Part_P4,F27,System error occurred due to component failure
CUST00050132,2026-07-12,Emergency,Part_H5,F16,System error occurred due to component failure
CUST00050133,2026-07-10,Emergency,Part_L3,F64,System error occurred due to component failure
CUST00050134,2026-07-12,Emergency,Part_D18,F92,System error occurred due to component failure
CUST00050135,2026-07-13,Emergency,Part_Z17,F78,System error occurred due to component failure
CUST00050136,2026-07-13,Emergency,Part_F8,F27,System error occurred due to component failure
CUST00050137,2026-07-12,Emergency,Part_U2,F69,System error occurred due to component failure
CUST00050138,2026-07-15,Emergency,Part_P4,F27,System error occurred due to component failure
CUST00050139,2026-07-12,Emergency,Part_Q15,F53,System error occurred due to component failure
CUST00050140,2026-07-10,Emergency,Part_H5,F69,System error occurred due to component failure
CUST00050141,2026-07-11,Emergency,Part_Y1,F11,System error occurred due to component failure
CUST00050142,2026-07-14,Emergency,Part_H5,F27,System error occurred due to component failure
CUST00050143,2026-07-13,Emergency,Part_U2,F78,System error occurred due to component failure
CUST00050144,2026-07-13,Emergency,Part_R9,F53,System error occurred due to component failure
CUST00050145,2026-07-09,Emergency,Part_X6,F78,System error occurred due to component failure
CUST00050146,2026-07-12,Emergency,Part_M10,F78,System error occurred due to component failure
CUST00050147,2026-07-10,Emergency,Part_H5,F73,System error occurred due to component failure
CUST00050148,2026-07-14,Emergency,Part_U2,F92,System error occurred due to component failure
CUST00050149,2026-07-10,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00050150,2026-07-11,Emergency,Part_P4,F82,System error occurred due to component failure
CUST00050151,2026-07-11,Emergency,Part_L3,F92,System error occurred due to component failure
CUST00050152,2026-07-12,Emergency,Part_P4,F11,System error occurred due to component failure
CUST00050153,2026-07-10,Emergency,Part_M10,F59,System error occurred due to component failure
CUST00050154,2026-07-12,Emergency,Part_U2,F69,System error occurred due to component failure
CUST00050155,2026-07-09,Emergency,Part_X6,F16,System error occurred due to component failure
CUST00050156,2026-07-12,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00050157,2026-07-13,Emergency,Part_C14,F11,System error occurred due to component failure
CUST00050158,2026-07-11,Emergency,Part_X6,F11,System error occurred due to component failure
CUST00050159,2026-07-15,Emergency,Part_P4,F11,System error occurred due to component failure
CUST00050160,2026-07-10,Emergency,Part_R16,F82,System error occurred due to component failure
CUST00050161,2026-07-13,Emergency,Part_F0,F53,System error occurred due to component failure
CUST00050162,2026-07-12,Emergency,Part_C14,F30,System error occurred due to component failure
CUST00050163,2026-07-13,Emergency,Part_F0,F78,System error occurred due to component failure
CUST00050164,2026-07-09,Emergency,Part_M10,F78,System error occurred due to component failure
CUST00050165,2026-07-09,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00050166,2026-07-15,Emergency,Part_R9,F16,System error occurred due to component failure
CUST00050167,2026-07-14,Emergency,Part_Y7,F30,System error occurred due to component failure
CUST00050168,2026-07-11,Emergency,Part_X6,F30,System error occurred due to component failure
CUST00050169,2026-07-13,Emergency,Part_H5,F73,System error occurred due to component failure
CUST00050170,2026-07-15,Emergency,Part_A13,F11,System error occurred due to component failure
CUST00050171,2026-07-14,Emergency,Part_R9,F27,System error occurred due to component failure
CUST00050172,2026-07-10,Emergency,Part_Q15,F44,System error occurred due to component failure
CUST00050173,2026-07-09,Emergency,Part_U2,F30,System error occurred due to component failure
CUST00050174,2026-07-11,Emergency,Part_C12,F59,System error occurred due to component failure
CUST00050175,2026-07-10,Emergency,Part_U2,F53,System error occurred due to component failure
CUST00050176,2026-07-12,Emergency,Part_L3,F92,System error occurred due to component failure
CUST00050177,2026-07-10,Emergency,Part_R16,F78,System error occurred due to component failure
CUST00050178,2026-07-12,Emergency,Part_M10,F78,System error occurred due to component failure
CUST00050179,2026-07-10,Emergency,Part_D18,F69,System error occurred due to component failure
CUST00050180,2026-07-13,Emergency,Part_P4,F59,System error occurred due to component failure
CUST00050181,2026-07-15,Emergency,Part_C12,F73,System error occurred due to component failure
CUST00050182,2026-07-12,Emergency,Part_X6,F64,System error occurred due to component failure
CUST00050183,2026-07-13,Emergency,Part_R16,F27,System error occurred due to component failure
CUST00050184,2026-07-11,Emergency,Part_U2,F78,System error occurred due to component failure
CUST00050185,2026-07-11,Emergency,Part_D18,F69,System error occurred due to component failure
CUST00050186,2026-07-13,Emergency,Part_M10,F78,System error occurred due to component failure
CUST00050187,2026-07-15,Emergency,Part_F8,F78,System error occurred due to component failure
CUST00050188,2026-07-13,Emergency,Part_Y7,F11,System error occurred due to component failure
CUST00050189,2026-07-15,Emergency,Part_H5,F44,System error occurred due to component failure
CUST00050190,2026-07-15,Emergency,Part_C12,F64,System error occurred due to component failure
CUST00050191,2026-07-11,Emergency,Part_A13,F78,System error occurred due to component failure
CUST00050192,2026-07-10,Emergency,Part_Y7,F30,System error occurred due to component failure
CUST00050193,2026-07-11,Emergency,Part_X6,F16,System error occurred due to component failure
CUST00050194,2026-07-15,Emergency,Part_Y1,F69,System error occurred due to component failure
CUST00050195,2026-07-15,Emergency,Part_P4,F78,System error occurred due to component failure
CUST00050196,2026-07-09,Emergency,Part_H5,F11,System error occurred due to component failure
CUST00050197,2026-07-13,Emergency,Part_U2,F27,System error occurred due to component failure
CUST00050198,2026-07-13,Emergency,Part_U2,F78,System error occurred due to component failure
CUST00050199,2026-07-11,Emergency,Part_F0,F16,System error occurred due to component failure
CUST00050200,2026-07-13,Emergency,Part_H5,F30,System error occurred due to component failure
CUST00050201,2026-07-12,Emergency,Part_X6,F78,System error occurred due to component failure
CUST00050202,2026-07-11,Emergency,Part_N19,F92,System error occurred due to component failure
CUST00050203,2026-07-13,Emergency,Part_A13,F92,System error occurred due to component failure
CUST00050204,2026-07-09,Emergency,Part_Y1,F44,System error occurred due to component failure
CUST00050205,2026-07-12,Emergency,Part_D18,F44,System error occurred due to component failure
CUST00050206,2026-07-15,Emergency,Part_A13,F59,System error occurred due to component failure
CUST00050207,2026-07-12,Emergency,Part_Q11,F44,System error occurred due to component failure
CUST00050208,2026-07-10,Emergency,Part_H5,F59,System error occurred due to component failure
CUST00050209,2026-07-15,Emergency,Part_P4,F78,System error occurred due to component failure
CUST00050210,2026-07-13,Emergency,Part_U2,F11,System error occurred due to component failure
CUST00050211,2026-07-11,Emergency,Part_U2,F73,System error occurred due to component failure
CUST00050212,2026-07-12,Emergency,Part_Q15,F27,System error occurred due to component failure
CUST00050213,2026-07-12,Emergency,Part_A13,F69,System error occurred due to component failure
CUST00050214,2026-07-11,Emergency,Part_D18,F27,System error occurred due to component failure
CUST00050215,2026-07-13,Emergency,Part_F8,F11,System error occurred due to component failure
CUST00050216,2026-07-10,Emergency,Part_H5,F53,System error occurred due to component failure
CUST00050217,2026-07-11,Emergency,Part_Y7,F78,System error occurred due to component failure
CUST00050218,2026-07-15,Emergency,Part_R16,F44,System error occurred due to component failure
CUST00050219,2026-07-11,Emergency,Part_F8,F53,System error occurred due to component failure
CUST00050220,2026-07-10,Emergency,Part_F8,F82,System error occurred due to component failure
CUST00050221,2026-07-15,Emergency,Part_F0,F11,System error occurred due to component failure
CUST00050222,2026-07-12,Emergency,Part_Y1,F16,System error occurred due to component failure
CUST00050223,2026-07-12,Emergency,Part_U2,F11,System error occurred due to component failure
CUST00050224,2026-07-15,Emergency,Part_Y1,F44,System error occurred due to component failure
CUST00050225,2026-07-11,Emergency,Part_R16,F11,System error occurred due to component failure
CUST00050226,2026-07-10,Emergency,Part_C14,F44,System error occurred due to component failure
CUST00050227,2026-07-15,Emergency,Part_Z17,F11,System error occurred due to component failure
CUST00050228,2026-07-09,Emergency,Part_D18,F11,System error occurred due to component failure
CUST00050229,2026-07-15,Emergency,Part_P4,F30,System error occurred due to component failure
CUST00050230,2026-07-12,Emergency,Part_A13,F78,System error occurred due to component failure
CUST00050231,2026-07-14,Emergency,Part_H5,F44,System error occurred due to component failure
CUST00050232,2026-07-11,Emergency,Part_L3,F73,System error occurred due to component failure
CUST00050233,2026-07-15,Emergency,Part_R9,F69,System error occurred due to component failure
CUST00050234,2026-07-14,Emergency,Part_Y1,F78,System error occurred due to component failure
CUST00050235,2026-07-11,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00050236,2026-07-11,Emergency,Part_R9,F92,System error occurred due to component failure
CUST00050237,2026-07-15,Emergency,Part_H5,F44,System error occurred due to component failure
CUST00050238,2026-07-15,Emergency,Part_C14,F64,System error occurred due to component failure
CUST00050239,2026-07-15,Emergency,Part_C14,F69,System error occurred due to component failure
CUST00050240,2026-07-14,Emergency,Part_X6,F53,System error occurred due to component failure
CUST00050241,2026-07-14,Emergency,Part_Y7,F59,System error occurred due to component failure
CUST00050242,2026-07-10,Emergency,Part_H5,F78,System error occurred due to component failure
CUST00050243,2026-07-10,Emergency,Part_Y1,F27,System error occurred due to component failure
CUST00050244,2026-07-09,Emergency,Part_N19,F92,System error occurred due to component failure
CUST00050245,2026-07-09,Emergency,Part_Q11,F92,System error occurred due to component failure
CUST00050246,2026-07-11,Emergency,Part_D18,F78,System error occurred due to component failure
CUST00050247,2026-07-14,Emergency,Part_D18,F16,System error occurred due to component failure
CUST00050248,2026-07-13,Emergency,Part_Y7,F69,System error occurred due to component failure
CUST00050249,2026-07-10,Emergency,Part_Q15,F44,System error occurred due to component failure
CUST00050250,2026-07-12,Emergency,Part_H5,F44,System error occurred due to component failure
CUST00050251,2026-07-12,Emergency,Part_C14,F69,System error occurred due to component failure
CUST00050252,2026-07-12,Emergency,Part_N19,F53,System error occurred due to component failure
CUST00050253,2026-07-10,Emergency,Part_Q11,F59,System error occurred due to component failure
CUST00050254,2026-07-10,Emergency,Part_L3,F30,System error occurred due to component failure
CUST00050255,2026-07-15,Emergency,Part_L3,F92,System error occurred due to component failure
CUST00050256,2026-07-15,Emergency,Part_H5,F64,System error occurred due to component failure
CUST00050257,2026-07-09,Emergency,Part_Y1,F30,System error occurred due to component failure
CUST00050258,2026-07-15,Emergency,Part_P4,F11,System error occurred due to component failure
CUST00050259,2026-07-13,Emergency,Part_F0,F59,System error occurred due to component failure
CUST00050260,2026-07-14,Emergency,Part_P4,F82,System error occurred due to component failure
CUST00050261,2026-07-11,Emergency,Part_U2,F73,System error occurred due to component failure
CUST00050262,2026-07-12,Emergency,Part_Q11,F11,System error occurred due to component failure
CUST00050263,2026-07-11,Emergency,Part_Y7,F92,System error occurred due to component failure
CUST00050264,2026-07-11,Emergency,Part_Y1,F69,System error occurred due to component failure
CUST00050265,2026-07-11,Emergency,Part_F0,F30,System error occurred due to component failure
CUST00050266,2026-07-11,Emergency,Part_R9,F16,System error occurred due to component failure
CUST00050267,2026-07-10,Emergency,Part_C14,F59,System error occurred due to component failure
CUST00050268,2026-07-11,Emergency,Part_X6,F53,System error occurred due to component failure
CUST00050269,2026-07-11,Emergency,Part_Z17,F69,System error occurred due to component failure
CUST00050270,2026-07-10,Emergency,Part_Z17,F82,System error occurred due to component failure
CUST00050271,2026-07-09,Emergency,Part_D18,F64,System error occurred due to component failure
CUST00050272,2026-07-11,Emergency,Part_X6,F44,System error occurred due to component failure
CUST00050273,2026-07-11,Emergency,Part_Q11,F78,System error occurred due to component failure
CUST00050274,2026-07-13,Emergency,Part_N19,F73,System error occurred due to component failure
CUST00050275,2026-07-11,Emergency,Part_C12,F44,System error occurred due to component failure
CUST00050276,2026-07-13,Emergency,Part_X6,F11,System error occurred due to component failure
CUST00050277,2026-07-15,Emergency,Part_P4,F16,System error occurred due to component failure
CUST00050278,2026-07-10,Emergency,Part_R16,F27,System error occurred due to component failure
CUST00050279,2026-07-13,Emergency,Part_D18,F64,System error occurred due to component failure
CUST00050280,2026-07-14,Emergency,Part_P4,F92,System error occurred due to component failure
CUST00050281,2026-07-10,Emergency,Part_R16,F27,System error occurred due to component failure
CUST00050282,2026-07-14,Emergency,Part_H5,F27,System error occurred due to component failure
CUST00050283,2026-07-14,Emergency,Part_A13,F69,System error occurred due to component failure
CUST00050284,2026-07-11,Emergency,Part_N19,F69,System error occurred due to component failure
CUST00050285,2026-07-13,Emergency,Part_R16,F92,System error occurred due to component failure
CUST00050286,2026-07-11,Emergency,Part_A13,F59,System error occurred due to component failure
CUST00050287,2026-07-11,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00050288,2026-07-10,Emergency,Part_Q11,F27,System error occurred due to component failure
CUST00050289,2026-07-11,Emergency,Part_P4,F78,System error occurred due to component failure
CUST00050290,2026-07-14,Emergency,Part_N19,F78,System error occurred due to component failure
CUST00050291,2026-07-15,Emergency,Part_Q11,F82,System error occurred due to component failure
CUST00050292,2026-07-10,Emergency,Part_A13,F27,System error occurred due to component failure
CUST00050293,2026-07-10,Emergency,Part_X6,F27,System error occurred due to component failure
CUST00050294,2026-07-10,Emergency,Part_D18,F53,System error occurred due to component failure
CUST00050295,2026-07-10,Emergency,Part_M10,F16,System error occurred due to component failure
CUST00050296,2026-07-12,Emergency,Part_L3,F73,System error occurred due to component failure
CUST00050297,2026-07-14,Emergency,Part_R9,F27,System error occurred due to component failure
CUST00050298,2026-07-14,Emergency,Part_Q11,F78,System error occurred due to component failure
CUST00050299,2026-07-13,Emergency,Part_C12,F59,System error occurred due to component failure
CUST00050300,2026-07-13,Emergency,Part_P4,F16,System error occurred due to component failure
CUST00050301,2026-07-14,Emergency,Part_P4,F69,System error occurred due to component failure
CUST00050302,2026-07-14,Emergency,Part_N19,F64,System error occurred due to component failure
CUST00050303,2026-07-11,Emergency,Part_Q15,F78,System error occurred due to component failure
CUST00050304,2026-07-15,Emergency,Part_F0,F82,System error occurred due to component failure
CUST00050305,2026-07-11,Emergency,Part_L3,F27,System error occurred due to component failure
CUST00050306,2026-07-15,Emergency,Part_N19,F69,System error occurred due to component failure
CUST00050307,2026-07-15,Emergency,Part_Y7,F64,System error occurred due to component failure
CUST00050308,2026-07-11,Emergency,Part_Q11,F11,System error occurred due to component failure
CUST00050309,2026-07-10,Emergency,Part_Q11,F78,System error occurred due to component failure
CUST00050310,2026-07-11,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00050311,2026-07-15,Emergency,Part_C12,F16,System error occurred due to component failure
CUST00050312,2026-07-11,Emergency,Part_Y1,F92,System error occurred due to component failure
CUST00050313,2026-07-12,Emergency,Part_F8,F73,System error occurred due to component failure
CUST00050314,2026-07-14,Emergency,Part_F0,F78,System error occurred due to component failure
CUST00050315,2026-07-09,Emergency,Part_U2,F16,System error occurred due to component failure
CUST00050316,2026-07-14,Emergency,Part_C12,F44,System error occurred due to component failure
CUST00050317,2026-07-09,Emergency,Part_P4,F78,System error occurred due to component failure
CUST00050318,2026-07-10,Emergency,Part_Y7,F73,System error occurred due to component failure
CUST00050319,2026-07-14,Emergency,Part_X6,F92,System error occurred due to component failure
CUST00050320,2026-07-09,Emergency,Part_C12,F16,System error occurred due to component failure
CUST00050321,2026-07-15,Emergency,Part_C12,F78,System error occurred due to component failure
CUST00050322,2026-07-10,Emergency,Part_Y7,F69,System error occurred due to component failure
CUST00050323,2026-07-11,Emergency,Part_R9,F59,System error occurred due to component failure
CUST00050324,2026-07-09,Emergency,Part_N19,F78,System error occurred due to component failure
CUST00050325,2026-07-12,Emergency,Part_F8,F16,System error occurred due to component failure
CUST00050326,2026-07-12,Emergency,Part_C14,F53,System error occurred due to component failure
CUST00050327,2026-07-12,Emergency,Part_F8,F27,System error occurred due to component failure
CUST00050328,2026-07-12,Emergency,Part_N19,F78,System error occurred due to component failure
CUST00050329,2026-07-11,Emergency,Part_Q11,F69,System error occurred due to component failure
CUST00050330,2026-07-13,Emergency,Part_F8,F82,System error occurred due to component failure
CUST00050331,2026-07-10,Emergency,Part_L3,F82,System error occurred due to component failure
CUST00050332,2026-07-14,Emergency,Part_Y1,F27,System error occurred due to component failure
CUST00050333,2026-07-15,Emergency,Part_F8,F59,System error occurred due to component failure
CUST00050334,2026-07-14,Emergency,Part_M10,F30,System error occurred due to component failure
CUST00050335,2026-07-09,Emergency,Part_Y1,F11,System error occurred due to component failure
CUST00050336,2026-07-09,Emergency,Part_Q11,F53,System error occurred due to component failure
CUST00050337,2026-07-09,Emergency,Part_F8,F78,System error occurred due to component failure
CUST00050338,2026-07-12,Emergency,Part_F8,F30,System error occurred due to component failure
CUST00050339,2026-07-10,Emergency,Part_L3,F82,System error occurred due to component failure
CUST00050340,2026-07-09,Emergency,Part_Y7,F78,System error occurred due to component failure
CUST00050341,2026-07-12,Emergency,Part_R16,F78,System error occurred due to component failure
CUST00050342,2026-07-11,Emergency,Part_Y1,F44,System error occurred due to component failure
CUST00050343,2026-07-11,Emergency,Part_Q11,F73,System error occurred due to component failure
CUST00050344,2026-07-09,Emergency,Part_Q11,F73,System error occurred due to component failure
CUST00050345,2026-07-15,Emergency,Part_R16,F59,System error occurred due to component failure
CUST00050346,2026-07-09,Emergency,Part_L3,F59,System error occurred due to component failure
CUST00050347,2026-07-12,Emergency,Part_F8,F78,System error occurred due to component failure
CUST00050348,2026-07-11,Emergency,Part_R16,F78,System error occurred due to component failure
CUST00050349,2026-07-11,Emergency,Part_Y7,F82,System error occurred due to component failure
CUST00050350,2026-07-15,Emergency,Part_Z17,F59,System error occurred due to component failure
CUST00050351,2026-07-14,Emergency,Part_U2,F44,System error occurred due to component failure
CUST00050352,2026-07-11,Emergency,Part_Y7,F11,System error occurred due to component failure
CUST00050353,2026-07-09,Emergency,Part_U2,F78,System error occurred due to component failure
CUST00050354,2026-07-10,Emergency,Part_U2,F59,System error occurred due to component failure
CUST00050355,2026-07-14,Emergency,Part_Z17,F16,System error occurred due to component failure
CUST00050356,2026-07-11,Emergency,Part_A13,F92,System error occurred due to component failure
CUST00050357,2026-07-13,Emergency,Part_Q15,F59,System error occurred due to component failure
CUST00050358,2026-07-13,Emergency,Part_Q11,F73,System error occurred due to component failure
CUST00050359,2026-07-14,Emergency,Part_C12,F16,System error occurred due to component failure
CUST00050360,2026-07-10,Emergency,Part_D18,F44,System error occurred due to component failure
CUST00050361,2026-07-09,Emergency,Part_F0,F27,System error occurred due to component failure
CUST00050362,2026-07-11,Emergency,Part_F0,F53,System error occurred due to component failure
CUST00050363,2026-07-12,Emergency,Part_Q11,F30,System error occurred due to component failure
CUST00050364,2026-07-15,Emergency,Part_C14,F59,System error occurred due to component failure
CUST00050365,2026-07-10,Emergency,Part_Q15,F11,System error occurred due to component failure
CUST00050366,2026-07-12,Emergency,Part_Q15,F27,System error occurred due to component failure
CUST00050367,2026-07-15,Emergency,Part_L3,F69,System error occurred due to component failure
CUST00050368,2026-07-13,Emergency,Part_N19,F16,System error occurred due to component failure
CUST00050369,2026-07-12,Emergency,Part_X6,F11,System error occurred due to component failure
CUST00050370,2026-07-10,Emergency,Part_M10,F59,System error occurred due to component failure
CUST00050371,2026-07-10,Emergency,Part_F0,F73,System error occurred due to component failure
CUST00050372,2026-07-14,Emergency,Part_F0,F11,System error occurred due to component failure
CUST00050373,2026-07-09,Emergency,Part_C12,F78,System error occurred due to component failure
CUST00050374,2026-07-13,Emergency,Part_L3,F82,System error occurred due to component failure
CUST00050375,2026-07-10,Emergency,Part_Y1,F92,System error occurred due to component failure
CUST00050376,2026-07-15,Emergency,Part_R9,F78,System error occurred due to component failure
CUST00050377,2026-07-13,Emergency,Part_A13,F30,System error occurred due to component failure
CUST00050378,2026-07-15,Emergency,Part_L3,F27,System error occurred due to component failure
CUST00050379,2026-07-11,Emergency,Part_A13,F78,System error occurred due to component failure
CUST00050380,2026-07-10,Emergency,Part_A13,F53,System error occurred due to component failure
CUST00050381,2026-07-12,Emergency,Part_F8,F64,System error occurred due to component failure
CUST00050382,2026-07-09,Emergency,Part_C12,F27,System error occurred due to component failure
